Gene names,ORF,genotype,nutrient,samplingTime,replicate,intensity,normalized_intensity
SUB2,SUB2,WT,P,T16,R2,1294100001,956923041
SUB2,SUB2,WT,P,T30,R2,741900001,1035956059
SUB2,SUB2,WT,P,T00,R2,2113900001,784630908.8
SUC2,INV2,WT,C,T00,R2,132750001,49273737.58
SUC2,INV2,WT,C,T06,R2,137590001,130961494.3
SUC2,INV2,WT,C,T16,R2,89781001,104142927.9
SUC2,INV2,WT,C,T30,R2,138740001,193016019.5
SUC2,INV2,WT,P,T06,R2,28516001,51644642.34
SUC2,INV2,WT,P,T16,R2,69109001,51102693.26
SUC2,INV2,WT,P,T30,R2,24146001,33716398.45
SUC2,INV2,WT,P,T00,R2,132750001,49273737.58
SUI1,SUI1,WT,C,T00,R2,550810001,204447964.2
SUI1,SUI1,WT,C,T06,R2,212680001,202433974.4
SUI1,SUI1,WT,C,T16,R2,181370001,210383073.6
SUI1,SUI1,WT,C,T30,R2,97493001,135632916.6
SUI1,SUI1,WT,P,T06,R2,142800001,258621641.2
SUI1,SUI1,WT,P,T16,R2,342270001,253091762.6
SUI1,SUI1,WT,P,T30,R2,201420001,281253902.5
SUI1,SUI1,WT,P,T00,R2,550810001,204447964.2
SUI2,IF2A,WT,C,T00,R2,1112500001,412934332.9
SUI2,IF2A,WT,C,T06,R2,361980001,344541329.2
SUI2,IF2A,WT,C,T16,R2,351010001,407159742.3
SUI2,IF2A,WT,C,T30,R2,334480001,465330819.8
SUI2,IF2A,WT,P,T06,R2,224640001,406840093.3
SUI2,IF2A,WT,P,T16,R2,382200001,282618025.6
SUI2,IF2A,WT,P,T30,R2,148620001,207526338.3
SUI2,IF2A,WT,P,T00,R2,1112500001,412934332.9
SUI3,IF2B,WT,C,T00,R2,551290001,204626129.1
SUI3,IF2B,WT,C,T06,R2,214400001,204071112
SUI3,IF2B,WT,C,T16,R2,124530001,144450593.9
SUI3,IF2B,WT,C,T30,R2,108750001,151293730.5
SUI3,IF2B,WT,P,T06,R2,135260001,244966128.8
SUI3,IF2B,WT,P,T16,R2,146760001,108521772.9
SUI3,IF2B,WT,P,T30,R2,31054001,43362421.43
SUI3,IF2B,WT,P,T00,R2,551290001,204626129.1
SUN4,SUN4,WT,C,T00,R2,29508001,10952689.17
SUN4,SUN4,WT,C,T06,R2,11728001,11162995.31
SUN4,SUN4,WT,C,T16,R2,9193801,10664498.55
SUN4,SUN4,WT,C,T30,R2,1,1.391206704
SUN4,SUN4,WT,P,T06,R2,1,1.811075906
SUN4,SUN4,WT,P,T16,R2,12785001,9453876.846
SUN4,SUN4,WT,P,T30,R2,1,1.396355382
SUN4,SUN4,WT,P,T00,R2,29508001,10952689.17
SUP35,ERF3,WT,C,T00,R2,814070001,302164002.3
SUP35,ERF3,WT,C,T06,R2,254370001,242115525.8
SUP35,ERF3,WT,C,T16,R2,174120001,201973318.5
SUP35,ERF3,WT,C,T30,R2,242430001,337270242.7
SUP35,ERF3,WT,P,T06,R2,154800001,280354552
SUP35,ERF3,WT,P,T16,R2,303740001,224600730.4
SUP35,ERF3,WT,P,T30,R2,149480001,208727203.9
SUP35,ERF3,WT,P,T00,R2,814070001,302164002.3
SUP45,ERF1,WT,C,T00,R2,1272500001,472322641.4
SUP45,ERF1,WT,C,T06,R2,531540001,505932642.6
SUP45,ERF1,WT,C,T16,R2,439120001,509364365.5
SUP45,ERF1,WT,C,T30,R2,467260001,650055246
SUP45,ERF1,WT,P,T06,R2,368190001,666820039.6
SUP45,ERF1,WT,P,T16,R2,511290001,378073705.4
SUP45,ERF1,WT,P,T30,R2,331180001,462444976.9
SUP45,ERF1,WT,P,T00,R2,1272500001,472322641.4
SUR7,SUR7,WT,C,T00,R2,1,0.371176928
SUR7,SUR7,WT,C,T06,R2,31684001,30157599.28
SUR7,SUR7,WT,C,T16,R2,27141001,31482644.2
SUR7,SUR7,WT,C,T30,R2,10011001,13927371.71
SUR7,SUR7,WT,P,T06,R2,13804001,25000093.62
SUR7,SUR7,WT,P,T16,R2,30380001,22464510.41
SUR7,SUR7,WT,P,T30,R2,24780001,34601687.77
SUR7,SUR7,WT,P,T00,R2,1,0.371176928
SVF1,SVF1,WT,C,T00,R2,343660001,127558663.5
SVF1,SVF1,WT,C,T06,R2,125280001,119244538.2
SVF1,SVF1,WT,C,T16,R2,41340001,47953004.49
SVF1,SVF1,WT,C,T30,R2,39917001,55532799.4
SVF1,SVF1,WT,P,T06,R2,68248001,123602310.2
SVF1,SVF1,WT,P,T16,R2,174220001,128827086.8
SVF1,SVF1,WT,P,T30,R2,71385001,99678830.35
SVF1,SVF1,WT,P,T00,R2,343660001,127558663.5
SVL3,SVL3,WT,C,T00,R2,208740001,77479472.35
SVL3,SVL3,WT,C,T06,R2,50979001,48523047.45
SVL3,SVL3,WT,C,T16,R2,51055001,59222076.26
SVL3,SVL3,WT,C,T30,R2,46697001,64965180.86
SVL3,SVL3,WT,P,T06,R2,32560001,58968633.31
SVL3,SVL3,WT,P,T16,R2,76239001,56374976.14
SVL3,SVL3,WT,P,T30,R2,16466001,22992389.12
SVL3,SVL3,WT,P,T00,R2,208740001,77479472.35
SWA2,SWA2,WT,C,T00,R2,18527001,6876795.319
SWA2,SWA2,WT,C,T06,R2,17309001,16475126.24
SWA2,SWA2,WT,C,T16,R2,19138001,22199434.58
SWA2,SWA2,WT,C,T30,R2,8062801,11217022.81
SWA2,SWA2,WT,P,T06,R2,3743001,6778858.927
SWA2,SWA2,WT,P,T16,R2,1,0.739450615
SWA2,SWA2,WT,P,T30,R2,8411701,11745723.96
SWA2,SWA2,WT,P,T00,R2,18527001,6876795.319
SWC4,SWC4,WT,C,T00,R2,223300001,82883808.42
SWC4,SWC4,WT,C,T06,R2,65920001,62744253.01
SWC4,SWC4,WT,C,T16,R2,45161001,52385235.39
SWC4,SWC4,WT,C,T30,R2,37386001,52011655.23
SWC4,SWC4,WT,P,T06,R2,1489201,2697056.05
SWC4,SWC4,WT,P,T16,R2,1,0.739450615
SWC4,SWC4,WT,P,T30,R2,1,1.396355382
SWC4,SWC4,WT,P,T00,R2,223300001,82883808.42
SWD2,SWD2,WT,C,T00,R2,34681001,12872787.42
SWD2,SWD2,WT,C,T06,R2,21102001,20085395.47
SWD2,SWD2,WT,C,T16,R2,1,1.159966215
SWD2,SWD2,WT,C,T30,R2,1,1.391206704
SWD2,SWD2,WT,P,T06,R2,9113801,16505785.4
SWD2,SWD2,WT,P,T16,R2,1,0.739450615
SWD2,SWD2,WT,P,T30,R2,1,1.396355382
SWD2,SWD2,WT,P,T00,R2,34681001,12872787.42
SWH1,OSH1,WT,C,T00,R2,49733001,18459742.54
SWH1,OSH1,WT,C,T06,R2,50426001,47996688.67
SWH1,OSH1,WT,C,T16,R2,7980301,9256879.545
SWH1,OSH1,WT,C,T30,R2,43322001,60269858.23
SWH1,OSH1,WT,P,T06,R2,13537001,24516536.35
SWH1,OSH1,WT,P,T16,R2,28019001,20718667.51
SWH1,OSH1,WT,P,T30,R2,17180001,23989386.86
SWH1,OSH1,WT,P,T00,R2,49733001,18459742.54
SWI1,SWI1,WT,C,T00,R2,191040001,70909640.72
SWI1,SWI1,WT,C,T06,R2,113890001,108403260.5
SWI1,SWI1,WT,C,T16,R2,130830001,151758381.1
SWI1,SWI1,WT,C,T30,R2,122320001,170172405.4
SWI1,SWI1,WT,P,T06,R2,4365901,7906978.109
SWI1,SWI1,WT,P,T16,R2,19720001,14581966.86
SWI1,SWI1,WT,P,T30,R2,11404001,15924038.17
SWI1,SWI1,WT,P,T00,R2,191040001,70909640.72
SWI3,SWI3,WT,C,T00,R2,37911001,14071688.89
SWI3,SWI3,WT,C,T06,R2,17047001,16225748.29
SWI3,SWI3,WT,C,T16,R2,12793001,14839448.95
SWI3,SWI3,WT,C,T30,R2,11471001,15958533.49
SWI3,SWI3,WT,P,T06,R2,7425401,13447964.84
SWI3,SWI3,WT,P,T16,R2,7816601,5779990.413
SWI3,SWI3,WT,P,T30,R2,4108001,5736229.306
SWI3,SWI3,WT,P,T00,R2,37911001,14071688.89
SWI5,SWI5,WT,C,T00,R2,130790001,48546230.8
SWI5,SWI5,WT,C,T06,R2,40040001,38111042.4
SWI5,SWI5,WT,C,T16,R2,1,1.159966215
SWI5,SWI5,WT,C,T30,R2,1,1.391206704
SWI5,SWI5,WT,P,T06,R2,30757001,55703263.45
SWI5,SWI5,WT,P,T16,R2,78268001,57875321.44
SWI5,SWI5,WT,P,T30,R2,44384001,61975838.68
SWI5,SWI5,WT,P,T00,R2,130790001,48546230.8
SWP1,OSTD,WT,C,T00,R2,22482001,8344800.07
SWP1,OSTD,WT,C,T06,R2,15892001,15126391.33
SWP1,OSTD,WT,C,T16,R2,6967701,8082297.756
SWP1,OSTD,WT,C,T30,R2,8353601,11621585.72
SWP1,OSTD,WT,P,T06,R2,19202001,34776281.36
SWP1,OSTD,WT,P,T16,R2,20402001,15086272.18
SWP1,OSTD,WT,P,T30,R2,20859001,29126578.31
SWP1,OSTD,WT,P,T00,R2,22482001,8344800.07
SXM1,SXM1,WT,C,T00,R2,197670001,73370543.76
SXM1,SXM1,WT,C,T06,R2,51924001,49422521.33
SXM1,SXM1,WT,C,T16,R2,47848001,55502064.61
SXM1,SXM1,WT,C,T30,R2,59762001,83141296.44
SXM1,SXM1,WT,P,T06,R2,70284001,127289660.8
SXM1,SXM1,WT,P,T16,R2,77696001,57452355.69
SXM1,SXM1,WT,P,T30,R2,22446001,31342594.3
SXM1,SXM1,WT,P,T00,R2,197670001,73370543.76
SYH1,SYH1,WT,C,T00,R2,57590001,21376079.66
SYH1,SYH1,WT,C,T06,R2,6230601,5930436.887
SYH1,SYH1,WT,C,T16,R2,7758401,8999483.042
SYH1,SYH1,WT,C,T30,R2,17584001,24462980.08
SYH1,SYH1,WT,P,T06,R2,3806101,6893137.816
SYH1,SYH1,WT,P,T16,R2,1,0.739450615
SYH1,SYH1,WT,P,T30,R2,1,1.396355382
SYH1,SYH1,WT,P,T00,R2,57590001,21376079.66
SYO1,SYO1,WT,C,T00,R2,48692001,18073347.36
SYO1,SYO1,WT,C,T06,R2,6179901,5882179.399
SYO1,SYO1,WT,C,T16,R2,5826101,6758080.325
SYO1,SYO1,WT,C,T30,R2,6793701,9451442.377
SYO1,SYO1,WT,P,T06,R2,3334701,6039396.634
SYO1,SYO1,WT,P,T16,R2,7748301,5729485.936
SYO1,SYO1,WT,P,T30,R2,1751301,2445438.577
SYO1,SYO1,WT,P,T00,R2,48692001,18073347.36
SYP1,SYP1,WT,C,T00,R2,178420001,66225387.89
SYP1,SYP1,WT,C,T06,R2,127800001,121643135.2
SYP1,SYP1,WT,C,T16,R2,137040001,158961771.3
SYP1,SYP1,WT,C,T30,R2,164140001,228352669.8
SYP1,SYP1,WT,P,T06,R2,46912001,84961194.71
SYP1,SYP1,WT,P,T16,R2,218140001,161303757.8
SYP1,SYP1,WT,P,T30,R2,97881001,136676662.6
SYP1,SYP1,WT,P,T00,R2,178420001,66225387.89
TAF1,TAF1,WT,C,T00,R2,286940001,106505508.1
TAF1,TAF1,WT,C,T06,R2,1,0.951824212
TAF1,TAF1,WT,C,T16,R2,1,1.159966215
TAF1,TAF1,WT,C,T30,R2,1,1.391206704
TAF1,TAF1,WT,P,T06,R2,429120001,777168894.5
TAF1,TAF1,WT,P,T16,R2,502240001,371381677.4
TAF1,TAF1,WT,P,T30,R2,1,1.396355382
TAF1,TAF1,WT,P,T00,R2,286940001,106505508.1
TAF10,TAF10,WT,C,T00,R2,29739001,11038431.04
TAF10,TAF10,WT,C,T06,R2,1,0.951824212
TAF10,TAF10,WT,C,T16,R2,1,1.159966215
TAF10,TAF10,WT,C,T30,R2,1,1.391206704
TAF10,TAF10,WT,P,T06,R2,1,1.811075906
TAF10,TAF10,WT,P,T16,R2,1,0.739450615
TAF10,TAF10,WT,P,T30,R2,1,1.396355382
TAF10,TAF10,WT,P,T00,R2,29739001,11038431.04
TAF12,TAF12,WT,C,T00,R2,95319001,35380213.98
TAF12,TAF12,WT,C,T06,R2,28015001,26665356.25
TAF12,TAF12,WT,C,T16,R2,27041001,31366647.58
TAF12,TAF12,WT,C,T30,R2,16073001,22360866.75
TAF12,TAF12,WT,P,T06,R2,6177901,11188647.65
TAF12,TAF12,WT,P,T16,R2,101480001,75039449.1
TAF12,TAF12,WT,P,T30,R2,24385001,34050127.39
TAF12,TAF12,WT,P,T00,R2,95319001,35380213.98
TAF14,TAF14,WT,C,T00,R2,168710001,62621259.92
TAF14,TAF14,WT,C,T06,R2,73166001,69641171.25
TAF14,TAF14,WT,C,T16,R2,82787001,96030124.2
TAF14,TAF14,WT,C,T30,R2,44330001,61672194.59
TAF14,TAF14,WT,P,T06,R2,37272001,67502422.97
TAF14,TAF14,WT,P,T16,R2,70099001,51834749.37
TAF14,TAF14,WT,P,T30,R2,50727001,70832920.87
TAF14,TAF14,WT,P,T00,R2,168710001,62621259.92
TAF2,TAF2,WT,C,T00,R2,81373001,30203780.54
TAF2,TAF2,WT,C,T06,R2,1,0.951824212
TAF2,TAF2,WT,C,T16,R2,141980001,164692004.4
TAF2,TAF2,WT,C,T30,R2,101340001,140984888.8
TAF2,TAF2,WT,P,T06,R2,52497001,95076053.64
TAF2,TAF2,WT,P,T16,R2,490670001,362826233.8
TAF2,TAF2,WT,P,T30,R2,1239701,1731063.164
TAF2,TAF2,WT,P,T00,R2,81373001,30203780.54
TAF5,TAF5,WT,C,T00,R2,89946001,33385880.35
TAF5,TAF5,WT,C,T06,R2,25978001,24726490.33
TAF5,TAF5,WT,C,T16,R2,10250001,11889654.86
TAF5,TAF5,WT,C,T30,R2,15633001,21748735.8
TAF5,TAF5,WT,P,T06,R2,15578001,28212942.27
TAF5,TAF5,WT,P,T16,R2,50040001,37002109.49
TAF5,TAF5,WT,P,T30,R2,42457001,59285061.86
TAF5,TAF5,WT,P,T00,R2,89946001,33385880.35
TAF6,TAF6,WT,C,T00,R2,71075001,26381400.54
TAF6,TAF6,WT,C,T06,R2,9520701,9062033.727
TAF6,TAF6,WT,C,T16,R2,12761001,14802330.03
TAF6,TAF6,WT,C,T30,R2,7988801,11114073.51
TAF6,TAF6,WT,P,T06,R2,1,1.811075906
TAF6,TAF6,WT,P,T16,R2,34735001,25684817.84
TAF6,TAF6,WT,P,T30,R2,1,1.396355382
TAF6,TAF6,WT,P,T00,R2,71075001,26381400.54
TAF9,TAF9,WT,C,T00,R2,18574001,6894240.634
TAF9,TAF9,WT,C,T06,R2,9965101,9485024.407
TAF9,TAF9,WT,C,T16,R2,1,1.159966215
TAF9,TAF9,WT,C,T30,R2,1,1.391206704
TAF9,TAF9,WT,P,T06,R2,4247201,7692003.399
TAF9,TAF9,WT,P,T16,R2,19551001,14456999.7
TAF9,TAF9,WT,P,T30,R2,5852901,8172729.813
TAF9,TAF9,WT,P,T00,R2,18574001,6894240.634
TAH1,TAH1,WT,C,T00,R2,27629001,10255247.72
TAH1,TAH1,WT,C,T06,R2,16650001,15847874.08
TAH1,TAH1,WT,C,T16,R2,1,1.159966215
TAH1,TAH1,WT,C,T30,R2,1,1.391206704
TAH1,TAH1,WT,P,T06,R2,12437001,22524352.85
TAH1,TAH1,WT,P,T16,R2,81888001,60552132.66
TAH1,TAH1,WT,P,T30,R2,18734001,26159323.13
TAH1,TAH1,WT,P,T00,R2,27629001,10255247.72
TAL1,TAL1,WT,C,T00,R2,5067400001,1880901966
TAL1,TAL1,WT,C,T06,R2,2647100001,2519573872
TAL1,TAL1,WT,C,T16,R2,2873500001,3333162920
TAL1,TAL1,WT,C,T30,R2,2979300001,4144822135
TAL1,TAL1,WT,P,T06,R2,1485300001,2689991045
TAL1,TAL1,WT,P,T16,R2,4489100001,3319467754
TAL1,TAL1,WT,P,T30,R2,2777100001,3877818533
TAL1,TAL1,WT,P,T00,R2,5067400001,1880901966
TAN1,TAN1,WT,C,T00,R2,122060001,45305856.22
TAN1,TAN1,WT,C,T06,R2,55413001,52743436.01
TAN1,TAN1,WT,C,T16,R2,44884001,52063924.75
TAN1,TAN1,WT,C,T30,R2,24064001,33477999.52
TAN1,TAN1,WT,P,T06,R2,8384201,15184424.42
TAN1,TAN1,WT,P,T16,R2,12249001,9057531.317
TAN1,TAN1,WT,P,T30,R2,10698001,14938211.27
TAN1,TAN1,WT,P,T00,R2,122060001,45305856.22
TBF1,TBF1,WT,C,T00,R2,7792401,2892359.466
TBF1,TBF1,WT,C,T06,R2,8139801,7747659.673
TBF1,TBF1,WT,C,T16,R2,11781001,13665563.14
TBF1,TBF1,WT,C,T30,R2,1,1.391206704
TBF1,TBF1,WT,P,T06,R2,3558601,6444896.53
TBF1,TBF1,WT,P,T16,R2,7249701,5360795.86
TBF1,TBF1,WT,P,T30,R2,1,1.396355382
TBF1,TBF1,WT,P,T00,R2,7792401,2892359.466
TCB1,TCB1,WT,C,T00,R2,168620001,62587853.99
TCB1,TCB1,WT,C,T06,R2,82719001,78733947.94
TCB1,TCB1,WT,C,T16,R2,254370001,295060607.3
TCB1,TCB1,WT,C,T30,R2,98491001,137021340.9
TCB1,TCB1,WT,P,T06,R2,66842001,121055937.5
TCB1,TCB1,WT,P,T16,R2,324140001,239685522.9
TCB1,TCB1,WT,P,T30,R2,306260001,427647800.7
TCB1,TCB1,WT,P,T00,R2,168620001,62587853.99
TCB2,TCB2,WT,C,T00,R2,126380001,46909340.55
TCB2,TCB2,WT,C,T06,R2,32500001,30934287.84
TCB2,TCB2,WT,C,T16,R2,274310001,318190333.6
TCB2,TCB2,WT,C,T30,R2,122540001,170478470.9
TCB2,TCB2,WT,P,T06,R2,13420001,24304640.47
TCB2,TCB2,WT,P,T16,R2,4521801,3343648.528
TCB2,TCB2,WT,P,T30,R2,1,1.396355382
TCB2,TCB2,WT,P,T00,R2,126380001,46909340.55
TCB3,TCB3,WT,C,T00,R2,584710001,217030862
TCB3,TCB3,WT,C,T06,R2,143990001,137053169.2
TCB3,TCB3,WT,C,T16,R2,246350001,285757678.2
TCB3,TCB3,WT,C,T30,R2,175820001,244601964.1
TCB3,TCB3,WT,P,T06,R2,130460001,236272964.5
TCB3,TCB3,WT,P,T16,R2,386900001,286093443.5
TCB3,TCB3,WT,P,T30,R2,234670001,327682718.9
TCB3,TCB3,WT,P,T00,R2,584710001,217030862
TCD1,TCD1,WT,C,T00,R2,30658001,11379542.63
TCD1,TCD1,WT,C,T06,R2,10885001,10360607.5
TCD1,TCD1,WT,C,T16,R2,3897901,4521433.469
TCD1,TCD1,WT,C,T30,R2,1,1.391206704
TCD1,TCD1,WT,P,T06,R2,5241301,9492393.957
TCD1,TCD1,WT,P,T16,R2,1,0.739450615
TCD1,TCD1,WT,P,T30,R2,2415901,3373456.364
TCD1,TCD1,WT,P,T00,R2,30658001,11379542.63
TCP1,TCPA,WT,C,T00,R2,637950001,236792321.7
TCP1,TCPA,WT,C,T06,R2,240910001,229303971.9
TCP1,TCPA,WT,C,T16,R2,240900001,279435862.3
TCP1,TCPA,WT,C,T30,R2,181650001,252712699.2
TCP1,TCPA,WT,P,T06,R2,137090001,248280397.7
TCP1,TCPA,WT,P,T16,R2,274910001,203282369.2
TCP1,TCPA,WT,P,T30,R2,104500001,145919138.8
TCP1,TCPA,WT,P,T00,R2,637950001,236792321.7
TDA1,TDA1,WT,C,T00,R2,49197001,18260791.7
TDA1,TDA1,WT,C,T06,R2,48564001,46224391.98
TDA1,TDA1,WT,C,T16,R2,20094001,23308362.28
TDA1,TDA1,WT,C,T30,R2,18988001,26416234.29
TDA1,TDA1,WT,P,T06,R2,37553001,68011335.3
TDA1,TDA1,WT,P,T16,R2,30548001,22588738.11
TDA1,TDA1,WT,P,T30,R2,10954001,15295678.25
TDA1,TDA1,WT,P,T00,R2,49197001,18260791.7
TDA10,TDA10,WT,C,T00,R2,97476001,36180842.62
TDA10,TDA10,WT,C,T06,R2,99536001,94740775.72
TDA10,TDA10,WT,C,T16,R2,167810001,194653931.7
TDA10,TDA10,WT,C,T30,R2,75025001,104375284.4
TDA10,TDA10,WT,P,T06,R2,19417001,35165662.68
TDA10,TDA10,WT,P,T16,R2,152310001,112625723.8
TDA10,TDA10,WT,P,T30,R2,66890001,93402212.91
TDA10,TDA10,WT,P,T00,R2,97476001,36180842.62
TDA3,TDA3,WT,C,T00,R2,35715001,13256584.36
TDA3,TDA3,WT,C,T06,R2,21812001,20761190.66
TDA3,TDA3,WT,C,T16,R2,1,1.159966215
TDA3,TDA3,WT,C,T30,R2,1,1.391206704
TDA3,TDA3,WT,P,T06,R2,7993401,14476655.96
TDA3,TDA3,WT,P,T16,R2,55190001,40810280.16
TDA3,TDA3,WT,P,T30,R2,30411001,42464564.92
TDA3,TDA3,WT,P,T00,R2,35715001,13256584.36
TDH1,G3P1,WT,C,T00,R2,1754100001,651081450
TDH1,G3P1,WT,C,T06,R2,1159600001,1103735357
TDH1,G3P1,WT,C,T16,R2,2284900001,2650406806
TDH1,G3P1,WT,C,T30,R2,2506500001,3487059605
TDH1,G3P1,WT,P,T06,R2,3892600001,7049794073
TDH1,G3P1,WT,P,T16,R2,32230000001,23832493308
TDH1,G3P1,WT,P,T30,R2,22675000001,31662358292
TDH1,G3P1,WT,P,T00,R2,1754100001,651081450
TDH2,G3P2,WT,C,T00,R2,1125300001,417685397.6
TDH2,G3P2,WT,C,T06,R2,378800001,360551012.5
TDH2,G3P2,WT,C,T16,R2,277200001,321542635.9
TDH2,G3P2,WT,C,T30,R2,226010001,314426628.6
TDH2,G3P2,WT,P,T06,R2,452920001,820272501.1
TDH2,G3P2,WT,P,T16,R2,3409200001,2520935036
TDH2,G3P2,WT,P,T30,R2,2515200001,3512113059
TDH2,G3P2,WT,P,T00,R2,1125300001,417685397.6
TDH3,G3P3,WT,C,T00,R2,84048000001,31196678457
TDH3,G3P3,WT,C,T06,R2,43018000001,40945573952
TDH3,G3P3,WT,C,T16,R2,43494000001,50451570553
TDH3,G3P3,WT,C,T30,R2,30341000001,42210602612
TDH3,G3P3,WT,P,T06,R2,32920000001,59620618823
TDH3,G3P3,WT,P,T16,R2,69419000001,51331922212
TDH3,G3P3,WT,P,T30,R2,68714000001,95949163731
TDH3,G3P3,WT,P,T00,R2,84048000001,31196678457
TED1,TED1,WT,C,T00,R2,93528001,34715436.11
TED1,TED1,WT,C,T06,R2,26534001,25255704.59
TED1,TED1,WT,C,T16,R2,20070001,23280523.09
TED1,TED1,WT,C,T30,R2,52662001,73263728.85
TED1,TED1,WT,P,T06,R2,9364201,16959278.81
TED1,TED1,WT,P,T16,R2,18222001,13474269.84
TED1,TED1,WT,P,T30,R2,14308001,19979054.2
TED1,TED1,WT,P,T00,R2,93528001,34715436.11
TEF1,EF1A,WT,C,T00,R2,93382000001,34661243904
TEF1,EF1A,WT,C,T06,R2,34875000001,33194869394
TEF1,EF1A,WT,C,T16,R2,30493000001,35370849793
TEF1,EF1A,WT,C,T30,R2,29683000001,41295188601
TEF1,EF1A,WT,P,T06,R2,19307000001,34966442517
TEF1,EF1A,WT,P,T16,R2,31713000001,23450197340
TEF1,EF1A,WT,P,T30,R2,19904000001,27793057528
TEF1,EF1A,WT,P,T00,R2,93382000001,34661243904
TEF4,EF1G2,WT,C,T00,R2,8279300001,3073085142
TEF4,EF1G2,WT,C,T06,R2,2664700001,2536325979
TEF4,EF1G2,WT,C,T16,R2,2727200001,3163459863
TEF4,EF1G2,WT,C,T30,R2,1412500001,1965079471
TEF4,EF1G2,WT,P,T06,R2,1650500001,2989180784
TEF4,EF1G2,WT,P,T16,R2,3011500001,2226855526
TEF4,EF1G2,WT,P,T30,R2,1981200001,2766459285
TEF4,EF1G2,WT,P,T00,R2,8279300001,3073085142
TES1,PTE1,WT,C,T00,R2,8324301,3089788.474
TES1,PTE1,WT,C,T06,R2,9868301,9392887.823
TES1,PTE1,WT,C,T16,R2,9344001,10838725.47
TES1,PTE1,WT,C,T30,R2,1,1.391206704
TES1,PTE1,WT,P,T06,R2,6811701,12336507.56
TES1,PTE1,WT,P,T16,R2,31591001,23359985.1
TES1,PTE1,WT,P,T30,R2,6705401,9363122.776
TES1,PTE1,WT,P,T00,R2,8324301,3089788.474
TFA2,T2EB,WT,C,T00,R2,22037001,8179626.337
TFA2,T2EB,WT,C,T06,R2,43065001,40990310.64
TFA2,T2EB,WT,C,T16,R2,39783001,46146937.09
TFA2,T2EB,WT,C,T30,R2,38250001,53213657.83
TFA2,T2EB,WT,P,T06,R2,28081001,50856824.32
TFA2,T2EB,WT,P,T16,R2,45216001,33434999.73
TFA2,T2EB,WT,P,T30,R2,21733001,30346992.92
TFA2,T2EB,WT,P,T00,R2,22037001,8179626.337
TFG1,T2FA,WT,C,T00,R2,132510001,49184655.12
TFG1,T2FA,WT,C,T06,R2,38287001,36442494.56
TFG1,T2FA,WT,C,T16,R2,22461001,26054002.31
TFG1,T2FA,WT,C,T30,R2,28620001,39816337.26
TFG1,T2FA,WT,P,T06,R2,13622001,24670477.8
TFG1,T2FA,WT,P,T16,R2,48476001,35845608.73
TFG1,T2FA,WT,P,T30,R2,17051001,23809257.02
TFG1,T2FA,WT,P,T00,R2,132510001,49184655.12
TFS1,CPYI,WT,C,T00,R2,33607001,12474143.4
TFS1,CPYI,WT,C,T06,R2,146600001,139537430.4
TFS1,CPYI,WT,C,T16,R2,184650001,214187762.7
TFS1,CPYI,WT,C,T30,R2,331360001,460990254.9
TFS1,CPYI,WT,P,T06,R2,136050001,246396878.8
TFS1,CPYI,WT,P,T16,R2,423510001,313164730.5
TFS1,CPYI,WT,P,T30,R2,318490001,444725227.1
TFS1,CPYI,WT,P,T00,R2,33607001,12474143.4
TGL1,TGL1,WT,C,T00,R2,1,0.371176928
TGL1,TGL1,WT,C,T06,R2,1,0.951824212
TGL1,TGL1,WT,C,T16,R2,28759001,33359469.54
TGL1,TGL1,WT,C,T30,R2,13881001,19311341.65
TGL1,TGL1,WT,P,T06,R2,5726501,10371127.99
TGL1,TGL1,WT,P,T16,R2,23056001,17048774.11
TGL1,TGL1,WT,P,T30,R2,22347001,31204355.12
TGL1,TGL1,WT,P,T00,R2,1,0.371176928
THI80,THI80,WT,C,T00,R2,14795001,5491563.023
THI80,THI80,WT,C,T06,R2,13213001,12576454.26
THI80,THI80,WT,C,T16,R2,3392601,3935302.541
THI80,THI80,WT,C,T30,R2,2956501,4113104.012
THI80,THI80,WT,P,T06,R2,13383001,24237630.66
THI80,THI80,WT,P,T16,R2,14674001,10850699.06
THI80,THI80,WT,P,T30,R2,2947201,4115339.979
THI80,THI80,WT,P,T00,R2,14795001,5491563.023
THO1,THO1,WT,C,T00,R2,269350001,99976505.97
THO1,THO1,WT,C,T06,R2,150610001,143354245.5
THO1,THO1,WT,C,T16,R2,121190001,140576306.7
THO1,THO1,WT,C,T30,R2,94551001,131539986.5
THO1,THO1,WT,P,T06,R2,72267001,130881024.3
THO1,THO1,WT,P,T16,R2,97158001,71843543.55
THO1,THO1,WT,P,T30,R2,120850001,168749549.3
THO1,THO1,WT,P,T00,R2,269350001,99976505.97
THO2,THO2,WT,C,T00,R2,25203001,9354772.491
THO2,THO2,WT,C,T06,R2,8556001,8143808.91
THO2,THO2,WT,C,T16,R2,5513701,6395706.879
THO2,THO2,WT,C,T30,R2,2383401,3315803.45
THO2,THO2,WT,P,T06,R2,993231,1798816.733
THO2,THO2,WT,P,T16,R2,4431301,3276728.248
THO2,THO2,WT,P,T30,R2,4999701,6981359.401
THO2,THO2,WT,P,T00,R2,25203001,9354772.491
THR1,KHSE,WT,C,T00,R2,932630001,346170738.9
THR1,KHSE,WT,C,T06,R2,356530001,339353887.3
THR1,KHSE,WT,C,T16,R2,277450001,321832627.5
THR1,KHSE,WT,C,T30,R2,223650001,311143380.8
