Gene names,ORF,genotype,nutrient,samplingTime,replicate,intensity,normalized_intensity
EFM5,EFM5,WT,P,T30,R3,59881001,115974222.1
EFM5,EFM5,spike-in,P,T00,R1,83560001,33449987
EFM5,EFM5,rim15KO,P,T00,R1,56266001,25639057.19
EFM5,EFM5,WT,P,T00,R1,129910001,46604871.7
EFM5,EFM5,spike-in,P,T00,R3,209570001,54957233.19
EFM5,EFM5,rim15KO,P,T00,R3,191540001,58565343.53
EFM5,EFM5,WT,P,T00,R3,300260001,66791189.46
EFR3,EFR3,spike-in,C,T00,R1,24959001,9991362.482
EFR3,EFR3,rim15KO,C,T00,R1,34197001,15582747.11
EFR3,EFR3,WT,C,T00,R1,31575001,11327448.69
EFR3,EFR3,spike-in,C,T00,R3,28810001,7555079.141
EFR3,EFR3,rim15KO,C,T00,R3,44863001,13717328.24
EFR3,EFR3,WT,C,T00,R3,49528001,11017232.02
EFR3,EFR3,spike-in,C,T06,R1,1,0.910064542
EFR3,EFR3,rim15KO,C,T06,R1,1,1.104805281
EFR3,EFR3,WT,C,T06,R1,1,1.354993657
EFR3,EFR3,spike-in,C,T06,R3,17904001,11134709.86
EFR3,EFR3,rim15KO,C,T06,R3,15668001,13894613.57
EFR3,EFR3,WT,C,T06,R3,13622001,11266888.89
EFR3,EFR3,spike-in,C,T16,R1,7659801,6489516.409
EFR3,EFR3,rim15KO,C,T16,R1,7276501,11654350.57
EFR3,EFR3,WT,C,T16,R1,4839401,10409095.86
EFR3,EFR3,spike-in,C,T16,R3,36773001,23481294.31
EFR3,EFR3,rim15KO,C,T16,R3,22345001,29119748.38
EFR3,EFR3,WT,C,T16,R3,20267001,26605231.71
EFR3,EFR3,spike-in,C,T30,R1,18772001,17089894.69
EFR3,EFR3,rim15KO,C,T30,R1,10090001,17578447.62
EFR3,EFR3,WT,C,T30,R1,6824201,17448285.58
EFR3,EFR3,spike-in,C,T30,R3,15467001,12956251.84
EFR3,EFR3,rim15KO,C,T30,R3,11896001,23778392.74
EFR3,EFR3,WT,C,T30,R3,7962201,13747497.59
EFR3,EFR3,spike-in,P,T06,R1,18299001,14789059.43
EFR3,EFR3,rim15KO,P,T06,R1,6969701,5871730.177
EFR3,EFR3,WT,P,T06,R1,4701401,4758147.682
EFR3,EFR3,spike-in,P,T06,R3,14861001,14312567.91
EFR3,EFR3,rim15KO,P,T06,R3,5579401,6196647.72
EFR3,EFR3,WT,P,T06,R3,10965001,11187222.04
EFR3,EFR3,spike-in,P,T16,R1,8347201,5831003.728
EFR3,EFR3,rim15KO,P,T16,R1,1,1.32951888
EFR3,EFR3,WT,P,T16,R1,1,1.59719397
EFR3,EFR3,spike-in,P,T16,R3,1,0.584193758
EFR3,EFR3,rim15KO,P,T16,R3,1,1.342869817
EFR3,EFR3,WT,P,T16,R3,1,1.16826468
EFR3,EFR3,spike-in,P,T30,R1,6402701,4061345.275
EFR3,EFR3,rim15KO,P,T30,R1,1,1.471537235
EFR3,EFR3,WT,P,T30,R1,1,2.004207015
EFR3,EFR3,spike-in,P,T30,R3,6982001,5074426.782
EFR3,EFR3,rim15KO,P,T30,R3,1,2.345834103
EFR3,EFR3,WT,P,T30,R3,1,1.93674488
EFR3,EFR3,spike-in,P,T00,R1,24959001,9991362.482
EFR3,EFR3,rim15KO,P,T00,R1,34197001,15582747.11
EFR3,EFR3,WT,P,T00,R1,31575001,11327448.69
EFR3,EFR3,spike-in,P,T00,R3,28810001,7555079.141
EFR3,EFR3,rim15KO,P,T00,R3,44863001,13717328.24
EFR3,EFR3,WT,P,T00,R3,49528001,11017232.02
EFT1,EF2,spike-in,C,T00,R1,38657000001,15474822068
EFT1,EF2,rim15KO,C,T00,R1,38387000001,17492028418
EFT1,EF2,WT,C,T00,R1,42197000001,15138062937
EFT1,EF2,spike-in,C,T00,R3,59797000001,15681050042
EFT1,EF2,rim15KO,C,T00,R3,54860000001,16774014459
EFT1,EF2,WT,C,T00,R3,69089000001,15368468904
EFT1,EF2,spike-in,C,T06,R1,19393000001,17648881655
EFT1,EF2,rim15KO,C,T06,R1,13320000001,14716006341
EFT1,EF2,WT,C,T06,R1,11328000001,15349368146
EFT1,EF2,spike-in,C,T06,R3,28092000001,17470746867
EFT1,EF2,rim15KO,C,T06,R3,17492000001,15512162688
EFT1,EF2,WT,C,T06,R3,19859000001,16425571132
EFT1,EF2,spike-in,C,T16,R1,22674000001,19209806503
EFT1,EF2,rim15KO,C,T16,R1,9252400001,14819033658
EFT1,EF2,WT,C,T16,R1,9186100001,19758436106
EFT1,EF2,spike-in,C,T16,R3,30633000001,19560614288
EFT1,EF2,rim15KO,C,T16,R3,12100000001,15768580873
EFT1,EF2,WT,C,T16,R3,14837000001,19477071270
EFT1,EF2,spike-in,C,T30,R1,21291000001,19383173268
EFT1,EF2,rim15KO,C,T30,R1,8284400001,14432792572
EFT1,EF2,WT,C,T30,R1,7826000001,20009710001
EFT1,EF2,spike-in,C,T30,R3,21923000001,18364252328
EFT1,EF2,rim15KO,C,T30,R3,7565700001,15122744691
EFT1,EF2,WT,C,T30,R3,9536700001,16466019920
EFT1,EF2,spike-in,P,T06,R1,21912000001,17709047083
EFT1,EF2,rim15KO,P,T06,R1,16282000001,13717017523
EFT1,EF2,WT,P,T06,R1,13650000001,13814757743
EFT1,EF2,spike-in,P,T06,R3,19443000001,18725471980
EFT1,EF2,rim15KO,P,T06,R3,13558000001,15057915677
EFT1,EF2,WT,P,T06,R3,13980000001,14263324199
EFT1,EF2,spike-in,P,T16,R1,25252000001,17639985685
EFT1,EF2,rim15KO,P,T16,R1,8975000001,11932431951
EFT1,EF2,WT,P,T16,R1,7204900001,11507622835
EFT1,EF2,spike-in,P,T16,R3,30817000001,18003099048
EFT1,EF2,rim15KO,P,T16,R3,9611600001,12907127534
EFT1,EF2,WT,P,T16,R3,10998000001,12848574948
EFT1,EF2,spike-in,P,T30,R1,28311000001,17958162669
EFT1,EF2,rim15KO,P,T30,R1,7995600001,11765823120
EFT1,EF2,WT,P,T30,R1,4902200001,9825023632
EFT1,EF2,spike-in,P,T30,R3,24212000001,17596964145
EFT1,EF2,rim15KO,P,T30,R3,4623900001,10846902313
EFT1,EF2,WT,P,T30,R3,6209900001,12026992030
EFT1,EF2,spike-in,P,T00,R1,38657000001,15474822068
EFT1,EF2,rim15KO,P,T00,R1,38387000001,17492028418
EFT1,EF2,WT,P,T00,R1,42197000001,15138062937
EFT1,EF2,spike-in,P,T00,R3,59797000001,15681050042
EFT1,EF2,rim15KO,P,T00,R3,54860000001,16774014459
EFT1,EF2,WT,P,T00,R3,69089000001,15368468904
EGD1,NACB1,spike-in,C,T00,R1,133420001,53409493.13
EGD1,NACB1,rim15KO,C,T00,R1,113130001,51550608.08
EGD1,NACB1,WT,C,T00,R1,169740001,60893779.61
EGD1,NACB1,spike-in,C,T00,R3,297110001,77913554.08
EGD1,NACB1,rim15KO,C,T00,R3,229520001,70178122.77
EGD1,NACB1,WT,C,T00,R3,298950001,66499787.15
EGD1,NACB1,spike-in,C,T06,R1,56773001,51667095.13
EGD1,NACB1,rim15KO,C,T06,R1,37470001,41397054.98
EGD1,NACB1,WT,C,T06,R1,36584001,49571089.3
EGD1,NACB1,spike-in,C,T06,R3,151330001,94113916.44
EGD1,NACB1,rim15KO,C,T06,R3,76786001,68094954.24
EGD1,NACB1,WT,C,T06,R3,89169001,73752543.87
EGD1,NACB1,spike-in,C,T16,R1,106120001,89906707.47
EGD1,NACB1,rim15KO,C,T16,R1,42139001,67491599.38
EGD1,NACB1,WT,C,T16,R1,48857001,105086808.6
EGD1,NACB1,spike-in,C,T16,R3,104730001,66875041.75
EGD1,NACB1,rim15KO,C,T16,R3,44129001,57508406.7
EGD1,NACB1,WT,C,T16,R3,55754001,73190311.45
EGD1,NACB1,spike-in,C,T30,R1,82504001,75111049.11
EGD1,NACB1,rim15KO,C,T30,R1,30438001,53028023.11
EGD1,NACB1,WT,C,T30,R1,41446001,105970158.5
EGD1,NACB1,spike-in,C,T30,R3,83045001,69564354.92
EGD1,NACB1,rim15KO,C,T30,R3,26042001,52054209.43
EGD1,NACB1,WT,C,T30,R3,44601001,77007871.79
EGD1,NACB1,spike-in,P,T06,R1,84082001,67954185.58
EGD1,NACB1,rim15KO,P,T06,R1,71066001,59870628.97
EGD1,NACB1,WT,P,T06,R1,54197001,54851167.7
EGD1,NACB1,spike-in,P,T06,R3,130620001,125799576.6
EGD1,NACB1,rim15KO,P,T06,R3,98923001,109866809.8
EGD1,NACB1,WT,P,T06,R3,104070001,106179124.7
EGD1,NACB1,spike-in,P,T16,R1,114180001,79761348.92
EGD1,NACB1,rim15KO,P,T16,R1,44721001,59457415.17
EGD1,NACB1,WT,P,T16,R1,39414001,62951804.73
EGD1,NACB1,spike-in,P,T16,R3,176400001,103051779.5
EGD1,NACB1,rim15KO,P,T16,R3,67247001,90303967.92
EGD1,NACB1,WT,P,T16,R3,83866001,97977686.8
EGD1,NACB1,spike-in,P,T30,R1,192030001,121807989.7
EGD1,NACB1,rim15KO,P,T30,R1,18710001,27532463.14
EGD1,NACB1,WT,P,T30,R1,54998001,110227379.4
EGD1,NACB1,spike-in,P,T30,R3,190000001,138089509.5
EGD1,NACB1,rim15KO,P,T30,R3,13357001,31333308.46
EGD1,NACB1,WT,P,T30,R3,60529001,117229232.8
EGD1,NACB1,spike-in,P,T00,R1,133420001,53409493.13
EGD1,NACB1,rim15KO,P,T00,R1,113130001,51550608.08
EGD1,NACB1,WT,P,T00,R1,169740001,60893779.61
EGD1,NACB1,spike-in,P,T00,R3,297110001,77913554.08
EGD1,NACB1,rim15KO,P,T00,R3,229520001,70178122.77
EGD1,NACB1,WT,P,T00,R3,298950001,66499787.15
EGD2,NACA,spike-in,C,T00,R1,2889500001,1156698616
EGD2,NACA,rim15KO,C,T00,R1,2860300001,1303369602
EGD2,NACA,WT,C,T00,R1,3289400001,1180063612
EGD2,NACA,spike-in,C,T00,R3,5385100001,1412178246
EGD2,NACA,rim15KO,C,T00,R3,4618800001,1412246044
EGD2,NACA,WT,C,T00,R3,5391400001,1199287343
EGD2,NACA,spike-in,C,T06,R1,1405700001,1279277727
EGD2,NACA,rim15KO,C,T06,R1,1132100001,1250750059
EGD2,NACA,WT,C,T06,R1,1136700001,1540221291
EGD2,NACA,spike-in,C,T06,R3,2350800001,1461990309
EGD2,NACA,rim15KO,C,T06,R3,1729200001,1533479976
EGD2,NACA,WT,C,T06,R3,1801500001,1490038089
EGD2,NACA,spike-in,C,T16,R1,1920400001,1626996226
EGD2,NACA,rim15KO,C,T16,R1,993110001,1590606819
EGD2,NACA,WT,C,T16,R1,779270001,1676136393
EGD2,NACA,spike-in,C,T16,R3,2492100001,1591323308
EGD2,NACA,rim15KO,C,T16,R3,1357200001,1768687436
EGD2,NACA,WT,C,T16,R3,1338500001,1757097790
EGD2,NACA,spike-in,C,T30,R1,1702600001,1550034795
EGD2,NACA,rim15KO,C,T30,R1,850690001,1482042432
EGD2,NACA,WT,C,T30,R1,673120001,1721049836
EGD2,NACA,spike-in,C,T30,R3,1538100001,1288421134
EGD2,NACA,rim15KO,C,T30,R3,791890001,1582874064
EGD2,NACA,WT,C,T30,R3,943280001,1628662670
EGD2,NACA,spike-in,P,T06,R1,1965900001,1588819627
EGD2,NACA,rim15KO,P,T06,R1,1213000001,1021910224
EGD2,NACA,WT,P,T06,R1,1254900001,1270046850
EGD2,NACA,spike-in,P,T06,R3,1417500001,1365188322
EGD2,NACA,rim15KO,P,T06,R3,1150500001,1277779319
EGD2,NACA,WT,P,T06,R3,1019500001,1040161590
EGD2,NACA,spike-in,P,T16,R1,2107400001,1472141052
EGD2,NACA,rim15KO,P,T16,R1,719720001,956881329.8
EGD2,NACA,WT,P,T16,R1,765000001,1221853389
EGD2,NACA,spike-in,P,T16,R3,2299200001,1343178289
EGD2,NACA,rim15KO,P,T16,R3,825330001,1108310747
EGD2,NACA,WT,P,T16,R3,1049200001,1225743303
EGD2,NACA,spike-in,P,T30,R1,2287400001,1450937844
EGD2,NACA,rim15KO,P,T30,R1,716900001,1054945045
EGD2,NACA,WT,P,T30,R1,771040001,1545323779
EGD2,NACA,spike-in,P,T30,R3,1871300001,1360036305
EGD2,NACA,rim15KO,P,T30,R3,568820001,1334357357
EGD2,NACA,WT,P,T30,R3,660250001,1278735809
EGD2,NACA,spike-in,P,T00,R1,2889500001,1156698616
EGD2,NACA,rim15KO,P,T00,R1,2860300001,1303369602
EGD2,NACA,WT,P,T00,R1,3289400001,1180063612
EGD2,NACA,spike-in,P,T00,R3,5385100001,1412178246
EGD2,NACA,rim15KO,P,T00,R3,4618800001,1412246044
EGD2,NACA,WT,P,T00,R3,5391400001,1199287343
EHD3,HIBCH,spike-in,C,T00,R1,38332001,15344721.4
EHD3,HIBCH,rim15KO,C,T00,R1,60299001,27476797.85
EHD3,HIBCH,WT,C,T00,R1,60227001,21606278.45
EHD3,HIBCH,spike-in,C,T00,R3,33913001,8893280.027
EHD3,HIBCH,rim15KO,C,T00,R3,26772001,8185817.205
EHD3,HIBCH,WT,C,T00,R3,32738001,7282388.663
EHD3,HIBCH,spike-in,C,T06,R1,14640001,13323345.8
EHD3,HIBCH,rim15KO,C,T06,R1,27233001,30087163.32
EHD3,HIBCH,WT,C,T06,R1,11870001,16083776.06
EHD3,HIBCH,spike-in,C,T06,R3,12116001,7535084.241
EHD3,HIBCH,rim15KO,C,T06,R3,7140301,6332123.871
EHD3,HIBCH,WT,C,T06,R3,1,0.82710968
EHD3,HIBCH,spike-in,C,T16,R1,1,0.847217364
EHD3,HIBCH,rim15KO,C,T16,R1,8659201,13868941.15
EHD3,HIBCH,WT,C,T16,R1,1,2.150905836
EHD3,HIBCH,spike-in,C,T16,R3,14008001,8944768.86
EHD3,HIBCH,rim15KO,C,T16,R3,7043401,9178879.197
EHD3,HIBCH,WT,C,T16,R3,15415001,20235834.27
EHD3,HIBCH,spike-in,C,T30,R1,18630001,16960618.92
EHD3,HIBCH,rim15KO,C,T30,R1,24281001,42301512.58
EHD3,HIBCH,WT,C,T30,R1,16411001,41960052.49
EHD3,HIBCH,spike-in,C,T30,R3,29713001,24889707.05
EHD3,HIBCH,rim15KO,C,T30,R3,1,1.99885598
EHD3,HIBCH,WT,C,T30,R3,7001101,12088067
EHD3,HIBCH,spike-in,P,T06,R1,1,0.808189443
EHD3,HIBCH,rim15KO,P,T06,R1,26154001,22033834.29
EHD3,HIBCH,WT,P,T06,R1,1,1.012070164
EHD3,HIBCH,spike-in,P,T06,R3,8950801,8620479.006
EHD3,HIBCH,rim15KO,P,T06,R3,6235201,6924998.59
EHD3,HIBCH,WT,P,T06,R3,16013001,16337526.8
EHD3,HIBCH,spike-in,P,T16,R1,25795001,18019303.36
EHD3,HIBCH,rim15KO,P,T16,R1,7197901,9569745.277
EHD3,HIBCH,WT,P,T16,R1,6401201,10223959.64
EHD3,HIBCH,spike-in,P,T16,R3,30281001,17689971.78
EHD3,HIBCH,rim15KO,P,T16,R3,7210601,9682898.445
EHD3,HIBCH,WT,P,T16,R3,1,1.16826468
EHD3,HIBCH,spike-in,P,T30,R1,51566001,32709216.7
EHD3,HIBCH,rim15KO,P,T30,R1,9893101,14558066.49
EHD3,HIBCH,WT,P,T30,R1,1,2.004207015
EHD3,HIBCH,spike-in,P,T30,R3,15591001,11331335.11
EHD3,HIBCH,rim15KO,P,T30,R3,7067401,16578950.29
EHD3,HIBCH,WT,P,T30,R3,8145301,15775370
EHD3,HIBCH,spike-in,P,T00,R1,38332001,15344721.4
EHD3,HIBCH,rim15KO,P,T00,R1,60299001,27476797.85
EHD3,HIBCH,WT,P,T00,R1,60227001,21606278.45
EHD3,HIBCH,spike-in,P,T00,R3,33913001,8893280.027
EHD3,HIBCH,rim15KO,P,T00,R3,26772001,8185817.205
EHD3,HIBCH,WT,P,T00,R3,32738001,7282388.663
EHT1,MCFS2,spike-in,C,T00,R1,533720001,213653983.7
EHT1,MCFS2,rim15KO,C,T00,R1,546260001,248917484.1
EHT1,MCFS2,WT,C,T00,R1,623150001,223553426.4
EHT1,MCFS2,spike-in,C,T00,R3,912750001,239357801.3
EHT1,MCFS2,rim15KO,C,T00,R3,715100001,218649248.2
EHT1,MCFS2,WT,C,T00,R3,1043000001,232009626.5
EHT1,MCFS2,spike-in,C,T06,R1,315940001,287525792.2
EHT1,MCFS2,rim15KO,C,T06,R1,194470001,214851484.1
EHT1,MCFS2,WT,C,T06,R1,119900001,162463740.8
EHT1,MCFS2,spike-in,C,T06,R3,377700001,234896095.3
EHT1,MCFS2,rim15KO,C,T06,R3,226490001,200854661.7
EHT1,MCFS2,WT,C,T06,R3,232030001,191914259.8
EHT1,MCFS2,spike-in,C,T16,R1,194920001,165139609.4
EHT1,MCFS2,rim15KO,C,T16,R1,144060001,230732567.1
EHT1,MCFS2,WT,C,T16,R1,19032001,40936042.03
EHT1,MCFS2,spike-in,C,T16,R3,252430001,161188453.1
EHT1,MCFS2,rim15KO,C,T16,R3,95223001,124093520
EHT1,MCFS2,WT,C,T16,R3,36517001,47937199.64
EHT1,MCFS2,spike-in,C,T30,R1,245020001,223064446.6
EHT1,MCFS2,rim15KO,C,T30,R1,42863001,74674424.5
EHT1,MCFS2,WT,C,T30,R1,16299001,41673688.13
EHT1,MCFS2,spike-in,C,T30,R3,155460001,130224270.6
EHT1,MCFS2,rim15KO,C,T30,R3,22006001,43986826.7
EHT1,MCFS2,WT,C,T30,R3,18949001,32717253.13
EHT1,MCFS2,spike-in,P,T06,R1,266710001,215552207.2
EHT1,MCFS2,rim15KO,P,T06,R1,335000001,282225825.1
EHT1,MCFS2,WT,P,T06,R1,187550001,189813760.3
EHT1,MCFS2,spike-in,P,T06,R3,173900001,167482363.6
EHT1,MCFS2,rim15KO,P,T06,R3,229930001,255367057.6
EHT1,MCFS2,WT,P,T06,R3,153310001,156417042
EHT1,MCFS2,spike-in,P,T16,R1,211810001,147961562.9
EHT1,MCFS2,rim15KO,P,T16,R1,127680001,169752972
EHT1,MCFS2,WT,P,T16,R1,49698001,79377347.51
EHT1,MCFS2,spike-in,P,T16,R3,272520001,159204483.6
EHT1,MCFS2,rim15KO,P,T16,R3,93881001,126069962.6
EHT1,MCFS2,WT,P,T16,R3,133400001,155846509.4
EHT1,MCFS2,spike-in,P,T30,R1,283990001,180139826.7
EHT1,MCFS2,rim15KO,P,T30,R1,106160001,156218394.4
EHT1,MCFS2,WT,P,T30,R1,62854001,125972429.7
EHT1,MCFS2,spike-in,P,T30,R3,168370001,122369109.1
EHT1,MCFS2,rim15KO,P,T30,R3,39498001,92655757.76
EHT1,MCFS2,WT,P,T30,R3,39025001,75581470.86
EHT1,MCFS2,spike-in,P,T00,R1,533720001,213653983.7
EHT1,MCFS2,rim15KO,P,T00,R1,546260001,248917484.1
EHT1,MCFS2,WT,P,T00,R1,623150001,223553426.4
EHT1,MCFS2,spike-in,P,T00,R3,912750001,239357801.3
EHT1,MCFS2,rim15KO,P,T00,R3,715100001,218649248.2
EHT1,MCFS2,WT,P,T00,R3,1043000001,232009626.5
EIS1,EIS1,spike-in,C,T00,R1,172310001,68977587.66
EIS1,EIS1,rim15KO,C,T00,R1,86353001,39348976.15
EIS1,EIS1,WT,C,T00,R1,150290001,53916143.18
EIS1,EIS1,spike-in,C,T00,R3,214610001,56278913.08
EIS1,EIS1,rim15KO,C,T00,R3,75019001,22937838.27
EIS1,EIS1,WT,C,T00,R3,202540001,45053911.73
EIS1,EIS1,spike-in,C,T06,R1,61090001,55595843.75
EIS1,EIS1,rim15KO,C,T06,R1,120090001,132676067.3
EIS1,EIS1,WT,C,T06,R1,108500001,147016813.1
EIS1,EIS1,spike-in,C,T06,R3,124900001,77676787.02
EIS1,EIS1,rim15KO,C,T06,R3,82810001,73437125.98
EIS1,EIS1,WT,C,T06,R3,168600001,139450692.8
EIS1,EIS1,spike-in,C,T16,R1,107210001,90830174.4
EIS1,EIS1,rim15KO,C,T16,R1,133270001,213450848.5
EIS1,EIS1,WT,C,T16,R1,102230001,219887105.8
EIS1,EIS1,spike-in,C,T16,R3,75716001,48348235.27
EIS1,EIS1,rim15KO,C,T16,R3,91611001,119386403.1
EIS1,EIS1,WT,C,T16,R3,102000001,133899123.1
EIS1,EIS1,spike-in,C,T30,R1,96392001,87754584.42
EIS1,EIS1,rim15KO,C,T30,R1,211270001,368067222.8
EIS1,EIS1,WT,C,T30,R1,92914001,237564811.5
EIS1,EIS1,spike-in,C,T30,R3,95910001,80340987.05
EIS1,EIS1,rim15KO,C,T30,R3,108180001,216236241.9
EIS1,EIS1,WT,C,T30,R3,176650001,305003034.1
EIS1,EIS1,spike-in,P,T06,R1,95534001,77209571.09
EIS1,EIS1,rim15KO,P,T06,R1,156020001,131441413.1
EIS1,EIS1,WT,P,T06,R1,150560001,152377284.9
EIS1,EIS1,spike-in,P,T06,R3,96498001,92936821.16
EIS1,EIS1,rim15KO,P,T06,R3,75404001,83745913.02
EIS1,EIS1,WT,P,T06,R3,142770001,145663434.2
EIS1,EIS1,spike-in,P,T16,R1,122530001,85594307.92
EIS1,EIS1,rim15KO,P,T16,R1,86366001,114825228.9
EIS1,EIS1,WT,P,T16,R1,157190001,251062921.7
EIS1,EIS1,spike-in,P,T16,R3,163780001,95679254.31
EIS1,EIS1,rim15KO,P,T16,R3,56110001,75348426.77
EIS1,EIS1,WT,P,T16,R3,131650001,153802046.2
EIS1,EIS1,spike-in,P,T30,R1,213600001,135490218.1
EIS1,EIS1,rim15KO,P,T30,R1,56150001,82626817.23
EIS1,EIS1,WT,P,T30,R1,116340001,233169446.2
EIS1,EIS1,spike-in,P,T30,R3,5831600001,4238330420
EIS1,EIS1,rim15KO,P,T30,R3,2683300001,6294576652
EIS1,EIS1,WT,P,T30,R3,2958600001,5730053403
EIS1,EIS1,spike-in,P,T00,R1,172310001,68977587.66
EIS1,EIS1,rim15KO,P,T00,R1,86353001,39348976.15
EIS1,EIS1,WT,P,T00,R1,150290001,53916143.18
EIS1,EIS1,spike-in,P,T00,R3,214610001,56278913.08
EIS1,EIS1,rim15KO,P,T00,R3,75019001,22937838.27
EIS1,EIS1,WT,P,T00,R3,202540001,45053911.73
ELF1,ELF1,spike-in,C,T00,R1,63298001,25338885.65
ELF1,ELF1,rim15KO,C,T00,R1,69112001,31492669.01
ELF1,ELF1,WT,C,T00,R1,66122001,23721094.22
ELF1,ELF1,spike-in,C,T00,R3,165810001,43481695.12
ELF1,ELF1,rim15KO,C,T00,R3,142850001,43677870.62
ELF1,ELF1,WT,C,T00,R3,147260001,32757179.09
ELF1,ELF1,spike-in,C,T06,R1,20886001,19007608.92
ELF1,ELF1,rim15KO,C,T06,R1,49302001,54469111.06
ELF1,ELF1,WT,C,T06,R1,18487001,25049769.09
ELF1,ELF1,spike-in,C,T06,R3,77306001,48077515.83
ELF1,ELF1,rim15KO,C,T06,R3,73154001,64874043.26
ELF1,ELF1,WT,C,T06,R3,56881001,47046826.52
ELF1,ELF1,spike-in,C,T16,R1,54834001,46456317.76
ELF1,ELF1,rim15KO,C,T16,R1,21695001,34747627.64
ELF1,ELF1,WT,C,T16,R1,13204001,28400562.81
ELF1,ELF1,spike-in,C,T16,R3,37658001,24046408.53
ELF1,ELF1,rim15KO,C,T16,R3,24500001,31928119.6
ELF1,ELF1,WT,C,T16,R3,48649001,63863318.71
ELF1,ELF1,spike-in,C,T30,R1,46556001,42384248.46
ELF1,ELF1,rim15KO,C,T30,R1,18017001,31388590.38
ELF1,ELF1,WT,C,T30,R1,12236001,31285309.42
ELF1,ELF1,spike-in,C,T30,R3,30056001,25177028.07
ELF1,ELF1,rim15KO,C,T30,R3,20903001,41782088.55
ELF1,ELF1,WT,C,T30,R3,40305001,69590419.04
ELF1,ELF1,spike-in,P,T06,R1,30038001,24276395.31
ELF1,ELF1,rim15KO,P,T06,R1,28365001,23896524.73
ELF1,ELF1,WT,P,T06,R1,24433001,24727911.34
ELF1,ELF1,spike-in,P,T06,R3,24964001,24042724.95
ELF1,ELF1,rim15KO,P,T06,R3,26450001,29376153.17
ELF1,ELF1,WT,P,T06,R3,47005001,47957622.9
ELF1,ELF1,spike-in,P,T16,R1,33177001,23176058.24
ELF1,ELF1,rim15KO,P,T16,R1,28170001,37452548.18
ELF1,ELF1,WT,P,T16,R1,26060001,41622876.45
ELF1,ELF1,spike-in,P,T16,R3,57693001,33703891.08
ELF1,ELF1,rim15KO,P,T16,R3,32396001,43503611.93
ELF1,ELF1,WT,P,T16,R3,35358001,41307503.71
ELF1,ELF1,spike-in,P,T30,R1,48536001,30787234.69
ELF1,ELF1,rim15KO,P,T30,R1,34202001,50329517.99
ELF1,ELF1,WT,P,T30,R1,51625001,103467189.2
ELF1,ELF1,spike-in,P,T30,R3,41743001,30338265.81
ELF1,ELF1,rim15KO,P,T30,R3,23123001,54242724.32
ELF1,ELF1,WT,P,T30,R3,28868001,55909953.12
ELF1,ELF1,spike-in,P,T00,R1,63298001,25338885.65
ELF1,ELF1,rim15KO,P,T00,R1,69112001,31492669.01
ELF1,ELF1,WT,P,T00,R1,66122001,23721094.22
ELF1,ELF1,spike-in,P,T00,R3,165810001,43481695.12
ELF1,ELF1,rim15KO,P,T00,R3,142850001,43677870.62
ELF1,ELF1,WT,P,T00,R3,147260001,32757179.09
ELO2,ELO2,spike-in,C,T00,R1,33400001,13370387.58
ELO2,ELO2,rim15KO,C,T00,R1,33715001,15363111.36
ELO2,ELO2,WT,C,T00,R1,33765001,12113105.44
ELO2,ELO2,spike-in,C,T00,R3,38833001,10183491.34
ELO2,ELO2,rim15KO,C,T00,R3,30445001,9308875.081
ELO2,ELO2,WT,C,T00,R3,67618001,15041253.25
ELO2,ELO2,spike-in,C,T06,R1,9874601,8986524.232
ELO2,ELO2,rim15KO,C,T06,R1,23182001,25611597.12
ELO2,ELO2,WT,C,T06,R1,1,1.354993657
ELO2,ELO2,spike-in,C,T06,R3,15887001,9880313.717
ELO2,ELO2,rim15KO,C,T06,R3,5783501,5128893.689
ELO2,ELO2,WT,C,T06,R3,9562801,7909485.273
ELO2,ELO2,spike-in,C,T16,R1,14255001,12077084.37
ELO2,ELO2,rim15KO,C,T16,R1,16698001,26744221.91
ELO2,ELO2,WT,C,T16,R1,13535001,29112512.65
ELO2,ELO2,spike-in,C,T16,R3,17167001,10961939.25
ELO2,ELO2,rim15KO,C,T16,R3,4376701,5703666.419
ELO2,ELO2,WT,C,T16,R3,5027001,6599127.637
ELO2,ELO2,spike-in,C,T30,R1,64492001,58713053.86
ELO2,ELO2,rim15KO,C,T30,R1,5217201,9089225.512
ELO2,ELO2,WT,C,T30,R1,19975001,51072575.68
ELO2,ELO2,spike-in,C,T30,R3,15736001,13181585.23
ELO2,ELO2,rim15KO,C,T30,R3,3601201,7198282.155
ELO2,ELO2,WT,C,T30,R3,7083001,12229475.14
ELO2,ELO2,spike-in,P,T06,R1,15467001,12500266.93
ELO2,ELO2,rim15KO,P,T06,R1,8567601,7217905.235
ELO2,ELO2,WT,P,T06,R1,1,1.012070164
ELO2,ELO2,spike-in,P,T06,R3,11022001,10615243.06
ELO2,ELO2,rim15KO,P,T06,R3,6961801,7731982.034
ELO2,ELO2,WT,P,T06,R3,7453901,7604964.7
ELO2,ELO2,spike-in,P,T16,R1,12654001,8839553.163
ELO2,ELO2,rim15KO,P,T16,R1,1,1.32951888
ELO2,ELO2,WT,P,T16,R1,1,1.59719397
ELO2,ELO2,spike-in,P,T16,R3,11676001,6821046.905
ELO2,ELO2,rim15KO,P,T16,R3,1,1.342869817
ELO2,ELO2,WT,P,T16,R3,15051001,17583552.86
ELO2,ELO2,spike-in,P,T30,R1,9091001,5766581.003
ELO2,ELO2,rim15KO,P,T30,R1,1993201,2933069.489
