nutrient,Gene names,Protein IDs,data,term,estimate,std.error,statistic,p.value,qvalue
C,PUT2,P07275,normed_intensity,samplingTime,0.02068337857401194,0.02174337993647153,0.9512494669385977,0.352832914082314,0.4449847849150993
C,PUT2,P07275,normed_intensity,genotypeWT,0.31861356314623424,0.530823552937136,0.6002249926238047,0.555097158706017,0.5778307805477528
C,PUT2,P07275,normed_intensity,samplingTime:genotypeWT,0.009237731378176201,0.030749782797989067,0.3004161505420558,0.7669602071156967,0.6477810147120718
C,PUT2,P07275,normed_ratio,(Intercept),0.13131252028075324,0.14053542601593613,0.9343730901407233,0.36125647467523925,0.45245053539265595
C,PUT2,P07275,normed_ratio,samplingTime,0.0513175579999194,0.00814099864540991,6.303594956234696,3.7415144076711613e-6,1.536743225664549e-5
C,PUT2,P07275,normed_ratio,genotypeWT,0.07560898848141955,0.19874710546561752,0.3804281239934818,0.7076380205184807,0.6349880980881567
C,PUT2,P07275,normed_ratio,samplingTime:genotypeWT,-0.04025421527380996,0.011513110695599684,-3.4963804603385893,0.0022740994842160266,0.006160728769817857
C,PUT2,P07275,ratio,(Intercept),-0.10317329531352698,0.13384389619762532,-0.7708479672557342,0.44980829358068875,0.516743695649155
C,PUT2,P07275,ratio,samplingTime,0.020149025482381077,0.007753368730797412,2.5987446466136026,0.017173511982586466,0.037439086855928706
C,PUT2,P07275,ratio,genotypeWT,0.12837658414950237,0.1892838532435384,0.6782225844923451,0.505402656059391,0.5513674574391538
C,PUT2,P07275,ratio,samplingTime:genotypeWT,-0.04944783158872972,0.010964919213173165,-4.509639389711463,2.139135055935527e-4,7.130827684362869e-4
C,PWP1,P21304,intensity,(Intercept),28.180948208837243,0.3232227260322753,87.1873972315401,2.7310625564304436e-27,1.8967075774699628e-26
C,PWP1,P21304,intensity,samplingTime,-0.0711888423097708,0.018723789790170534,-3.8020530623102244,0.0011171594429269318,0.0032253574562897485
C,PWP1,P21304,intensity,genotypeWT,0.16993436133313752,0.45710596282204685,0.3717614189147947,0.7139800658875595,0.6368361432122114
C,PWP1,P21304,intensity,samplingTime:genotypeWT,0.0036056161757346754,0.026479437460282043,0.1361666455770798,0.8930508293270805,0.6703406643763598
C,PWP1,P21304,normed_intensity,(Intercept),27.81734531997658,0.1330111852152014,209.13538417818287,7.012179363471373e-35,2.256141452838632e-33
C,PWP1,P21304,normed_intensity,samplingTime,-0.004168293262017183,0.007705131078753986,-0.54097629481097,0.5944987589700022,0.5947780925419147
C,PWP1,P21304,normed_intensity,genotypeWT,-0.024789583686337806,0.18810622207865746,-0.13178502769553221,0.8964710729368719,0.6703406643763598
C,PWP1,P21304,normed_intensity,samplingTime:genotypeWT,0.0056091017465592094,0.010896700871436318,0.5147522917934207,0.6123681986684417,0.6017201836720482
C,PWP1,P21304,normed_ratio,(Intercept),0.07356518106985666,0.02818995787984077,2.609623660433514,0.016773923509025575,0.036681722462878624
C,PWP1,P21304,normed_ratio,samplingTime,0.0016901868930382393,0.0016330004143433727,1.0350192677188397,0.31301338013664803,0.4107042671738181
C,PWP1,P21304,normed_ratio,genotypeWT,0.06374902731854233,0.03986662075639711,1.5990577106616939,0.1254868024354083,0.20363970855260602
C,PWP1,P21304,normed_ratio,samplingTime:genotypeWT,-0.0024170126682528936,0.0023094113333252805,-1.0465925378363325,0.3077721294815927,0.40607811754338113
C,PWP1,P21304,ratio,(Intercept),-0.15971993355560785,0.11761752983046803,-1.357960278419599,0.18960020245028997,0.2826142478009239
C,PWP1,P21304,ratio,samplingTime,-0.026936580313830727,0.006813400565048421,-3.9534708192573875,7.843687347884258e-4,0.0023375775108545635
C,PWP1,P21304,ratio,genotypeWT,0.12535582512690688,0.16633630585906992,0.7536287672104239,0.45985306492362654,0.5234872408731234
C,PWP1,P21304,ratio,samplingTime:genotypeWT,-0.015265635568551449,0.00963560348497198,-1.584294703737058,0.1288120341192205,0.20795935752913847
C,PWP2,P25635,intensity,(Intercept),25.379825667008024,0.45905740268544554,55.28682364893425,2.381381403939411e-23,1.1923815052203694e-22
C,PWP2,P25635,intensity,samplingTime,-0.09089839473170885,0.026592481336370103,-3.4181990609273685,0.0027245358232487675,0.007244783956267807
C,PWP2,P25635,intensity,genotypeWT,0.4743198712852764,0.6492052047855241,0.730616248589652,0.4734863123222611,0.5320876632556973
C,PWP2,P25635,intensity,samplingTime:genotypeWT,-0.03434332927186824,0.03760744776304799,-0.9132055301453619,0.3720123224215701,0.4612947774397985
C,PWP2,P25635,normed_intensity,(Intercept),25.016222778147363,0.33515829584190354,74.64002260575906,6.053515915809666e-26,3.571219941347271e-25
C,PWP2,P25635,normed_intensity,samplingTime,-0.02387784568395531,0.019415198785090865,-1.2298532684760024,0.2330235602641144,0.3307627744117425
C,PWP2,P25635,normed_intensity,genotypeWT,0.2795959262657992,0.473985407521474,0.5898829833767236,0.5618749740390966,0.5809295584536638
C,PWP2,P25635,normed_intensity,samplingTime:genotypeWT,-0.03233984370104371,0.027457237438045127,-1.1778258382335718,0.2526917632259183,0.35113914724942386
C,PYC2,P32327,intensity,(Intercept),31.163377555116757,0.28764477769597124,108.33979954280683,3.576681649539081e-29,3.521709864736943e-28
C,PYC2,P32327,intensity,samplingTime,-0.024483250465812376,0.01666281457969605,-1.4693346282353568,0.15729736658746685,0.24406178533064812
C,PYC2,P32327,intensity,genotypeWT,-0.05069704979154035,0.40679114576343633,-0.12462672877600563,0.9020631918295123,0.6711362751804828
C,PYC2,P32327,intensity,samplingTime:genotypeWT,-0.008429693661476941,0.023564778365914286,-0.35772429218643653,0.7242971272852403,0.639607316565109
C,PYC2,P32327,normed_intensity,(Intercept),30.799774666256077,0.20270551377458096,151.94344787535982,4.1597702051426395e-32,7.527138170698209e-31
C,PYC2,P32327,normed_intensity,samplingTime,0.04253729858194155,0.01174241513217354,3.6225340445843894,0.0016971152746147748,0.004719997781656927
C,PYC2,P32327,normed_intensity,genotypeWT,-0.24542099481101,0.28666888674781854,-0.8561131191991054,0.40207622861191783,0.48318943520323115
C,PYC2,P32327,normed_intensity,samplingTime:genotypeWT,-0.006426208090652696,0.01660628273493487,-0.3869745079754539,0.7028619687620545,0.6335870518367278
C,PYC2,P32327,normed_ratio,(Intercept),0.5551355095731535,0.20736979713163192,2.677031647095506,0.014487256698936048,0.0321755726115394
C,PYC2,P32327,normed_ratio,samplingTime,0.04276630926636184,0.01201260981239071,3.56011807045039,0.001961817513637024,0.0053858030975437845
C,PYC2,P32327,normed_ratio,genotypeWT,-0.3306487641693937,0.29326517953011116,-1.1274736560923495,0.2728875812906618,0.37204408319841387
C,PYC2,P32327,normed_ratio,samplingTime:genotypeWT,-0.02334211286256697,0.016988395716179057,-1.3740033639749099,0.1846449906806884,0.27706177603465726
C,PYC2,P32327,ratio,(Intercept),0.3139154780967227,0.1589655759615163,1.9747387206190978,0.06226589564332374,0.11347613267570268
C,PYC2,P32327,ratio,samplingTime,0.013691419265288192,0.009208628566172064,1.486803291815209,0.15266252389813834,0.23834997595782484
C,PYC2,P32327,ratio,genotypeWT,-0.25230051005464754,0.22481127347522675,-1.1222769488134676,0.27503786911422634,0.3741452844870216
C,PYC2,P32327,ratio,samplingTime:genotypeWT,-0.03665436138826229,0.013022967409136835,-2.814593651101807,0.010705686334774448,0.02466475168137319
C,PYK2,P52489,intensity,(Intercept),31.772542518161288,0.33167020411325737,95.79558888356378,4.172182815956125e-28,3.307787347485019e-27
C,PYK2,P52489,intensity,samplingTime,-0.08809688169993596,0.019213139056501478,-4.585241455904891,1.793974523730286e-4,6.056823193432051e-4
C,PYK2,P52489,intensity,genotypeWT,0.15956570836258682,0.46905250089202116,0.3401873096489893,0.7372624559444885,0.6424844795802379
C,PYK2,P52489,intensity,samplingTime:genotypeWT,0.01832372160337913,0.027171481829464588,0.6743732902895637,0.5077947855083575,0.5525220441904406
C,PYK2,P52489,normed_intensity,(Intercept),31.408939629300583,0.25007756587060626,125.59679041962534,1.8684225634264645e-30,2.4200709073315363e-29
C,PYK2,P52489,normed_intensity,samplingTime,-0.021076332652181642,0.014486604429328389,-1.454884252206972,0.16121756187340602,0.24891234809115487
C,PYK2,P52489,normed_intensity,genotypeWT,-0.03515823665687282,0.3536630852994623,-0.0994116664087313,0.9218011221115383,0.6721001198249791
C,PYK2,P52489,normed_intensity,samplingTime:genotypeWT,0.02032720717420307,0.02048715245669035,0.9921928983139358,0.3329566325427332,0.42839117657569287
C,PYK2,P52489,normed_ratio,(Intercept),-0.10463754966682523,0.07890455297748272,-1.3261281601416084,0.19974376180656236,0.29446077533868176
C,PYK2,P52489,normed_ratio,samplingTime,0.019583309500473912,0.004570818028711993,4.284421164321056,3.617967129493838e-4,0.0011543009301520125
C,PYK2,P52489,normed_ratio,genotypeWT,0.11116713125283482,0.1115878889537424,0.9962293605080924,0.3310400196899874,0.4266587882910421
C,PYK2,P52489,normed_ratio,samplingTime:genotypeWT,-0.010370953935745202,0.006464112847343951,-1.604389369533754,0.12430371748396163,0.2021015246419331
C,PYK2,P52489,ratio,(Intercept),-0.3371892029671419,0.155606855246377,-2.1669302578813774,0.042489487963884576,0.08243427859902266
C,PYK2,P52489,ratio,samplingTime,-0.011905407674629775,0.009014063099176158,-1.3207593006219218,0.20149592133391364,0.2965021184162321
C,PYK2,P52489,ratio,genotypeWT,0.16023918376000615,0.22006132508765328,0.7281569521413216,0.47495730386195334,0.5326569755612243
C,PYK2,P52489,ratio,samplingTime:genotypeWT,-0.020415407243571486,0.012747810286941769,-1.6014834535531193,0.12494736884472055,0.20294932056366335
C,QCR2,P07257,intensity,(Intercept),30.44458152136518,0.32406633344864355,93.9455240455883,6.1573400444236515e-28,4.750160499151398e-27
C,QCR2,P07257,intensity,samplingTime,-0.0029196229118349077,0.018772658655684435,-0.15552527563541643,0.8779662223812977,0.6686492238171289
C,QCR2,P07257,intensity,genotypeWT,-0.02267065523441794,0.4582990038715934,-0.04946695289080276,0.9610378549081721,0.674711627690837
C,QCR2,P07257,intensity,samplingTime:genotypeWT,-0.012961795308595973,0.02654854847266959,-0.48822990537277383,0.630696942497923,0.6087306545835229
C,QCR2,P07257,normed_intensity,(Intercept),30.080978632504504,0.3317801377038685,90.66539920287026,1.2513910130886997e-27,9.172081199450825e-27
C,QCR2,P07257,normed_intensity,samplingTime,0.06410092613591906,0.01921950733841887,3.3352013143325685,0.0032985737674087385,0.008568865289815968
C,QCR2,P07257,normed_intensity,genotypeWT,-0.2173946002538858,0.4692079704668238,-0.4633224794489229,0.6481355544962455,0.6156399057716978
C,QCR2,P07257,normed_intensity,samplingTime:genotypeWT,-0.010958309737771793,0.02718048794012118,-0.40316824929386963,0.6911019602002537,0.6301572064150485
C,QCR2,P07257,normed_ratio,(Intercept),0.5926021978614637,0.2640519001909206,2.2442640913888043,0.036289346686523075,0.07191495340019922
C,QCR2,P07257,normed_ratio,samplingTime,0.08256898141624165,0.015296115881332558,5.398035818819153,2.7722221390484114e-5,1.0490981626229741e-4
C,QCR2,P07257,normed_ratio,genotypeWT,-0.20957563855863232,0.3734257784203867,-0.5612243467634981,0.5808791470143118,0.5892244612456288
C,QCR2,P07257,normed_ratio,samplingTime:genotypeWT,-0.043456256027408144,0.02163197453101098,-2.008889940449518,0.05824075172419658,0.10747457066999185
C,QCR2,P07257,ratio,(Intercept),0.3159218244401334,0.21881289393141964,1.4437989405649452,0.1642783845607957,0.252478645327932
C,QCR2,P07257,ratio,samplingTime,0.05282818414713343,0.0126754906118256,4.167742753708277,4.7524438140307085e-4,0.0014788288576880054
C,QCR2,P07257,ratio,genotypeWT,-0.11232853836978937,0.3094481622199191,-0.36299630142886274,0.7204158337584087,0.6385905881431697
C,QCR2,P07257,ratio,samplingTime:genotypeWT,-0.05673658285576278,0.017925850732976593,-3.165070584426408,0.004868911757664073,0.01221989640130521
C,QCR7,P00128,intensity,(Intercept),28.24592245115468,0.43703882381489134,64.6302362902164,1.066060549138266e-24,5.672101009635225e-24
C,QCR7,P00128,intensity,samplingTime,-0.013800868277860177,0.025316979309296116,-0.5451230223501684,0.5916967430221474,0.5936361013457089
C,QCR7,P00128,intensity,genotypeWT,0.15166772663360864,0.6180662319226048,0.24539073452018118,0.8086543595845623,0.6573368390262507
C,QCR7,P00128,intensity,samplingTime:genotypeWT,0.0014272199114333294,0.03580361549752558,0.03986245220212371,0.9685980298881846,0.6749025160315091
C,QCR7,P00128,normed_intensity,(Intercept),27.882319562294008,0.41418249677898117,67.31892288817014,4.734785901371901e-25,2.578940242815436e-24
C,QCR7,P00128,normed_intensity,samplingTime,0.05321968076989362,0.0239929478340061,2.218138477109652,0.038284744797190094,0.07532870906124507
C,QCR7,P00128,normed_intensity,genotypeWT,-0.04305621838586329,0.5857425042423857,-0.07350707533432853,0.9421328212333336,0.6738449642419287
C,QCR7,P00128,normed_intensity,samplingTime:genotypeWT,0.003430705482257731,0.033931152228161586,0.10110783916764177,0.9204716098865229,0.6720381885599565
C,QCR7,P00128,normed_ratio,(Intercept),0.26664850543775315,0.17631053211781056,1.5123799028612699,0.14607878945419295,0.23007131380566834
C,QCR7,P00128,normed_ratio,samplingTime,0.03813184759382186,0.010213394898591861,3.733513486204197,0.0013107793266555502,0.00373050188234379
C,QCR7,P00128,normed_ratio,genotypeWT,-0.07631038388698749,0.2493407457102248,-0.3060485909337609,0.7627306708284469,0.6469850012592978
C,QCR7,P00128,normed_ratio,samplingTime:genotypeWT,-0.006943848397872582,0.014443921583460785,-0.4807453680601349,0.6359145369723815,0.6110140799680035
C,QCR7,P00128,ratio,(Intercept),0.012443184071582162,0.16786873604721067,0.07412448776693413,0.9416477038650762,0.6738106986981359
C,QCR7,P00128,ratio,samplingTime,0.005477093882943852,0.009724374782284766,0.5632335245780188,0.5795363108854332,0.5886947644654763
C,QCR7,P00128,ratio,genotypeWT,-0.029590782036734705,0.23740224321639453,-0.1246440709061136,0.9020496375751649,0.6711362751804828
C,QCR7,P00128,ratio,samplingTime:genotypeWT,-0.016067702428773464,0.01375234270270602,-1.1683611131659666,0.2564000908249155,0.35486798624623506
C,QNS1,P38795,intensity,(Intercept),26.803470965845552,0.37629875031786075,71.22923194192002,1.5375306285100326e-25,8.684556531494137e-25
C,QNS1,P38795,intensity,samplingTime,-0.06475540734068551,0.021798401324515597,-2.9706493782118906,0.007558589164323779,0.01812147124772823
C,QNS1,P38795,intensity,genotypeWT,0.43813598543332266,0.5321667962035656,0.823305754058594,0.4200434550635719,0.4964399763330042
C,QNS1,P38795,intensity,samplingTime:genotypeWT,-0.013412861694534149,0.030827594791181582,-0.43509270786091225,0.6681540544797779,0.622230727571905
C,QNS1,P38795,normed_intensity,(Intercept),26.439868076984883,0.2190887579416637,120.68108069709798,4.147876202139446e-30,4.9522385753310995e-29
C,QNS1,P38795,normed_intensity,samplingTime,0.002265141707068364,0.012691470984870182,0.17847747591817337,0.8601435103638528,0.6664094375613984
C,QNS1,P38795,normed_intensity,genotypeWT,0.24341204041385145,0.30983829284457687,0.7856099327785588,0.4413044106173296,0.5111000132004472
C,QNS1,P38795,normed_intensity,samplingTime:genotypeWT,-0.0114093761237098,0.017948450393268024,-0.6356747169654906,0.5321954641807339,0.5660598893107613
C,QNS1,P38795,normed_ratio,(Intercept),0.2024274737490766,0.09360812080098305,2.1624990654331215,0.04287241809283957,0.08309381251830374
C,QNS1,P38795,normed_ratio,samplingTime,0.007940007136426053,0.0054225728433324365,1.4642508945156982,0.1586675631444481,0.2457932172271222
C,QNS1,P38795,normed_ratio,genotypeWT,-0.09251709666452343,0.1323818739850092,-0.6988652893295647,0.4926839626470929,0.543586164826799
C,QNS1,P38795,normed_ratio,samplingTime:genotypeWT,-7.424852667517932e-4,0.007668676057996765,-0.09682052822892971,0.9238325886056835,0.6721572433778145
C,QNS1,P38795,ratio,(Intercept),-0.04953304823751961,0.12228775609268831,-0.4050532107235324,0.6897382162415636,0.6298407548554964
C,QNS1,P38795,ratio,samplingTime,-0.01874608239548439,0.0070839395085186725,-2.646279287526609,0.015491225303300543,0.03421209195836548
C,QNS1,P38795,ratio,genotypeWT,-0.018822025589878357,0.17294100317845285,-0.10883495090205098,0.9144179499770496,0.6718302060332567
C,QNS1,P38795,ratio,samplingTime:genotypeWT,-0.014123157981001201,0.010018203327977699,-1.4097495846944583,0.1739752459049328,0.2642652855761427
C,QRI1,P43123,intensity,(Intercept),27.968554375515513,0.2921365647452052,95.73794502550217,4.2226071105565415e-28,3.343194377670022e-27
C,QRI1,P43123,intensity,samplingTime,-0.04323075551788122,0.016923016817095873,-2.5545537172904593,0.01889076656165211,0.04068950921034933
C,QRI1,P43123,intensity,genotypeWT,0.32607300777205306,0.41314349192775485,0.7892488061486213,0.4392234945507647,0.5097960209750867
C,QRI1,P43123,intensity,samplingTime:genotypeWT,-0.0062321075764317025,0.023932759899004938,-0.2604007060920215,0.7972168755996355,0.6548170394856725
C,QRI1,P43123,normed_intensity,(Intercept),27.60495148665487,0.10864598123488915,254.08166204485596,1.4306983171328733e-36,7.199390230157383e-35
C,QRI1,P43123,normed_intensity,samplingTime,0.023789793529872292,0.006293692708927113,3.7799420197507136,0.0011762990925967185,0.003380114273392984
C,QRI1,P43123,normed_intensity,genotypeWT,0.13134906275257419,0.15364862015971298,0.8548665299827679,0.40274974709403366,0.483589349812483
C,QRI1,P43123,normed_intensity,samplingTime:genotypeWT,-0.004228622005607076,0.008900625586373383,-0.4750926734948813,0.6398680764949849,0.6126638006650346
C,QRI1,P43123,normed_ratio,(Intercept),-0.00846165831033417,0.05821422018715078,-0.14535380329979672,0.885886460709578,0.6692474554421152
C,QRI1,P43123,normed_ratio,samplingTime,0.008609900004997279,0.003372259231159608,2.5531548480739485,0.01894767942951748,0.0408007308004618
C,QRI1,P43123,normed_ratio,genotypeWT,0.06802587680955051,0.08232733971164223,0.826285375524295,0.41839093938510763,0.4950165232164131
C,QRI1,P43123,normed_ratio,samplingTime:genotypeWT,-0.004476775019186115,0.004769094740543781,-0.9387054069459868,0.35908121691532535,0.4505830189851725
C,QRI1,P43123,ratio,(Intercept),-0.21010738243147425,0.10940597539588545,-1.9204379072642133,0.06917663670942319,0.12389039887547028
C,QRI1,P43123,ratio,samplingTime,-0.01819630385622662,0.006337717988606336,-2.87111289725089,0.009442976598730874,0.02208015090614072
C,QRI1,P43123,ratio,genotypeWT,0.12990526816499698,0.15472341420951832,0.8395967011759842,0.4110588358524244,0.48989609644712423
C,QRI1,P43123,ratio,samplingTime:genotypeWT,-0.020095502109747202,0.00896288673398301,-2.242079221369004,0.03645249558282139,0.07220125985531868
C,RAD23,P32628,intensity,(Intercept),28.296219453096697,0.32839941458067584,86.16403743967497,3.456409287690648e-27,2.3687272916777272e-26
C,RAD23,P32628,intensity,samplingTime,-0.08756642403028336,0.019023667306146175,-4.603025411508977,1.7213008871455192e-4,5.835241383959475e-4
C,RAD23,P32628,intensity,genotypeWT,-0.08051769363863588,0.46442690597537634,-0.17337000204485328,0.8641032644438302,0.6669543955743753
C,RAD23,P32628,intensity,samplingTime:genotypeWT,0.007631423812565598,0.026903528310425553,0.28365884669514885,0.7795874563233822,0.6512169771780385
C,RAD23,P32628,normed_intensity,(Intercept),27.93261656423601,0.15270000519779478,182.92479118160108,1.0194599660660459e-33,2.5511677433899413e-32
C,RAD23,P32628,normed_intensity,samplingTime,-0.02054587498252944,0.008845673797070694,-2.3227032167219805,0.03085787726366545,0.06256494684092831
C,RAD23,P32628,normed_intensity,genotypeWT,-0.27524163865810497,0.21595041832516346,-1.2745594141135899,0.21707536973867056,0.3140829275343828
C,RAD23,P32628,normed_intensity,samplingTime:genotypeWT,0.00963490938338983,0.012509671852145682,0.7701968122958583,0.45018569269675934,0.5169724425133296
C,RAD23,P32628,normed_ratio,(Intercept),0.08013826153488582,0.10675421238831387,0.7506800878581383,0.46158663468791117,0.5247396924151404
C,RAD23,P32628,normed_ratio,samplingTime,-0.025492508738023785,0.0061841054820335065,-4.1222629225983285,5.285746542381964e-4,0.001633167180285081
C,RAD23,P32628,normed_ratio,genotypeWT,-0.11792077498255976,0.1509732550000113,-0.7810706272614374,0.4439087504410858,0.5127428366611525
C,RAD23,P32628,normed_ratio,samplingTime:genotypeWT,0.009410931455319665,0.008745645843837586,1.076070495348363,0.29470571362989034,0.39344798130364467
C,RAD23,P32628,ratio,(Intercept),-0.14950742616067927,0.12665659833854404,-1.1804156129399324,0.25168411727446555,0.3500954403950396
C,RAD23,P32628,ratio,samplingTime,-0.05521244185199408,0.007337019744682669,-7.525186488970265,2.960339568946356e-7,1.2836195459014226e-6
C,RAD23,P32628,ratio,genotypeWT,-0.07252274291116513,0.17911947913441054,-0.4048847353823777,0.6898600618081373,0.6298725288809277
C,RAD23,P32628,ratio,samplingTime:genotypeWT,-0.001476412836407004,0.01037611283032941,-0.14228958961312033,0.8882749249559042,0.6697050039385546
C,RAP1,P11938,intensity,(Intercept),27.318594965750975,0.5019079493154256,54.429492505572014,3.248781344864884e-23,1.6176193960333098e-22
C,RAP1,P11938,intensity,samplingTime,-0.09319917051503594,0.029074746854462204,-3.2055023894638772,0.004440095485628718,0.01122333000412358
C,RAP1,P11938,intensity,genotypeWT,-0.2967033188850302,0.7098050289847426,-0.4180067860457606,0.6803960164652746,0.626737419366587
C,RAP1,P11938,intensity,samplingTime:genotypeWT,-0.009351559223646671,0.04111790132414491,-0.22743279502340083,0.8223960100412331,0.6598210069415965
C,RAP1,P11938,normed_intensity,(Intercept),26.95499207689029,0.4170502815355866,64.63247543591513,1.0653254917154952e-24,5.669490391670248e-24
C,RAP1,P11938,normed_intensity,samplingTime,-0.026178621467281768,0.024159074144508085,-1.0835937383483205,0.2914359332788543,0.3904533700685071
C,RAP1,P11938,normed_intensity,genotypeWT,-0.4914272639044952,0.589798164339144,-0.8332126032557744,0.4145650098072651,0.4922777546076869
C,RAP1,P11938,normed_intensity,samplingTime:genotypeWT,-0.007348073652822581,0.0341660903095405,-0.21506919832646795,0.8318912968161982,0.6613047757130194
C,RAS2,P01120,intensity,(Intercept),27.68248339469256,0.2753621628198094,100.5311808681839,1.59252881647686e-28,1.3622166611363546e-27
C,RAS2,P01120,intensity,samplingTime,-0.02687003457444906,0.01595130180385271,-1.6845041805903986,0.10762694535327831,0.17950381401633533
C,RAS2,P01120,intensity,genotypeWT,0.497393661785609,0.38942090522416273,1.2772649210994305,0.2161379896927522,0.31321503832615755
C,RAS2,P01120,intensity,samplingTime:genotypeWT,-0.020194372370112984,0.022558547348514906,-0.8951982615778865,0.381328935971593,0.467920048494103
C,RAS2,P01120,normed_intensity,(Intercept),27.318880505831892,0.14470043522437434,188.79611843233843,5.421406106999617e-34,1.4489079285236182e-32
C,RAS2,P01120,normed_intensity,samplingTime,0.04015051447330443,0.008382271150750806,4.789932674715267,1.1157536414713613e-4,3.891615625785732e-4
C,RAS2,P01120,normed_intensity,genotypeWT,0.30266971676613114,0.20463731797559967,1.4790543570465509,0.15470452085186331,0.24092502618388292
C,RAS2,P01120,normed_intensity,samplingTime:genotypeWT,-0.018190886799288316,0.011854321544880515,-1.5345363064784041,0.14056612455398038,0.22294311854382615
C,RAS2,P01120,normed_ratio,(Intercept),0.01033058827588543,0.08815418722186981,0.11718772075891316,0.9078801474259639,0.671456931730122
C,RAS2,P01120,normed_ratio,samplingTime,0.03066351577032991,0.00510663495394445,6.004642205067919,7.170280218798453e-6,2.881763786371235e-5
C,RAS2,P01120,normed_ratio,genotypeWT,0.09115225792845744,0.12466884714914525,0.731155056077555,0.4731643931749415,0.5318671047204703
C,RAS2,P01120,normed_ratio,samplingTime:genotypeWT,-0.02351869462796805,0.007221872409956743,-3.256592375620344,0.0039505761534329165,0.010083072918606599
C,RAS2,P01120,ratio,(Intercept),-0.2060935204171133,0.12854182102237088,-1.6033188170038888,0.12454051703380084,0.2024155962041619
C,RAS2,P01120,ratio,samplingTime,0.0012952571943844948,0.007446227762549923,0.17394810307829484,0.8636548841543703,0.6669008499205447
C,RAS2,P01120,ratio,genotypeWT,0.13256516866428625,0.18178558662197186,0.7292391609680209,0.4743096642837956,0.5324736575936557
C,RAS2,P01120,ratio,samplingTime:genotypeWT,-0.03522802496336982,0.010530556290317163,-3.345314719580575,0.0032227415941464247,0.008393490542837261
C,RBG1,P39729,intensity,(Intercept),26.597608738046862,0.5585760843505463,47.61680545090249,4.620469576993448e-22,2.2242201054549775e-21
C,RBG1,P39729,intensity,samplingTime,-0.17247694038605932,0.032357443777489364,-5.330363596460892,3.231578537958419e-5,1.2128428855751093e-4
C,RBG1,P39729,intensity,genotypeWT,0.187329550838403,0.7899458741058003,0.23714226123461374,0.8149586069020405,0.6581876883920509
C,RBG1,P39729,intensity,samplingTime:genotypeWT,-0.022749000695296555,0.04576033583385034,-0.4971336044799831,0.6245157620126779,0.606397844739393
C,RBG1,P39729,normed_intensity,(Intercept),26.23400584918618,0.37002858713570114,70.89724081119533,1.6875223417352017e-25,9.501690691660801e-25
C,RBG1,P39729,normed_intensity,samplingTime,-0.10545639133830562,0.02143518052375699,-4.9197808817810715,8.266758236052188e-5,2.943084520792836e-4
C,RBG1,P39729,normed_intensity,genotypeWT,-0.007394394181070525,0.5232994463930629,-0.01413033060141328,0.9888660111009256,0.6760026984810059
C,RBG1,P39729,normed_intensity,samplingTime:genotypeWT,-0.020745515124472088,0.030313923008612742,-0.6843560009893113,0.501604300496937,0.5493875829303582
C,RBG2,P53295,intensity,(Intercept),27.062204386595468,0.3603888544996328,75.09167958084852,5.36765287061186e-26,3.1854245657805645e-25
C,RBG2,P53295,intensity,samplingTime,-0.07420458772456899,0.020876765805439294,-3.554410123489315,0.001987966905069904,0.005453074022009863
C,RBG2,P53295,intensity,genotypeWT,0.11676164138593405,0.5096668057614846,0.22909406707678842,0.8211222436144604,0.659521756576687
C,RBG2,P53295,intensity,samplingTime:genotypeWT,0.012006063592645569,0.02952420534053911,0.406651540800669,0.688582695258426,0.6293801766042549
C,RBG2,P53295,normed_intensity,(Intercept),26.698601497734806,0.14730274924414302,181.2498519866993,1.2252433213652539e-33,3.020517066530283e-32
C,RBG2,P53295,normed_intensity,samplingTime,-0.007184038676815525,0.008533019154371373,-0.8419105297724804,0.4097927630055771,0.4887357464326642
C,RBG2,P53295,normed_intensity,genotypeWT,-0.0779623036335449,0.20831754575591022,-0.37424741804943723,0.712158681794623,0.6361739657336616
C,RBG2,P53295,normed_intensity,samplingTime:genotypeWT,0.014009549163470303,0.012067511416101389,1.1609310884742732,0.259339599162399,0.3576985981606609
C,RBG2,P53295,normed_ratio,(Intercept),0.015787158096235102,0.04351102784127513,0.3628311919871311,0.7205372716803997,0.6385905881431697
C,RBG2,P53295,normed_ratio,samplingTime,0.0064184371923435325,0.002520526167373956,2.546467192217515,0.019222000685726506,0.04131473626785789
C,RBG2,P53295,normed_ratio,genotypeWT,-0.0704056866578704,0.0615338856859246,-1.1441774864865257,0.2660597808912404,0.3653176491024069
C,RBG2,P53295,normed_ratio,samplingTime:genotypeWT,-0.007161799919709145,0.0035645622902165243,-2.0091667185521707,0.05820910197245587,0.10743325803827986
C,RBG2,P53295,ratio,(Intercept),-0.2069822889277133,0.1382635537534851,-1.4970126494560472,0.15000590788742874,0.23498842958469104
C,RBG2,P53295,ratio,samplingTime,-0.022533590521844372,0.008009392618833655,-2.8133956710847023,0.010734124439565439,0.02471554231674475
C,RBG2,P53295,ratio,genotypeWT,-0.01165245717761476,0.19553419290008,-0.05959293873255858,0.9530712902460695,0.6740439126337247
C,RBG2,P53295,ratio,samplingTime:genotypeWT,-0.019621578085199987,0.011326991667925513,-1.7322850285801956,0.09861791298920895,0.16679929107238595
C,RBL2,P48606,intensity,(Intercept),27.560696405889612,0.42747982321191685,64.47250819654896,1.1192024455528926e-24,5.950754187749773e-24
