genotype,Gene names,Protein IDs,data,term,estimate,std.error,statistic,p.value,qvalue
rim15KO,LYS12,P40495,intensity,samplingTime:nutrientP,0.02474627797724951,0.01723962980664102,1.435429777483783,0.1666203105712159,0.1884196760664302
rim15KO,LYS12,P40495,normed_intensity,(Intercept),28.725587483116726,0.12616070039741334,227.6904566368885,1.2817492500771516e-35,4.39711201068134e-34
rim15KO,LYS12,P40495,normed_intensity,samplingTime,0.02698218169842625,0.007308293148254602,3.6919949913161667,0.0014438839343334131,0.003230794535435199
rim15KO,LYS12,P40495,normed_intensity,nutrientP,0.14235192127243199,0.17841817354051068,0.7978555011948394,0.4343258925744057,0.3727698231016921
rim15KO,LYS12,P40495,normed_intensity,samplingTime:nutrientP,0.007931826038359454,0.01033548728806002,0.7674360982982027,0.4517879026159959,0.38245775664861964
rim15KO,LYS12,P40495,normed_ratio,(Intercept),0.2818759338772574,0.10997603569209519,2.563066872736148,0.01854786129761267,0.03049893810774955
rim15KO,LYS12,P40495,normed_ratio,samplingTime,0.023012089136574206,0.006370740694914703,3.6121528466765374,0.001738556748758286,0.0038048378951670986
rim15KO,LYS12,P40495,normed_ratio,nutrientP,-0.056635574017015924,0.15552960121178858,-0.36414659058949067,0.7195700074365157,0.49834232955788416
rim15KO,LYS12,P40495,normed_ratio,samplingTime:nutrientP,-0.013025754159238382,0.009009587893110568,-1.4457658123518489,0.16373188821757848,0.1859605765708329
rim15KO,LYS12,P40495,ratio,(Intercept),0.03132505617432409,0.09218514503916485,0.3398058999746178,0.73754535038299,0.5042172752410697
rim15KO,LYS12,P40495,ratio,samplingTime,-0.009116565687890061,0.005340142070695085,-1.7071766194983324,0.10326804397034892,0.12909523179145022
rim15KO,LYS12,P40495,ratio,nutrientP,0.10863182865469274,0.13036948236371776,0.8332611795728455,0.41453825979497294,0.36120497732096873
rim15KO,LYS12,P40495,ratio,samplingTime:nutrientP,-0.003024344816335463,0.007552101341376131,-0.40046401387198177,0.6930603225862575,0.4883395937065344
rim15KO,LYS2,P07702,intensity,(Intercept),28.355976132514925,0.23158802188818456,122.44146265131869,3.106001931432849e-30,3.3889894072398174e-29
rim15KO,LYS2,P07702,intensity,samplingTime,-0.037148820287211344,0.013415533904391333,-2.769089963318668,0.011838036985363329,0.020633290185302938
rim15KO,LYS2,P07702,intensity,nutrientP,0.3521388504020343,0.3275149214374278,1.0751841438446064,0.2950926791340748,0.28622890573853293
rim15KO,LYS2,P07702,intensity,samplingTime:nutrientP,-0.006791197885195715,0.0189724299940663,-0.3579508733103608,0.7241301586290751,0.4999409689009469
rim15KO,LYS2,P07702,normed_intensity,(Intercept),27.99237324365424,0.10850438465359216,257.98379791767724,1.0548832728417293e-36,5.146788511445078e-35
rim15KO,LYS2,P07702,normed_intensity,samplingTime,0.029871728760542494,0.006285490239206755,4.752489881252665,1.2167872317017063e-4,3.4451519842994293e-4
rim15KO,LYS2,P07702,normed_intensity,nutrientP,0.1919819349993371,0.15344837235405714,1.2511174413526527,0.2253294997362205,0.2358071663376611
rim15KO,LYS2,P07702,normed_intensity,samplingTime:nutrientP,-0.023605649824085737,0.0088890255424499,-2.6555947793552854,0.01518035137637028,0.0256094718003139
rim15KO,LYS2,P07702,normed_ratio,(Intercept),-0.03809623626097659,0.11137765352048032,-0.3420455994251252,0.7358846971819556,0.50383258529707
rim15KO,LYS2,P07702,normed_ratio,samplingTime,0.013784411116445227,0.006451934235687632,2.1364773125242675,0.045185120849759855,0.06526739678298646
rim15KO,LYS2,P07702,normed_ratio,nutrientP,0.10883562147076344,0.15751178815395475,0.6909681030627728,0.49752778515637053,0.40553708468215005
rim15KO,LYS2,P07702,normed_ratio,samplingTime:nutrientP,-0.01284452906101071,0.009124412899648736,-1.4077101948669146,0.17457036044855218,0.19529372389239352
rim15KO,LYS2,P07702,ratio,(Intercept),-0.26041083200335446,0.10538840834841207,-2.4709627565722525,0.02258895923101949,0.03607515027923261
rim15KO,LYS2,P07702,ratio,samplingTime,-0.0168547406210311,0.0061049865783239544,-2.7608153441114287,0.012055864876176466,0.02096303149887777
rim15KO,LYS2,P07702,ratio,nutrientP,0.20932988251013307,0.14904171640323827,1.4045053127527247,0.17550888083080302,0.1961126150880269
rim15KO,LYS2,P07702,ratio,samplingTime:nutrientP,-0.005053234753745402,0.008633754817171449,-0.5852881927681286,0.5649000112545193,0.4365949944220793
rim15KO,LYS21,Q12122,intensity,(Intercept),30.225257469211094,0.24949094151597187,121.14771496533929,3.8401551242406e-30,4.075266662459412e-29
rim15KO,LYS21,Q12122,intensity,samplingTime,-0.06084014862378604,0.01445262219287862,-4.209627001373107,4.309095154973164e-4,0.0010953936681815052
rim15KO,LYS21,Q12122,intensity,nutrientP,0.3989251055554338,0.35283347318112007,1.1306328222171074,0.27158644787466285,0.27006935785835334
rim15KO,LYS21,Q12122,intensity,samplingTime:nutrientP,0.043960772746282614,0.020439094317023322,2.1508180384327766,0.04389694030104198,0.06368600750421331
rim15KO,LYS21,Q12122,normed_intensity,(Intercept),29.861654580350418,0.09371552467026123,318.6414917423647,1.5468049340174526e-38,1.5359228892555207e-36
rim15KO,LYS21,Q12122,normed_intensity,samplingTime,0.006180400423967836,0.0054287945824276485,1.1384480164294748,0.2683873466681082,0.2678992710730359
rim15KO,LYS21,Q12122,normed_intensity,nutrientP,0.2387681901527363,0.13253376599359382,1.8015649699735947,0.08671013450535531,0.1121697059133107
rim15KO,LYS21,Q12122,normed_intensity,samplingTime:nutrientP,0.027146320807392595,0.007677474925806762,3.535839722008602,0.0020754426472689475,0.004447055596403644
rim15KO,LYS21,Q12122,normed_ratio,(Intercept),0.1465965661571803,0.06410419778288712,2.2868481507823324,0.03324034347147037,0.05028164946767622
rim15KO,LYS21,Q12122,normed_ratio,samplingTime,0.017204041568388676,0.0037134564722235575,4.63289167304745,1.605874836004507e-4,4.457379794837626e-4
rim15KO,LYS21,Q12122,normed_ratio,nutrientP,0.0299246930885906,0.09065702590960624,0.3300868607627653,0.7447668478753271,0.5066301609066534
rim15KO,LYS21,Q12122,normed_ratio,samplingTime:nutrientP,-0.011991992277691703,0.005251620506300702,-2.2834841670878827,0.033472350405313364,0.050574525463296535
rim15KO,LYS21,Q12122,ratio,(Intercept),-0.10299164839260576,0.08704480600696086,-1.1832026874110058,0.25060307758015654,0.2551613754307154
rim15KO,LYS21,Q12122,ratio,samplingTime,-0.013480815576757007,0.005042370225655991,-2.6735076905233015,0.014599094807495102,0.024757819549957365
rim15KO,LYS21,Q12122,ratio,nutrientP,0.21882699794179686,0.1230999451891791,1.7776368430181273,0.0906739076893602,0.11638300850547306
rim15KO,LYS21,Q12122,ratio,samplingTime:nutrientP,-0.005625027369433972,0.007130988359628985,-0.7888145493658657,0.4394715082805567,0.375717431905153
rim15KO,LYS4,P49367,intensity,(Intercept),27.288827462149577,0.29129987521994993,93.67950275139931,6.515836229746061e-28,4.3527019573962864e-27
rim15KO,LYS4,P49367,intensity,samplingTime,-0.05964498830313104,0.01687454869425431,-3.5346123551997466,0.0020813559928293352,0.004456826443249639
rim15KO,LYS4,P49367,intensity,nutrientP,-0.20700535751504112,0.4119602342536435,-0.5024886877493815,0.620811734841199,0.4609760445300512
rim15KO,LYS4,P49367,intensity,samplingTime:nutrientP,0.04893024574919465,0.023864215622339643,2.05036052822915,0.053666670077198546,0.07540733845733082
rim15KO,LYS4,P49367,normed_intensity,(Intercept),26.92522457328889,0.16216479803355188,166.0361860267483,7.067034428699981e-33,1.3350344198003023e-31
rim15KO,LYS4,P49367,normed_intensity,samplingTime,0.007375560744622884,0.009393954524851365,0.7851390726994799,0.4415741189425252,0.376846531497983
rim15KO,LYS4,P49367,normed_intensity,nutrientP,-0.3671622729177372,0.22933565671854286,-1.6009820634579515,0.12505870756732992,0.15036317179591252
rim15KO,LYS4,P49367,normed_intensity,samplingTime:nutrientP,0.03211579381030455,0.0132850578933609,2.417437249283961,0.02530159470177637,0.039805693575406136
rim15KO,LYS4,P49367,normed_ratio,(Intercept),0.07561754311392654,0.07037036238643099,1.0745652082716477,0.29536311269086724,0.28631438746539867
rim15KO,LYS4,P49367,normed_ratio,samplingTime,-0.0055062083166946005,0.0040764456415422,-1.3507375789786056,0.1918652365892094,0.20973407883079828
rim15KO,LYS4,P49367,normed_ratio,nutrientP,-0.03749143607799519,0.09951872087600022,-0.3767274714544343,0.7103434136161617,0.4948697081172641
rim15KO,LYS4,P49367,normed_ratio,samplingTime:nutrientP,0.009019517470094865,0.00576496471254567,1.5645399269256,0.13337655407534,0.15828953204376686
rim15KO,LYS4,P49367,ratio,(Intercept),-0.12463588777111116,0.10655963937672325,-1.1696350372440962,0.25589860400139197,0.2590714425180605
rim15KO,LYS4,P49367,ratio,samplingTime,-0.035826840181965317,0.006172834170103852,-5.803953126666055,1.116418819719496e-5,3.690887715853646e-5
rim15KO,LYS4,P49367,ratio,nutrientP,0.10644031673370084,0.15069808720814812,0.7063149818662443,0.48813965757150923,0.4007994529050537
rim15KO,LYS4,P49367,ratio,samplingTime:nutrientP,0.012028404965493579,0.008729705801640933,1.3778705994001064,0.18346607741560494,0.20240576683224576
rim15KO,LYS9,P38999,intensity,(Intercept),28.565435345286126,0.19421406314707249,147.08221887955858,7.966440631566848e-32,1.2288592262276418e-30
rim15KO,LYS9,P38999,intensity,samplingTime,-0.04613973961097144,0.01125051860461562,-4.101121133388662,5.553660014008903e-4,0.0013741588013625836
rim15KO,LYS9,P38999,intensity,nutrientP,0.25270973007799324,0.27466016210617455,0.9200814859357143,0.3684952273477857,0.3338284289561822
rim15KO,LYS9,P38999,intensity,samplingTime:nutrientP,0.03290457684285352,0.015910635994378235,2.06808683540242,0.05181188482472278,0.0732543534728479
rim15KO,LYS9,P38999,normed_intensity,(Intercept),28.201832456425457,0.1396047170305123,202.0120312285838,1.4019182686605891e-34,3.8156893923874984e-33
rim15KO,LYS9,P38999,normed_intensity,samplingTime,0.020880809436782354,0.008087084121475232,2.5819948356087226,0.01780633041369778,0.029441309428053567
rim15KO,LYS9,P38999,normed_intensity,nutrientP,0.09255281467529618,0.19743088419580868,0.46878589969492224,0.6442921089717988,0.47010371730807415
rim15KO,LYS9,P38999,normed_intensity,samplingTime:nutrientP,0.016090124903963485,0.011436864044642376,1.4068651022830807,0.17481744582438424,0.19550584240703114
rim15KO,LYS9,P38999,normed_ratio,(Intercept),0.305284639917187,0.06325163636831442,4.8265097544593765,1.0252531360748031e-4,2.9416294422590546e-4
rim15KO,LYS9,P38999,normed_ratio,samplingTime,4.5663403810463005e-4,0.0036640689155203955,0.12462484975934898,0.9020646604323619,0.5528097534469505
rim15KO,LYS9,P38999,normed_ratio,nutrientP,-0.11897006582150928,0.08945132199436155,-1.3299978487630222,0.19848830896090786,0.214758198820979
rim15KO,LYS9,P38999,normed_ratio,samplingTime:nutrientP,-0.004984286321119154,0.00518177595379862,-0.9618876550355883,0.34759228358551275,0.320804461637073
rim15KO,LYS9,P38999,ratio,(Intercept),0.08832709562183626,0.10228713183247055,0.8635210904779447,0.3980888000817002,0.35170502949183574
rim15KO,LYS9,P38999,ratio,samplingTime,-0.03122857266764308,0.005925334453368226,-5.270347676305657,3.703659292295524e-5,1.1456529056944201e-4
rim15KO,LYS9,P38999,ratio,nutrientP,0.04737194766243026,0.1446558490937246,0.32748034703897316,0.746707702094639,0.5072617126287958
rim15KO,LYS9,P38999,ratio,samplingTime:nutrientP,-5.415287410210168e-4,0.008379688345549911,-0.06462397152378575,0.9491149751691015,0.5639267495366824
rim15KO,MAE1,P36013,intensity,(Intercept),27.169567447181706,0.29613927901832177,91.74590934794826,9.879296356997857e-28,6.3962941026958596e-27
rim15KO,MAE1,P36013,intensity,samplingTime,-0.11701825652919953,0.01715488782926123,-6.821277859339922,1.2463432739381716e-6,4.4875625169493935e-6
rim15KO,MAE1,P36013,intensity,nutrientP,0.4898494209162146,0.4188041847391008,1.1696383149117104,0.25589731467713933,0.2590714425180605
rim15KO,MAE1,P36013,intensity,samplingTime:nutrientP,0.1169471148511056,0.02426067502913037,4.820439444107982,1.0397412586674451e-4,2.980367599080101e-4
rim15KO,MAE1,P36013,normed_intensity,(Intercept),26.80596455832101,0.20379052246791138,131.53685575609555,7.422671385847961e-31,9.354080777063502e-30
rim15KO,MAE1,P36013,normed_intensity,samplingTime,-0.04999770748144511,0.011805267998195089,-4.235203088069603,4.0590077843950616e-4,0.0010370570703341921
rim15KO,MAE1,P36013,normed_intensity,nutrientP,0.32969250551353135,0.2882033207572192,1.1439580385378778,0.26614865417018935,0.26647851525447175
rim15KO,MAE1,P36013,normed_intensity,samplingTime:nutrientP,0.10013266291221501,0.01669517011049657,5.997702464215068,7.280321727214084e-6,2.453678276134237e-5
rim15KO,MAK11,P20484,intensity,(Intercept),26.723354885315562,0.30076332966837743,88.85177230475809,1.8727843105672405e-27,1.155361160687127e-26
rim15KO,MAK11,P20484,intensity,samplingTime,-0.06358579899261511,0.017422751891338656,-3.6495841408512177,0.0015936624203901598,0.0035271919160965006
rim15KO,MAK11,P20484,intensity,nutrientP,0.03912480786350619,0.4253435798815096,0.09198400943163502,0.9276258659728172,0.5592478203286905
rim15KO,MAK11,P20484,intensity,samplingTime:nutrientP,-0.010016133509061617,0.024639492018592613,-0.4065073054876125,0.6886869388652737,0.486715663665087
rim15KO,MAK11,P20484,normed_intensity,(Intercept),26.359751996454875,0.1596044474204642,165.15675109611686,7.8583880617034e-33,1.473261367165647e-31
rim15KO,MAK11,P20484,normed_intensity,samplingTime,0.0034347500551387936,0.009245637396111473,0.3714995416739337,0.7141720344362519,0.4963959126406254
rim15KO,MAK11,P20484,normed_intensity,nutrientP,-0.12103210753919044,0.225714774157084,-0.5362170375916967,0.5977226962031907,0.45066275201172035
rim15KO,MAK11,P20484,normed_intensity,samplingTime:nutrientP,-0.026830585447951718,0.013075305798364708,-2.0520044319963318,0.053492184686405334,0.07522100550835249
rim15KO,MAK11,P20484,normed_ratio,(Intercept),0.18779429574020237,0.058678630223060274,3.200386495497991,0.004492251151904566,0.008801872361094122
rim15KO,MAK11,P20484,normed_ratio,samplingTime,0.006458751669382997,0.0033991617822133557,1.9001012847283183,0.07193445152305349,0.09617868340858901
rim15KO,MAK11,P20484,normed_ratio,nutrientP,-0.23093427534744407,0.08298411468292763,-2.7828732791789887,0.011483502100142954,0.02007377932579837
rim15KO,MAK11,P20484,normed_ratio,samplingTime:nutrientP,-0.021448758800216662,0.004807140693106427,-4.461853764957364,2.3911031084539473e-4,6.412621800088221e-4
rim15KO,MAK11,P20484,ratio,(Intercept),-0.03932039446976295,0.0778998395493963,-0.5047557825177532,0.6192467258547705,0.46020216265712377
rim15KO,MAK11,P20484,ratio,samplingTime,-0.022521304553500893,0.004512616542517692,-4.990741921301326,7.020877339008077e-5,2.0728004813805407e-4
rim15KO,MAK11,P20484,ratio,nutrientP,-0.12489935719047263,0.11016700959744426,-1.1337273984912644,0.27031635558542677,0.26937572173927243
rim15KO,MAK11,P20484,ratio,samplingTime:nutrientP,-0.01625955901922097,0.006381803516217702,-2.5478000032281636,0.019167033939307607,0.03138647473611654
rim15KO,MAK16,P10962,intensity,(Intercept),25.02864983340254,0.4312058544642715,58.043390585450275,9.051195759952882e-24,3.8999482820904696e-23
rim15KO,MAK16,P10962,intensity,samplingTime,-0.10739794367697492,0.02497908446720322,-4.299514812802093,3.492602298033763e-4,9.05455541972542e-4
rim15KO,MAK16,P10962,intensity,nutrientP,0.056902943037911456,0.6098171675580517,0.09331148098990599,0.9265845509212531,0.5589846882390979
rim15KO,MAK16,P10962,intensity,samplingTime:nutrientP,0.00965244866145902,0.0353257600291819,0.2732410754499076,0.7874695676324984,0.521234001822871
rim15KO,MAK16,P10962,normed_intensity,(Intercept),24.665046944541857,0.2597632514194965,94.95202577638594,4.977691444903176e-28,3.398727814488139e-27
rim15KO,MAK16,P10962,normed_intensity,samplingTime,-0.04037739462922096,0.015047681128412371,-2.683296800660012,0.014290425681654083,0.02429147611353843
rim15KO,MAK16,P10962,normed_intensity,nutrientP,-0.10325397236478383,0.36736071316358415,-0.2810697188482571,0.7815441572088122,0.5191378427607278
rim15KO,MAK16,P10962,normed_intensity,samplingTime:nutrientP,-0.007162003277431179,0.02128063473406645,-0.33655026586054343,0.7399616328859284,0.5049432560633335
rim15KO,MAP1,Q01662,intensity,(Intercept),28.46253856027109,0.2964524291458986,96.01047507781863,3.9897115391558485e-28,2.7730109044572483e-27
rim15KO,MAP1,Q01662,intensity,samplingTime,-0.08945422555409609,0.01717302812908943,-5.208995459721479,4.2591155511969675e-5,1.303393577383492e-4
rim15KO,MAP1,Q01662,intensity,nutrientP,0.08075261256844754,0.4192470458965788,0.19261343248287993,0.849204138020147,0.5386925767986551
rim15KO,MAP1,Q01662,intensity,samplingTime:nutrientP,0.0027406535304485323,0.024286329287172923,0.11284758178322309,0.9112764129008064,0.5552177454033034
rim15KO,MAP1,Q01662,normed_intensity,(Intercept),28.098935671410427,0.14515648342929283,193.5768558701527,3.2886521830461268e-34,8.32058478066472e-33
rim15KO,MAP1,Q01662,normed_intensity,samplingTime,-0.022433676506342676,0.008408689313940934,-2.667915969870528,0.014778237603683249,0.02502939702140919
rim15KO,MAP1,Q01662,normed_intensity,nutrientP,-0.07940430283425963,0.20528226753209133,-0.3868054644410362,0.7029851403865248,0.4917685550337285
rim15KO,MAP1,Q01662,normed_intensity,samplingTime:nutrientP,-0.014073798408441007,0.011891682469556982,-1.1834993445603932,0.2504882170856561,0.25505756825788745
rim15KO,MAP1,Q01662,normed_ratio,(Intercept),-0.16899831402134455,0.07319154902369064,-2.308986710564674,0.0317500555780281,0.04836798228523901
rim15KO,MAP1,Q01662,normed_ratio,samplingTime,-0.017808816833006866,0.004239872595467504,-4.200318861478243,4.403897296182621e-4,0.0011172295618509256
rim15KO,MAP1,Q01662,normed_ratio,nutrientP,-0.061874342356774116,0.10350848128039855,-0.5977707487482119,0.5567016920207744,0.4331166127204918
rim15KO,MAP1,Q01662,normed_ratio,samplingTime:nutrientP,-0.018069553911025552,0.005996085327244158,-3.0135585010646344,0.0068630959738431386,0.012778175486963198
rim15KO,MAP1,Q01662,ratio,(Intercept),-0.41011367739948634,0.1307848653236698,-3.135788505684708,0.0052043499833188695,0.01001538329473908
rim15KO,MAP1,Q01662,ratio,samplingTime,-0.0492411430018647,0.007576163830174597,-6.499482337716278,2.4581739680135873e-6,8.666104836386884e-6
rim15KO,MAP1,Q01662,ratio,nutrientP,0.10772746873831904,0.18495773029387252,0.5824437214230237,0.5667769212737743,0.4373694333124609
rim15KO,MAP1,Q01662,ratio,samplingTime:nutrientP,-0.013869817473485,0.010714313639393406,-1.294512923580072,0.21023565168840933,0.2239370641670513
rim15KO,MAP2,P38174,intensity,(Intercept),27.634992872614035,0.33336655917335595,82.89671567880147,7.473160597558258e-27,4.211912533021996e-26
rim15KO,MAP2,P38174,intensity,samplingTime,-0.06408134120599204,0.01931140626668399,-3.3183156276166734,0.0034290953465344466,0.006932568451761885
rim15KO,MAP2,P38174,intensity,nutrientP,0.21911138063612842,0.4714515092246129,0.46475910321402225,0.6471239238735709,0.4710690269199397
rim15KO,MAP2,P38174,intensity,samplingTime:nutrientP,-0.05109803839075899,0.027310452650841272,-1.8710066451126715,0.07604823984649824,0.10076532014797862
rim15KO,MAP2,P38174,normed_intensity,(Intercept),27.271389983753345,0.1596888520771086,170.77829559814776,4.0253465165726134e-33,8.018230561237383e-32
rim15KO,MAP2,P38174,normed_intensity,samplingTime,0.0029392078417618127,0.009250526826590947,0.3177341028094705,0.7539801596867967,0.510016876039606
rim15KO,MAP2,P38174,normed_intensity,nutrientP,0.05895446523343042,0.22583414036723795,0.261052049692585,0.7967215956952005,0.5240845096413448
rim15KO,MAP2,P38174,normed_intensity,samplingTime:nutrientP,-0.06791249032964898,0.01308222049726106,-5.191205143184017,4.4355305890478255e-5,1.3544442039806063e-4
rim15KO,MAP2,P38174,normed_ratio,(Intercept),0.17319710527373622,0.08828778426939762,1.9617335139508074,0.06386268493605772,0.08724000375641208
rim15KO,MAP2,P38174,normed_ratio,samplingTime,-0.0034033061146627585,0.005114374023115745,-0.6654394260726005,0.5133712725366261,0.413509552638339
rim15KO,MAP2,P38174,normed_ratio,nutrientP,-0.1987795420641076,0.12485778190565211,-1.5920476804106127,0.1270566693043963,0.15227996515162678
rim15KO,MAP2,P38174,normed_ratio,samplingTime:nutrientP,-0.013672805724067802,0.007232817106538935,-1.8903845517822786,0.07328600482651919,0.09768830648758899
rim15KO,MAP2,P38174,ratio,(Intercept),-0.06601341752642269,0.10147449959521673,-0.6505419370359172,0.5227460917652411,0.41823073824929813
rim15KO,MAP2,P38174,ratio,samplingTime,-0.03347398718826089,0.005878259931802755,-5.694540149059899,1.4240380312271612e-5,4.6441643005526826e-5
rim15KO,MAP2,P38174,ratio,nutrientP,-0.036769798395882645,0.14350661356257863,-0.256223720169165,0.8003951252771788,0.5248840991463246
rim15KO,MAP2,P38174,ratio,samplingTime:nutrientP,-0.009189336350415135,0.008313114918709799,-1.1054022998928212,0.28210601623529286,0.27734787207370454
rim15KO,MAS2,P11914,intensity,(Intercept),26.551905560822892,0.3119959743115241,85.10335948857835,4.425196330524152e-27,2.585507968396134e-26
rim15KO,MAS2,P11914,intensity,samplingTime,-0.08067746190114826,0.01807344152466896,-4.46386825613867,2.3799004315705358e-4,6.385177532631877e-4
rim15KO,MAS2,P11914,intensity,nutrientP,-0.16088592751511946,0.44122893827716514,-0.36463140460215315,0.7192136264324012,0.49825268233721026
rim15KO,MAS2,P11914,intensity,samplingTime:nutrientP,0.02740392336500627,0.025559706122943907,1.0721533038444007,0.29641865837830444,0.2870207619716419
rim15KO,MAS2,P11914,normed_intensity,(Intercept),26.18830267196219,0.20308487812540965,128.95249963313518,1.1033677595152597e-30,1.3343655698129212e-29
rim15KO,MAS2,P11914,normed_intensity,samplingTime,-0.01365691285339394,0.011764391118967524,-1.160868651448959,0.2593644068790646,0.2616284996646238
rim15KO,MAS2,P11914,normed_intensity,nutrientP,-0.3210428429178068,0.2872053889578414,-1.1178162223304673,0.2768935316611455,0.27392691426976246
rim15KO,MAS2,P11914,normed_intensity,samplingTime:nutrientP,0.010589471426115745,0.01663736147350546,0.6364874287896664,0.53167652022515,0.4220306945800372
rim15KO,MBF1,O14467,intensity,(Intercept),30.391910548182928,0.2825296668328562,107.57068766928006,4.123450107227245e-29,3.527149820314127e-28
rim15KO,MBF1,O14467,intensity,samplingTime,-0.09247671221844177,0.016366504163253304,-5.6503643842326445,1.5716747427813607e-5,5.098718259293989e-5
rim15KO,MBF1,O14467,intensity,nutrientP,0.4009510584863858,0.39955728660777723,1.0034882904787987,0.3276126575107471,0.3076526049050643
rim15KO,MBF1,O14467,intensity,samplingTime:nutrientP,-7.805395354560439e-4,0.02314573215630854,-0.03372282761179806,0.9734324690407201,0.5693531135521144
rim15KO,MBF1,O14467,normed_intensity,(Intercept),30.028307659322216,0.17206311564401017,174.51914401834532,2.6104523543847024e-33,5.334285266043612e-32
rim15KO,MBF1,O14467,normed_intensity,samplingTime,-0.02545616317068727,0.0099673486685418,-2.553955321241055,0.018915092548565417,0.031021308169834436
rim15KO,MBF1,O14467,normed_intensity,nutrientP,0.2407941430837014,0.24333399172792944,0.9895622940872649,0.3342098515235279,0.3118618561628688
rim15KO,MBF1,O14467,normed_intensity,samplingTime:nutrientP,-0.017594991474346695,0.01409595966795322,-1.2482294138758376,0.22636288430021664,0.23651282750487948
rim15KO,MBF1,O14467,normed_ratio,(Intercept),-0.018139727489624346,0.07180331642138738,-0.2526307752022055,0.803131832482853,0.5258062755901257
rim15KO,MBF1,O14467,normed_ratio,samplingTime,-0.015167680071289576,0.004159454440022605,-3.6465551648660792,0.001604929438906955,0.003548551607116642
rim15KO,MBF1,O14467,normed_ratio,nutrientP,0.07528665769130481,0.1015452239064928,0.7414101303339682,0.46706209888231165,0.3901288987613603
rim15KO,MBF1,O14467,normed_ratio,samplingTime:nutrientP,-0.03077246194192008,0.005882356881152954,-5.231315026212523,4.047843308098189e-5,1.246072344103758e-4
rim15KO,MBF1,O14467,ratio,(Intercept),-0.27002543424871095,0.15156138843226416,-1.781624179098826,0.09000269149985837,0.11566422893061926
rim15KO,MBF1,O14467,ratio,samplingTime,-0.05549168323175921,0.008779715498806635,-6.3204420734705815,3.6080553312569602e-6,1.2576322692827223e-5
rim15KO,MBF1,O14467,ratio,nutrientP,0.26732308771892527,0.2143401710530047,1.247190792120896,0.22673540899876782,0.2368018859310598
rim15KO,MBF1,O14467,ratio,samplingTime:nutrientP,-0.01791628031879393,0.012416392732189604,-1.4429537390796137,0.1645136780260438,0.18659967861331841
rim15KO,MBR1,P23493,intensity,(Intercept),26.53833767401988,0.26560307974289304,99.91728145512961,1.7996575603987101e-28,1.3399108286917299e-27
rim15KO,MBR1,P23493,intensity,samplingTime,-0.06212278253369634,0.015385973300130031,-4.0376244857497134,6.44272719921118e-4,0.0015691888260373835
rim15KO,MBR1,P23493,intensity,nutrientP,0.2842417621055435,0.375619477580462,0.7567279629280026,0.4580352393433974,0.3854674756995542
rim15KO,MBR1,P23493,intensity,samplingTime:nutrientP,0.02380604262226703,0.02175905211135421,1.0940753531191125,0.28692425887955675,0.2807578390761458
rim15KO,MBR1,P23493,normed_intensity,(Intercept),26.174734785159163,0.14173180023250428,184.6779250825909,8.424974546100762e-34,1.9157364445448913e-32
rim15KO,MBR1,P23493,normed_intensity,samplingTime,0.004897766514058268,0.008210302742978733,0.5965390884333379,0.5575078419402624,0.4334152296667747
rim15KO,MBR1,P23493,normed_intensity,nutrientP,0.12408484670286221,0.20043903410836175,0.6190652796489691,0.5428613339003354,0.42712988603450774
rim15KO,MBR1,P23493,normed_intensity,samplingTime:nutrientP,0.006991590683376307,0.011611121490309547,0.6021460277727155,0.5538429254653825,0.431822114836566
rim15KO,MBR1,P23493,normed_ratio,(Intercept),0.04496239820642428,0.10004123861295099,0.4494386398031222,0.6579479830081539,0.47528888441328954
rim15KO,MBR1,P23493,normed_ratio,samplingTime,0.005934805107671464,0.005795233352342135,1.0240838887484869,0.3180235795917161,0.3013545260985139
rim15KO,MBR1,P23493,normed_ratio,nutrientP,0.29562320886198623,0.14147967644303824,2.0895100716533546,0.04964739650291819,0.07074073802261778
rim15KO,MBR1,P23493,normed_ratio,samplingTime:nutrientP,4.094915114324097e-4,0.008195697603999142,0.049964204539781426,0.9606465400369536,0.5666088125400107
rim15KO,MBR1,P23493,ratio,(Intercept),-0.19151509816228685,0.1349673529135482,-1.4189735075041419,0.1713039564890794,0.1925354746728974
rim15KO,MBR1,P23493,ratio,samplingTime,-0.023837137478385093,0.007818448830967084,-3.048832062949834,0.006338033705640778,0.011922504007328718
rim15KO,MBR1,P23493,ratio,nutrientP,0.44111048208431086,0.1908726609679357,2.311019712552821,0.03161633555766714,0.04818284672370065
rim15KO,MBR1,P23493,ratio,samplingTime:nutrientP,0.008063064469941546,0.011056956373473719,0.7292300157107706,0.4743151350040705,0.3936904628368655
rim15KO,MCA1,Q08601,intensity,(Intercept),27.73450588037294,0.38365175177831373,72.2908360298556,1.1449819909254865e-25,5.633676329852495e-25
rim15KO,MCA1,Q08601,intensity,samplingTime,-0.10762849966011552,0.022224349262528444,-4.842818945506021,9.873320957744418e-5,2.8398372943963567e-4
rim15KO,MCA1,Q08601,intensity,nutrientP,0.15778902619449642,0.5425655105930874,0.2908202292880994,0.7741831935746369,0.5163311700092759
rim15KO,MCA1,Q08601,intensity,samplingTime:nutrientP,-0.01762613140657928,0.03142997614198421,-0.560806388364841,0.5811586868602705,0.44342017346354723
rim15KO,MCA1,Q08601,normed_intensity,(Intercept),27.370902991512256,0.27194647106032577,100.64812712881492,1.5559944225021952e-28,1.1748738933375384e-27
