Protein IDs,Gene names,genotype,nutrient,samplingTime,replicate,ratio,normalized_ratio,intensity,normalized_intensity
Q06344,ESF1,WT,C,T00,R2,0.80313,0.83224,45508001,16891520.02
Q06344,ESF1,WT,C,T00,R3,1.0863,0.93009,37130001,8259364.961
Q06344,ESF1,WT,C,T06,R1,NaN,NaN,4081001,5529730.469
Q06344,ESF1,WT,C,T06,R2,0.63918,0.94959,15576001,14825614.88
Q06344,ESF1,WT,C,T06,R3,NaN,NaN,4150401,3432836.842
Q06344,ESF1,WT,C,T16,R1,NaN,NaN,1,2.150905836
Q06344,ESF1,WT,C,T16,R2,NaN,NaN,1,1.159966215
Q06344,ESF1,WT,C,T16,R3,NaN,NaN,1,1.312736488
Q06344,ESF1,WT,C,T30,R1,NaN,NaN,1,2.556824687
Q06344,ESF1,WT,C,T30,R2,NaN,NaN,1,1.391206704
Q06344,ESF1,WT,C,T30,R3,NaN,NaN,3069001,5298922.226
Q06344,ESF1,WT,P,T00,R1,0.89336,0.81822,39259001,14084063.51
Q06344,ESF1,WT,P,T00,R2,0.93019,0.94452,45508001,16891520.02
Q06344,ESF1,WT,P,T00,R3,1.0863,0.93009,37130001,8259364.961
Q06344,ESF1,WT,P,T06,R1,NaN,NaN,1,1.012070164
Q06344,ESF1,WT,P,T06,R2,NaN,NaN,1,1.811075906
Q06344,ESF1,WT,P,T06,R3,NaN,NaN,7646401,7801365.981
Q06344,ESF1,WT,P,T16,R1,NaN,NaN,1,1.59719397
Q06344,ESF1,WT,P,T16,R2,NaN,NaN,1,0.739450615
Q06344,ESF1,WT,P,T16,R3,NaN,NaN,3558101,4156803.725
Q06344,ESF1,WT,P,T30,R1,NaN,NaN,1,2.004207015
Q06344,ESF1,WT,P,T30,R2,NaN,NaN,1,1.396355382
Q06344,ESF1,WT,P,T30,R3,NaN,NaN,1,1.93674488
Q06385,VPS74,rim15KO,C,T00,R1,0.91093,1.0046,103940001,47362947.12
Q06385,VPS74,rim15KO,C,T00,R2,0.89434,0.91191,122270001,46220723.38
Q06385,VPS74,rim15KO,C,T00,R3,0.83037,0.92801,165440001,50584997.61
Q06385,VPS74,rim15KO,C,T06,R1,0.6607,0.90992,35658001,39395147.81
Q06385,VPS74,rim15KO,C,T06,R2,0.74338,0.89832,38020001,49677871.36
Q06385,VPS74,rim15KO,C,T06,R3,0.73614,1.1158,53411001,47365660.69
Q06385,VPS74,rim15KO,C,T16,R1,0.47362,0.99237,20120001,32225041.29
Q06385,VPS74,rim15KO,C,T16,R2,0.61044,1.106,81504001,174733137
Q06385,VPS74,rim15KO,C,T16,R3,0.55797,1.1302,38346001,49972067.59
Q06385,VPS74,rim15KO,C,T30,R1,0.47233,1.1055,21459001,37385122.66
Q06385,VPS74,rim15KO,C,T30,R2,NaN,NaN,10429001,26180652.97
Q06385,VPS74,rim15KO,C,T30,R3,0.4427,1.182,31304001,62572189.6
Q06385,VPS74,rim15KO,P,T00,R1,0.91093,1.0046,103940001,47362947.12
Q06385,VPS74,rim15KO,P,T00,R2,1.0867,1.1108,122270001,46220723.38
Q06385,VPS74,rim15KO,P,T00,R3,0.83037,0.92801,165440001,50584997.61
Q06385,VPS74,rim15KO,P,T06,R1,1.0783,1.0843,45890001,38660726.43
Q06385,VPS74,rim15KO,P,T06,R2,0.76567,0.85354,51889001,47238316.31
Q06385,VPS74,rim15KO,P,T06,R3,0.84622,0.90088,32680001,36295375.38
Q06385,VPS74,rim15KO,P,T16,R1,0.50925,0.66441,36725001,48826582.2
Q06385,VPS74,rim15KO,P,T16,R2,0.64773,0.81938,107320001,74077076.08
Q06385,VPS74,rim15KO,P,T16,R3,0.49209,0.82224,30847001,41423506.59
Q06385,VPS74,rim15KO,P,T30,R1,0.40369,0.67971,24223001,35645047.92
Q06385,VPS74,rim15KO,P,T30,R2,0.44411,0.82591,43364001,50489639.01
Q06385,VPS74,rim15KO,P,T30,R3,0.29609,0.6541,12747001,29902349.66
Q06385,VPS74,WT,C,T00,R1,1.1189,1.0006,97682001,35043161.34
Q06385,VPS74,WT,C,T00,R2,1.0867,1.1108,106390001,39489513.76
Q06385,VPS74,WT,C,T00,R3,1.2536,1.0833,202050001,44944913.92
Q06385,VPS74,WT,C,T06,R1,0.67093,1.0007,26443001,35830098.62
Q06385,VPS74,WT,C,T06,R2,0.70192,1.051,36901001,35123266.2
Q06385,VPS74,WT,C,T06,R3,0.76822,1.0147,56632001,46840876.21
Q06385,VPS74,WT,C,T16,R1,0.36727,0.87605,17178001,36948262.61
Q06385,VPS74,WT,C,T16,R2,0.41402,1.0527,70003001,81201116.1
Q06385,VPS74,WT,C,T16,R3,0.45079,0.87861,50166001,65854739.96
Q06385,VPS74,WT,C,T30,R1,0.38894,0.99639,24637001,62992492.37
Q06385,VPS74,WT,C,T30,R2,NaN,NaN,18355001,25535600.45
Q06385,VPS74,WT,C,T30,R3,0.5515,1.1043,41808001,72185491.55
Q06385,VPS74,WT,P,T00,R1,1.1189,1.0006,97682001,35043161.34
Q06385,VPS74,WT,P,T00,R2,0.89434,0.91191,106390001,39489513.76
Q06385,VPS74,WT,P,T00,R3,1.2536,1.0833,202050001,44944913.92
Q06385,VPS74,WT,P,T06,R1,0.74877,0.90413,37666001,38120635.82
Q06385,VPS74,WT,P,T06,R2,0.43549,0.81535,30824001,55824605.53
Q06385,VPS74,WT,P,T06,R3,0.81013,0.87194,18051001,18416829.71
Q06385,VPS74,WT,P,T16,R1,0.4112,0.70055,55310001,88340800.07
Q06385,VPS74,WT,P,T16,R2,0.53312,0.72489,63517001,46967685.42
Q06385,VPS74,WT,P,T16,R3,0.47015,0.793,20153001,23544039.26
Q06385,VPS74,WT,P,T30,R1,0.39164,0.75441,14403001,28866595.64
Q06385,VPS74,WT,P,T30,R2,0.48862,0.92773,26307001,36733922.43
Q06385,VPS74,WT,P,T30,R3,0.42256,0.79279,15995001,30978236.29
Q06405,ATP17,rim15KO,C,T00,R1,0.73464,0.80493,69751001,31783845.88
Q06405,ATP17,rim15KO,C,T00,R2,0.80414,0.83719,73735001,27873436.3
Q06405,ATP17,rim15KO,C,T00,R3,0.74297,0.85145,80878001,24729288.34
Q06405,ATP17,rim15KO,C,T06,R1,1.6405,2.3158,53449001,59050738.56
Q06405,ATP17,rim15KO,C,T06,R2,1.59,1.9541,55505001,72524203.76
Q06405,ATP17,rim15KO,C,T06,R3,NaN,NaN,36897001,32720802.78
Q06405,ATP17,rim15KO,C,T16,R1,1.7709,3.889,63744001,102095077.6
Q06405,ATP17,rim15KO,C,T16,R2,1.3966,2.6524,40088001,85943046.76
Q06405,ATP17,rim15KO,C,T16,R3,1.478,3.2975,97596001,127185986.3
Q06405,ATP17,rim15KO,C,T30,R1,1.3688,3.0371,55256001,96265076.61
Q06405,ATP17,rim15KO,C,T30,R2,0.50065,0.87199,42473001,106622954.5
Q06405,ATP17,rim15KO,C,T30,R3,1.2277,3.1002,61249001,122427931.9
Q06405,ATP17,rim15KO,P,T00,R1,0.73464,0.80493,69751001,31783845.88
Q06405,ATP17,rim15KO,P,T00,R2,0.70188,0.71964,73735001,27873436.3
Q06405,ATP17,rim15KO,P,T00,R3,0.74297,0.85145,80878001,24729288.34
Q06405,ATP17,rim15KO,P,T06,R1,1.4452,1.4557,81720001,68846252.65
Q06405,ATP17,rim15KO,P,T06,R2,1.658,1.8826,108030001,98347535.3
Q06405,ATP17,rim15KO,P,T06,R3,1.7915,1.9785,98034001,108879460.1
Q06405,ATP17,rim15KO,P,T16,R1,0.69058,1.0159,66946001,89005972.28
Q06405,ATP17,rim15KO,P,T16,R2,0.81009,1.0066,125750001,86798288.34
Q06405,ATP17,rim15KO,P,T16,R3,0.72746,1.2847,71966001,96640970.59
Q06405,ATP17,rim15KO,P,T30,R1,0.68331,1.0987,60037001,88346682.47
Q06405,ATP17,rim15KO,P,T30,R2,0.51437,0.93508,65327001,76061632.27
Q06405,ATP17,rim15KO,P,T30,R3,0.59369,1.218,62887001,147522471.6
Q06405,ATP17,WT,C,T00,R1,0.78001,0.69701,85693001,30742139.07
Q06405,ATP17,WT,C,T00,R2,0.70188,0.71964,81161001,30125091.04
Q06405,ATP17,WT,C,T00,R3,1.5811,1.3557,190120001,42291150.88
Q06405,ATP17,WT,C,T06,R1,1.5978,2.3823,48662001,65936702.69
Q06405,ATP17,WT,C,T06,R2,1.2258,1.8497,66237001,63045981.28
Q06405,ATP17,WT,C,T06,R3,NaN,NaN,78227001,64702309.75
Q06405,ATP17,WT,C,T16,R1,1.1846,2.7858,53075001,114159329.4
Q06405,ATP17,WT,C,T16,R2,0.99384,2.5567,46817001,54306139.44
Q06405,ATP17,WT,C,T16,R3,1.6534,3.0705,107940001,141696777.8
Q06405,ATP17,WT,C,T30,R1,0.99573,2.505,38526001,98504230.44
Q06405,ATP17,WT,C,T30,R2,0.34133,0.89644,58691001,81651314.06
Q06405,ATP17,WT,C,T30,R3,1.6535,3.1334,72165001,124599740.4
Q06405,ATP17,WT,P,T00,R1,0.78001,0.69701,85693001,30742139.07
Q06405,ATP17,WT,P,T00,R2,0.80414,0.83719,81161001,30125091.04
Q06405,ATP17,WT,P,T00,R3,1.5811,1.3557,190120001,42291150.88
Q06405,ATP17,WT,P,T06,R1,1.7179,2.1236,97584001,98761855.92
Q06405,ATP17,WT,P,T06,R2,0.96339,2.0989,57605001,104327029.4
Q06405,ATP17,WT,P,T06,R3,2.3447,2.5877,139240001,142061893.8
Q06405,ATP17,WT,P,T16,R1,0.79253,1.3984,64821001,103531711.9
Q06405,ATP17,WT,P,T16,R2,0.97596,1.4186,133620001,98805391.85
Q06405,ATP17,WT,P,T16,R3,1.1491,1.8148,121670001,142142764.7
Q06405,ATP17,WT,P,T30,R1,0.53614,1.0751,51946001,104110539.6
Q06405,ATP17,WT,P,T30,R2,0.66023,1.404,71487001,99821258.6
Q06405,ATP17,WT,P,T30,R3,0.94713,1.7843,97593001,189012745
Q06406,LSM6,rim15KO,C,T00,R1,1.0784,1.1828,235880001,107484817.3
Q06406,LSM6,rim15KO,C,T00,R2,0.98207,1.0052,360890001,136424280.4
Q06406,LSM6,rim15KO,C,T00,R3,0.89104,1.0079,363480001,111137783.3
Q06406,LSM6,rim15KO,C,T06,R1,0.88896,1.1859,136550001,150861162.2
Q06406,LSM6,rim15KO,C,T06,R2,0.89445,1.0596,69306001,90556930.87
Q06406,LSM6,rim15KO,C,T06,R3,0.82616,1.2224,203180001,180183011.1
Q06406,LSM6,rim15KO,C,T16,R1,0.69487,1.4943,90559001,145043111.4
Q06406,LSM6,rim15KO,C,T16,R2,NaN,NaN,43370001,92979194.04
Q06406,LSM6,rim15KO,C,T16,R3,0.66456,1.3082,120700001,157294853.5
Q06406,LSM6,rim15KO,C,T30,R1,0.56995,1.1084,67758001,118045624.7
Q06406,LSM6,rim15KO,C,T30,R2,0.67822,1.1773,76850001,192921949.7
Q06406,LSM6,rim15KO,C,T30,R3,0.5881,1.348,96160001,192209993.1
Q06406,LSM6,rim15KO,P,T00,R1,1.0784,1.1828,235880001,107484817.3
Q06406,LSM6,rim15KO,P,T00,R2,1.1858,1.2472,360890001,136424280.4
Q06406,LSM6,rim15KO,P,T00,R3,0.89104,1.0079,363480001,111137783.3
Q06406,LSM6,rim15KO,P,T06,R1,1.1891,1.1863,63278001,53309510.41
Q06406,LSM6,rim15KO,P,T06,R2,0.64244,0.72554,73591001,66995218.94
Q06406,LSM6,rim15KO,P,T06,R3,NaN,NaN,39320001,43669955.7
Q06406,LSM6,rim15KO,P,T16,R1,0.61066,0.89646,56006001,74461035.73
Q06406,LSM6,rim15KO,P,T16,R2,0.53225,0.67782,75856001,52359212.68
Q06406,LSM6,rim15KO,P,T16,R3,0.40729,0.69321,50305001,67553067.48
Q06406,LSM6,rim15KO,P,T30,R1,0.41371,0.59042,47531001,69943637.8
Q06406,LSM6,rim15KO,P,T30,R2,0.36159,0.65106,73681001,85788374.14
Q06406,LSM6,rim15KO,P,T30,R3,NaN,NaN,5500801,12903966.58
Q06406,LSM6,WT,C,T00,R1,0.99167,0.92933,326060001,116973169.1
Q06406,LSM6,WT,C,T00,R2,1.1858,1.2472,244010001,90570882.61
Q06406,LSM6,WT,C,T00,R3,0.86211,0.76842,336050001,74752478.55
Q06406,LSM6,WT,C,T06,R1,0.71378,1.0551,57144001,77429758.88
Q06406,LSM6,WT,C,T06,R2,0.65944,1.0003,64233001,61138525.56
Q06406,LSM6,WT,C,T06,R3,0.65631,0.92596,116490001,96350007.43
Q06406,LSM6,WT,C,T16,R1,0.4219,1.0144,44327001,95343205.16
Q06406,LSM6,WT,C,T16,R2,NaN,NaN,61714001,71586156.15
Q06406,LSM6,WT,C,T16,R3,0.43167,0.78011,82626001,108466166.4
Q06406,LSM6,WT,C,T30,R1,0.377,0.96465,63822001,163181667.7
Q06406,LSM6,WT,C,T30,R2,0.35947,0.96862,68597001,95432607.68
Q06406,LSM6,WT,C,T30,R3,0.50692,0.95772,48381001,83534401.43
Q06406,LSM6,WT,P,T00,R1,0.99167,0.92933,326060001,116973169.1
Q06406,LSM6,WT,P,T00,R2,0.98207,1.0052,244010001,90570882.61
Q06406,LSM6,WT,P,T00,R3,0.86211,0.76842,336050001,74752478.55
Q06406,LSM6,WT,P,T06,R1,1.1196,1.4054,57819001,58516885.84
Q06406,LSM6,WT,P,T06,R2,0.35245,0.74282,31493001,57036215.31
Q06406,LSM6,WT,P,T06,R3,NaN,NaN,59109001,60306927.34
Q06406,LSM6,WT,P,T16,R1,0.72792,1.1935,71129001,113606811.5
Q06406,LSM6,WT,P,T16,R2,0.57855,0.76335,70356001,52024788.18
Q06406,LSM6,WT,P,T16,R3,0.44629,0.68775,68137001,79602051.65
Q06406,LSM6,WT,P,T30,R1,0.39179,0.74283,74565001,149443698.1
Q06406,LSM6,WT,P,T30,R2,0.31898,0.68347,40543001,56612437.66
Q06406,LSM6,WT,P,T30,R3,NaN,NaN,35234001,68239271.03
Q06408,ARO10,rim15KO,C,T00,R1,1.2078,1.3231,226420001,103174123.8
Q06408,ARO10,rim15KO,C,T00,R2,1.0273,1.0609,252790001,95560126.06
Q06408,ARO10,rim15KO,C,T00,R3,1.4298,1.623,471380001,144129328.3
Q06408,ARO10,rim15KO,C,T06,R1,NaN,NaN,1,1.104805281
Q06408,ARO10,rim15KO,C,T06,R2,NaN,NaN,1,1.306624673
Q06408,ARO10,rim15KO,C,T06,R3,NaN,NaN,1,0.886814697
Q06408,ARO10,rim15KO,C,T16,R1,NaN,NaN,1,1.601642131
Q06408,ARO10,rim15KO,C,T16,R2,NaN,NaN,1,2.143859624
Q06408,ARO10,rim15KO,C,T16,R3,NaN,NaN,1,1.303188502
Q06408,ARO10,rim15KO,C,T30,R1,NaN,NaN,1,1.742165102
Q06408,ARO10,rim15KO,C,T30,R2,NaN,NaN,1,2.510370165
Q06408,ARO10,rim15KO,C,T30,R3,NaN,NaN,1,1.99885598
Q06408,ARO10,rim15KO,P,T00,R1,1.2078,1.3231,226420001,103174123.8
Q06408,ARO10,rim15KO,P,T00,R2,1.2187,1.2809,252790001,95560126.06
Q06408,ARO10,rim15KO,P,T00,R3,1.4298,1.623,471380001,144129328.3
Q06408,ARO10,rim15KO,P,T06,R1,NaN,NaN,1,0.842465147
Q06408,ARO10,rim15KO,P,T06,R2,NaN,NaN,1,0.910372437
Q06408,ARO10,rim15KO,P,T06,R3,NaN,NaN,1,1.110629568
Q06408,ARO10,rim15KO,P,T16,R1,NaN,NaN,1,1.32951888
Q06408,ARO10,rim15KO,P,T16,R2,NaN,NaN,1,0.690244832
Q06408,ARO10,rim15KO,P,T16,R3,NaN,NaN,1,1.342869817
Q06408,ARO10,rim15KO,P,T30,R1,NaN,NaN,1,1.471537235
Q06408,ARO10,rim15KO,P,T30,R2,NaN,NaN,1,1.164321507
Q06408,ARO10,rim15KO,P,T30,R3,NaN,NaN,1,2.345834103
Q06408,ARO10,WT,C,T00,R1,1.2284,1.1149,242430001,86971126.22
Q06408,ARO10,WT,C,T00,R2,1.2187,1.2809,222110001,82442107.88
Q06408,ARO10,WT,C,T00,R3,1.7265,1.4905,629710001,140075534
Q06408,ARO10,WT,C,T06,R1,NaN,NaN,1,1.354993657
Q06408,ARO10,WT,C,T06,R2,NaN,NaN,1,0.951824212
Q06408,ARO10,WT,C,T06,R3,NaN,NaN,1,0.82710968
Q06408,ARO10,WT,C,T16,R1,NaN,NaN,1,2.150905836
Q06408,ARO10,WT,C,T16,R2,NaN,NaN,1,1.159966215
Q06408,ARO10,WT,C,T16,R3,NaN,NaN,1,1.312736488
Q06408,ARO10,WT,C,T30,R1,NaN,NaN,1,2.556824687
Q06408,ARO10,WT,C,T30,R2,NaN,NaN,1,1.391206704
Q06408,ARO10,WT,C,T30,R3,NaN,NaN,1,1.726595145
Q06408,ARO10,WT,P,T00,R1,1.2284,1.1149,242430001,86971126.22
Q06408,ARO10,WT,P,T00,R2,1.0273,1.0609,222110001,82442107.88
Q06408,ARO10,WT,P,T00,R3,1.7265,1.4905,629710001,140075534
Q06408,ARO10,WT,P,T06,R1,NaN,NaN,1,1.012070164
Q06408,ARO10,WT,P,T06,R2,NaN,NaN,1,1.811075906
Q06408,ARO10,WT,P,T06,R3,NaN,NaN,1,1.020266395
Q06408,ARO10,WT,P,T16,R1,NaN,NaN,1,1.59719397
Q06408,ARO10,WT,P,T16,R2,NaN,NaN,1,0.739450615
Q06408,ARO10,WT,P,T16,R3,NaN,NaN,1,1.16826468
Q06408,ARO10,WT,P,T30,R1,NaN,NaN,1,2.004207015
Q06408,ARO10,WT,P,T30,R2,NaN,NaN,1,1.396355382
Q06408,ARO10,WT,P,T30,R3,NaN,NaN,1,1.93674488
Q06440,CRN1,rim15KO,C,T00,R1,0.94105,1.046,404350001,184252525.8
Q06440,CRN1,rim15KO,C,T00,R2,0.99473,1.0313,537240001,203088421.3
Q06440,CRN1,rim15KO,C,T00,R3,0.92207,1.0416,635360001,194267915.5
Q06440,CRN1,rim15KO,C,T06,R1,0.74867,1.0761,146220001,161544629.3
Q06440,CRN1,rim15KO,C,T06,R2,0.89509,1.0455,164540001,214992024.9
Q06440,CRN1,rim15KO,C,T06,R3,0.63504,1.0037,168480001,149410541.1
Q06440,CRN1,rim15KO,C,T16,R1,0.41937,0.93425,93485001,149729516.3
Q06440,CRN1,rim15KO,C,T16,R2,0.50862,0.97834,120820001,259021121.9
Q06440,CRN1,rim15KO,C,T16,R3,0.39311,0.90642,125890001,164058401.8
Q06440,CRN1,rim15KO,C,T30,R1,0.52828,1.0816,93504001,162899407.4
Q06440,CRN1,rim15KO,C,T30,R2,0.46596,0.89648,68331001,171536106.3
Q06440,CRN1,rim15KO,C,T30,R3,0.40422,0.96497,129360001,258572011.6
Q06440,CRN1,rim15KO,P,T00,R1,0.94105,1.046,404350001,184252525.8
Q06440,CRN1,rim15KO,P,T00,R2,1.046,1.1017,537240001,203088421.3
Q06440,CRN1,rim15KO,P,T00,R3,0.92207,1.0416,635360001,194267915.5
Q06440,CRN1,rim15KO,P,T06,R1,0.84647,0.84627,188600001,158888927.5
Q06440,CRN1,rim15KO,P,T06,R2,0.70761,0.81752,169410001,154226195.5
Q06440,CRN1,rim15KO,P,T06,R3,0.73619,0.81531,162670001,180666112.9
Q06440,CRN1,rim15KO,P,T16,R1,0.51026,0.7292,116360001,154702818.2
Q06440,CRN1,rim15KO,P,T16,R2,0.65969,0.85606,283700001,195822459.6
Q06440,CRN1,rim15KO,P,T16,R3,0.48621,0.81412,119790001,160862376.7
Q06440,CRN1,rim15KO,P,T30,R1,0.49474,0.75357,125260001,184324755.6
Q06440,CRN1,rim15KO,P,T30,R2,0.42558,0.83429,167860001,195443009.4
Q06440,CRN1,rim15KO,P,T30,R3,0.41359,0.84707,114960001,269677090.9
Q06440,CRN1,WT,C,T00,R1,1.0919,1.0306,592480001,212550644.5
Q06440,CRN1,WT,C,T00,R2,1.046,1.1017,447840001,166227875.9
Q06440,CRN1,WT,C,T00,R3,1.1448,1.0073,835190001,185783432.4
Q06440,CRN1,WT,C,T06,R1,0.71246,1.089,168380001,228153833.3
Q06440,CRN1,WT,C,T06,R2,0.65697,1.0052,163600001,155718442
Q06440,CRN1,WT,C,T06,R3,0.73161,1.0237,211960001,175314168.6
Q06440,CRN1,WT,C,T16,R1,0.44061,1.0214,100790001,216789801.4
Q06440,CRN1,WT,C,T16,R2,0.45046,1.1834,137620001,159634551.7
Q06440,CRN1,WT,C,T16,R3,0.50702,0.96035,133770001,175604761.3
Q06440,CRN1,WT,C,T30,R1,0.4748,1.1956,79194001,202485176.8
Q06440,CRN1,WT,C,T30,R2,0.4148,1.0818,96594001,134382221.8
Q06440,CRN1,WT,C,T30,R3,0.66545,1.2614,168070001,290188847.7
Q06440,CRN1,WT,P,T00,R1,1.0919,1.0306,592480001,212550644.5
Q06440,CRN1,WT,P,T00,R2,0.99473,1.0313,447840001,166227875.9
Q06440,CRN1,WT,P,T00,R3,1.1448,1.0073,835190001,185783432.4
Q06440,CRN1,WT,P,T06,R1,0.69263,0.89706,173330001,175422122.6
Q06440,CRN1,WT,P,T06,R2,0.3763,0.84024,101420001,183679320.2
Q06440,CRN1,WT,P,T06,R3,0.75868,0.83734,169960001,173404477.5
Q06440,CRN1,WT,P,T16,R1,0.47112,0.84593,122490001,195640291
Q06440,CRN1,WT,P,T16,R2,0.6303,0.89238,230980001,170798303.7
Q06440,CRN1,WT,P,T16,R3,0.49495,0.80676,124500001,145448953.8
Q06440,CRN1,WT,P,T30,R1,0.47738,0.91794,89199001,178773263.6
Q06440,CRN1,WT,P,T30,R2,0.36944,0.7955,130860001,182727066.7
Q06440,CRN1,WT,P,T30,R3,0.44277,0.83137,119680001,231789629.1
Q06449,PIN3,rim15KO,C,T00,R1,0.95578,1.0627,358430001,163327891.3
Q06449,PIN3,rim15KO,C,T00,R2,0.95509,0.9858,481860001,182153575.1
Q06449,PIN3,rim15KO,C,T00,R3,1.0892,1.2447,503580001,153974812.6
Q06449,PIN3,rim15KO,C,T06,R1,0.84825,1.1419,129930001,143547351.2
Q06449,PIN3,rim15KO,C,T06,R2,0.96616,1.1166,43084001,56294618.7
Q06449,PIN3,rim15KO,C,T06,R3,0.79392,1.1334,62895001,55776211.28
Q06449,PIN3,rim15KO,C,T16,R1,0.8363,1.6709,40359001,64640676.38
Q06449,PIN3,rim15KO,C,T16,R2,0.74139,1.3054,21951001,47059864.75
Q06449,PIN3,rim15KO,C,T16,R3,0.79353,1.5618,41112001,53576686.99
Q06449,PIN3,rim15KO,C,T30,R1,NaN,NaN,4341201,7563088.882
Q06449,PIN3,rim15KO,C,T30,R2,0.52556,0.96089,69887001,175442242.3
Q06449,PIN3,rim15KO,C,T30,R3,0.5887,1.3277,83750001,167404190.3
Q06449,PIN3,rim15KO,P,T00,R1,0.95578,1.0627,358430001,163327891.3
Q06449,PIN3,rim15KO,P,T00,R2,1.2881,1.3355,481860001,182153575.1
Q06449,PIN3,rim15KO,P,T00,R3,1.0892,1.2447,503580001,153974812.6
Q06449,PIN3,rim15KO,P,T06,R1,1.0655,1.0789,152230001,128248470.2
Q06449,PIN3,rim15KO,P,T06,R2,1.0761,1.183,63584001,57885121.96
Q06449,PIN3,rim15KO,P,T06,R3,1.1602,1.2003,56410001,62650615.01
Q06449,PIN3,rim15KO,P,T16,R1,0.59087,0.84593,90057001,119732483.1
Q06449,PIN3,rim15KO,P,T16,R2,0.6701,0.85655,76131001,52549030.01
Q06449,PIN3,rim15KO,P,T16,R3,0.54496,0.98101,31932001,42880520.34
Q06449,PIN3,rim15KO,P,T30,R1,0.53291,0.92497,54046001,79530702.89
Q06449,PIN3,rim15KO,P,T30,R2,0.46425,0.82316,47209001,54966455.2
Q06449,PIN3,rim15KO,P,T30,R3,0.44744,0.90715,42228001,99059884.86
Q06449,PIN3,WT,C,T00,R1,1.1944,1.0857,449020001,161084746.2
Q06449,PIN3,WT,C,T00,R2,1.2881,1.3355,381360001,141552033.7
Q06449,PIN3,WT,C,T00,R3,1.2778,1.0924,764050001,169958729.8
Q06449,PIN3,WT,C,T06,R1,0.67168,0.99115,105690001,143209280.9
Q06449,PIN3,WT,C,T06,R2,0.7477,1.1017,49920001,47515065.61
Q06449,PIN3,WT,C,T06,R3,0.72,0.96357,49547001,40980804.13
Q06449,PIN3,WT,C,T16,R1,0.34271,0.79027,19745001,42469637.89
Q06449,PIN3,WT,C,T16,R2,0.38945,0.99557,35084001,40696255.84
Q06449,PIN3,WT,C,T16,R3,0.38342,0.69442,18807001,24688636.44
Q06449,PIN3,WT,C,T30,R1,NaN,NaN,1873201,4789446.56
Q06449,PIN3,WT,C,T30,R2,0.36805,0.97135,106270001,147843537.8
Q06449,PIN3,WT,C,T30,R3,0.41843,0.78647,91220001,157500010.8
Q06449,PIN3,WT,P,T00,R1,1.1944,1.0857,449020001,161084746.2
Q06449,PIN3,WT,P,T00,R2,0.95509,0.9858,381360001,141552033.7
Q06449,PIN3,WT,P,T00,R3,1.2778,1.0924,764050001,169958729.8
Q06449,PIN3,WT,P,T06,R1,0.77381,0.95741,133640001,135253057.8
Q06449,PIN3,WT,P,T06,R2,0.59315,1.203,28609001,51813072.4
Q06449,PIN3,WT,P,T06,R3,1.0326,1.0903,51313001,52352930.53
Q06449,PIN3,WT,P,T16,R1,0.4029,0.69043,68154001,108855159.4
Q06449,PIN3,WT,P,T16,R2,0.60812,0.7984,67785001,50123660.65
Q06449,PIN3,WT,P,T16,R3,0.42714,0.69576,44022001,51429348.9
Q06449,PIN3,WT,P,T30,R1,0.40877,0.79363,25638001,51383861.46
Q06449,PIN3,WT,P,T30,R2,0.37976,0.78727,31050001,43356836.01
Q06449,PIN3,WT,P,T30,R3,0.42322,0.7621,42129001,81593126.97
Q06451,TPO3,rim15KO,C,T00,R3,0.98779,NA,NA,NA
Q06451,TPO3,rim15KO,P,T00,R3,0.98779,NA,NA,NA
Q06451,TPO3,WT,C,T00,R3,1.578,NA,NA,NA
Q06451,TPO3,WT,P,T00,R3,1.578,NA,NA,NA
Q06488,RSC2,rim15KO,C,T00,R1,0.92809,1.0284,35773001,16300892.23
Q06488,RSC2,rim15KO,C,T00,R2,0.91357,0.94309,47482001,17949230.52
Q06488,RSC2,rim15KO,C,T00,R3,NaN,NaN,3609801,1103734.126
Q06488,RSC2,rim15KO,C,T06,R1,0.5568,0.79344,10862001,12000396.06
Q06488,RSC2,rim15KO,C,T06,R2,NaN,NaN,12832001,16766609.11
Q06488,RSC2,rim15KO,C,T06,R3,NaN,NaN,1,0.886814697
Q06488,RSC2,rim15KO,C,T16,R1,0.7664,1.6687,13423001,21498843.93
Q06488,RSC2,rim15KO,C,T16,R2,NaN,NaN,1,2.143859624
Q06488,RSC2,rim15KO,C,T16,R3,NaN,NaN,1,1.303188502
Q06488,RSC2,rim15KO,C,T30,R1,NaN,NaN,5693401,9918844.533
Q06488,RSC2,rim15KO,C,T30,R2,NaN,NaN,6528901,16389958.28
Q06488,RSC2,rim15KO,C,T30,R3,NaN,NaN,1,1.99885598
Q06488,RSC2,rim15KO,P,T00,R1,0.92809,1.0284,35773001,16300892.23
Q06488,RSC2,rim15KO,P,T00,R2,0.93946,0.98623,47482001,17949230.52
Q06488,RSC2,rim15KO,P,T00,R3,NaN,NaN,3609801,1103734.126
Q06488,RSC2,rim15KO,P,T06,R1,NaN,NaN,16983001,14307586.43
Q06488,RSC2,rim15KO,P,T06,R2,NaN,NaN,8464701,7706030.48
Q06488,RSC2,rim15KO,P,T06,R3,NaN,NaN,1,1.110629568
Q06488,RSC2,rim15KO,P,T16,R1,NaN,NaN,1,1.32951888
Q06488,RSC2,rim15KO,P,T16,R2,NaN,NaN,29781001,20556182.04
