Protein IDs,Gene names,genotype,nutrient,samplingTime,replicate,ratio,normalized_ratio,intensity,normalized_intensity
P05743,RPL26A,rim15KO,C,T00,R2,0.98458,1.0119,791360001,299151315.9
P05743,RPL26A,rim15KO,C,T00,R3,0.8544,0.9854,871750001,266546611.8
P05743,RPL26A,rim15KO,C,T06,R1,NaN,NaN,205450001,226982246
P05743,RPL26A,rim15KO,C,T06,R2,NaN,NaN,201090001,262749156.7
P05743,RPL26A,rim15KO,C,T06,R3,NaN,NaN,257820001,228638566.2
P05743,RPL26A,rim15KO,C,T16,R1,0.31446,0.72918,152060001,243545704.1
P05743,RPL26A,rim15KO,C,T16,R2,NaN,NaN,1,2.143859624
P05743,RPL26A,rim15KO,C,T16,R3,NaN,NaN,155110001,202137569.8
P05743,RPL26A,rim15KO,C,T30,R1,NaN,NaN,140900001,245471064.6
P05743,RPL26A,rim15KO,C,T30,R2,NaN,NaN,132890001,333603093.8
P05743,RPL26A,rim15KO,C,T30,R3,NaN,NaN,121280001,242421255.3
P05743,RPL26A,rim15KO,P,T00,R1,0.91037,0.98003,589380001,268566226.2
P05743,RPL26A,rim15KO,P,T00,R2,0.99166,1.0443,791360001,299151315.9
P05743,RPL26A,rim15KO,P,T00,R3,0.8544,0.9854,871750001,266546611.8
P05743,RPL26A,rim15KO,P,T06,R1,NaN,NaN,143320001,120742105.7
P05743,RPL26A,rim15KO,P,T06,R2,NaN,NaN,187690001,170867803.7
P05743,RPL26A,rim15KO,P,T06,R3,NaN,NaN,158670001,176223594.6
P05743,RPL26A,rim15KO,P,T16,R1,NaN,NaN,76879001,102212083.3
P05743,RPL26A,rim15KO,P,T16,R2,NaN,NaN,131190001,90553220.22
P05743,RPL26A,rim15KO,P,T16,R3,NaN,NaN,72890001,97881782.3
P05743,RPL26A,rim15KO,P,T30,R1,NaN,NaN,49725001,73172190.5
P05743,RPL26A,rim15KO,P,T30,R2,NaN,NaN,83790001,97558500.26
P05743,RPL26A,rim15KO,P,T30,R3,NaN,NaN,40351001,94656754.25
P05743,RPL26A,WT,C,T00,R1,1.1452,1.0734,877940001,314958669.8
P05743,RPL26A,WT,C,T00,R2,0.99166,1.0443,719870001,267199135.6
P05743,RPL26A,WT,C,T00,R3,1.2079,1.1234,1284000001,285618753.9
P05743,RPL26A,WT,C,T06,R1,NaN,NaN,217620001,294873721
P05743,RPL26A,WT,C,T06,R2,NaN,NaN,230490001,219385963.6
P05743,RPL26A,WT,C,T06,R3,NaN,NaN,339640001,280919532.5
P05743,RPL26A,WT,C,T16,R1,0.45705,1.1055,169650001,364901177.3
P05743,RPL26A,WT,C,T16,R2,NaN,NaN,1,1.159966215
P05743,RPL26A,WT,C,T16,R3,NaN,NaN,258010001,338699142.5
P05743,RPL26A,WT,C,T30,R1,NaN,NaN,139340001,356267954.4
P05743,RPL26A,WT,C,T30,R2,NaN,NaN,164850001,229340426.6
P05743,RPL26A,WT,C,T30,R3,NaN,NaN,212750001,367333118.8
P05743,RPL26A,WT,P,T00,R1,1.1452,1.0734,877940001,314958669.8
P05743,RPL26A,WT,P,T00,R2,0.98458,1.0119,719870001,267199135.6
P05743,RPL26A,WT,P,T00,R3,1.2079,1.1234,1284000001,285618753.9
P05743,RPL26A,WT,P,T06,R1,NaN,NaN,127580001,129119912.6
P05743,RPL26A,WT,P,T06,R2,NaN,NaN,128210001,232198043.7
P05743,RPL26A,WT,P,T06,R3,NaN,NaN,171320001,174792039.8
P05743,RPL26A,WT,P,T16,R1,NaN,NaN,97900001,156365291.3
P05743,RPL26A,WT,P,T16,R2,NaN,NaN,128920001,95329973.97
P05743,RPL26A,WT,P,T16,R3,NaN,NaN,118050001,137913646.6
P05743,RPL26A,WT,P,T30,R1,NaN,NaN,1,2.004207015
P05743,RPL26A,WT,P,T30,R2,NaN,NaN,78270001,109292737.2
P05743,RPL26A,WT,P,T30,R3,NaN,NaN,51524001,99788845.11
P05744,RPL33A,rim15KO,C,T00,R1,0.90173,0.99779,5170800001,2356208627
P05744,RPL33A,rim15KO,C,T00,R2,0.97246,1.0133,6540200001,2472338044
P05744,RPL33A,rim15KO,C,T00,R3,0.84583,0.95932,8148800001,2491580187
P05744,RPL33A,rim15KO,C,T06,R1,0.59238,0.84682,1686200001,1862922666
P05744,RPL33A,rim15KO,C,T06,R2,0.69595,0.84414,2063900001,2696742663
P05744,RPL33A,rim15KO,C,T06,R3,0.53994,0.78929,2464600001,2185643504
P05744,RPL33A,rim15KO,C,T16,R1,0.3364,0.80074,1343100001,2151165548
P05744,RPL33A,rim15KO,C,T16,R2,0.40362,0.77939,1101500001,2361461378
P05744,RPL33A,rim15KO,C,T16,R3,0.30779,0.72571,1660200001,2163553552
P05744,RPL33A,rim15KO,C,T30,R1,0.34361,0.67803,1132800001,1973524629
P05744,RPL33A,rim15KO,C,T30,R2,0.38202,0.67335,1187900001,2982068722
P05744,RPL33A,rim15KO,C,T30,R3,0.2731,0.69206,1374900001,2748227089
P05744,RPL33A,rim15KO,P,T00,R1,0.90173,0.99779,5170800001,2356208627
P05744,RPL33A,rim15KO,P,T00,R2,0.97247,0.98945,6540200001,2472338044
P05744,RPL33A,rim15KO,P,T00,R3,0.84583,0.95932,8148800001,2491580187
P05744,RPL33A,rim15KO,P,T06,R1,0.47917,0.47893,1769400001,1490657832
P05744,RPL33A,rim15KO,P,T06,R2,0.40633,0.45691,1330000001,1210795342
P05744,RPL33A,rim15KO,P,T06,R3,0.4059,0.42391,1257200001,1396283493
P05744,RPL33A,rim15KO,P,T16,R1,0.17414,0.22899,472630001,628370509.7
P05744,RPL33A,rim15KO,P,T16,R2,0.22477,0.2788,641130001,442536669.9
P05744,RPL33A,rim15KO,P,T16,R3,0.1625,0.26463,437060001,586914683.5
P05744,RPL33A,rim15KO,P,T30,R1,0.11343,0.16199,278960001,410500028.6
P05744,RPL33A,rim15KO,P,T30,R2,0.10418,0.19664,230050001,267852163.9
P05744,RPL33A,rim15KO,P,T30,R3,0.089412,0.15372,239860001,562671770.4
P05744,RPL33A,WT,C,T00,R1,1.1249,1.0059,6224200001,2232915405
P05744,RPL33A,WT,C,T00,R2,0.97247,0.98945,6977300001,2589812781
P05744,RPL33A,WT,C,T00,R3,1.179,1.0524,11002000001,2447334524
P05744,RPL33A,WT,C,T06,R1,0.61355,0.95876,1664000001,2254709446
P05744,RPL33A,WT,C,T06,R2,0.63723,0.94973,2261900001,2152931186
P05744,RPL33A,WT,C,T06,R3,0.68822,0.96482,2836700001,2346262030
P05744,RPL33A,WT,C,T16,R1,0.37655,0.86857,1265400001,2721756248
P05744,RPL33A,WT,C,T16,R2,0.35886,0.92273,1452700001,1685082922
P05744,RPL33A,WT,C,T16,R3,0.49344,0.9082,2191200001,2876468193
P05744,RPL33A,WT,C,T30,R1,0.37295,0.93839,1226600001,3136201163
P05744,RPL33A,WT,C,T30,R2,0.33628,0.92653,1471500001,2047160667
P05744,RPL33A,WT,C,T30,R3,0.48055,0.9054,2015800001,3480470495
P05744,RPL33A,WT,P,T00,R1,1.1249,1.0059,6224200001,2232915405
P05744,RPL33A,WT,P,T00,R2,0.97246,1.0133,6977300001,2589812781
P05744,RPL33A,WT,P,T00,R3,1.179,1.0524,11002000001,2447334524
P05744,RPL33A,WT,P,T06,R1,0.4086,0.46527,1342000001,1358198161
P05744,RPL33A,WT,P,T06,R2,0.26213,0.54155,874100001,1583061451
P05744,RPL33A,WT,P,T06,R3,0.47673,0.51183,1418900001,1447655988
P05744,RPL33A,WT,P,T16,R1,0.16226,0.29385,529440001,845618377
P05744,RPL33A,WT,P,T16,R2,0.25152,0.34538,789720001,583958940.1
P05744,RPL33A,WT,P,T16,R3,0.21654,0.36183,749970001,876163463
P05744,RPL33A,WT,P,T30,R1,0.094525,0.19089,162760001,326204735.8
P05744,RPL33A,WT,P,T30,R2,0.12828,0.32067,433370001,605138533.4
P05744,RPL33A,WT,P,T30,R3,0.12606,0.21742,405360001,785078906.3
P05747,RPL29,rim15KO,C,T00,R1,0.84373,0.93973,247700001,112870905.7
P05747,RPL29,rim15KO,C,T00,R2,0.91172,0.97184,260430001,98448212.46
P05747,RPL29,rim15KO,C,T00,R3,0.83256,0.96804,435760001,133238143.6
P05747,RPL29,rim15KO,C,T06,R1,NaN,NaN,74252001,82034002.81
P05747,RPL29,rim15KO,C,T06,R2,NaN,NaN,87126001,113840982.5
P05747,RPL29,rim15KO,C,T06,R3,NaN,NaN,125460001,111259772.8
P05747,RPL29,rim15KO,C,T16,R1,NaN,NaN,57485001,92070399.53
P05747,RPL29,rim15KO,C,T16,R2,NaN,NaN,61799001,132488383.1
P05747,RPL29,rim15KO,C,T16,R3,NaN,NaN,79999001,104253778.3
P05747,RPL29,rim15KO,C,T30,R1,NaN,NaN,50555001,88075158.47
P05747,RPL29,rim15KO,C,T30,R2,NaN,NaN,54995001,138057809.8
P05747,RPL29,rim15KO,C,T30,R3,NaN,NaN,44129001,88207517.55
P05747,RPL29,rim15KO,P,T00,R1,0.84373,0.93973,247700001,112870905.7
P05747,RPL29,rim15KO,P,T00,R2,0.94591,0.96454,260430001,98448212.46
P05747,RPL29,rim15KO,P,T00,R3,0.83256,0.96804,435760001,133238143.6
P05747,RPL29,rim15KO,P,T06,R1,NaN,NaN,66333001,55883241.43
P05747,RPL29,rim15KO,P,T06,R2,NaN,NaN,46509001,42340512.59
P05747,RPL29,rim15KO,P,T06,R3,NaN,NaN,44639001,49577394.37
P05747,RPL29,rim15KO,P,T16,R1,NaN,NaN,24301001,32308639.64
P05747,RPL29,rim15KO,P,T16,R2,NaN,NaN,40845001,28193050.86
P05747,RPL29,rim15KO,P,T16,R3,NaN,NaN,30348001,40753414.55
P05747,RPL29,rim15KO,P,T30,R1,NaN,NaN,15460001,22749967.13
P05747,RPL29,rim15KO,P,T30,R2,NaN,NaN,15346001,17867679.02
P05747,RPL29,rim15KO,P,T30,R3,NaN,NaN,10357001,24295806.15
P05747,RPL29,WT,C,T00,R1,1.1265,1.0163,304080001,109087901.8
P05747,RPL29,WT,C,T00,R2,0.94591,0.96454,259550001,96338972.07
P05747,RPL29,WT,C,T00,R3,1.1392,0.9906,616670001,137174857.6
P05747,RPL29,WT,C,T06,R1,NaN,NaN,75172001,101857584.5
P05747,RPL29,WT,C,T06,R2,NaN,NaN,95279001,90688860.05
P05747,RPL29,WT,C,T06,R3,NaN,NaN,168300001,139202559.9
P05747,RPL29,WT,C,T16,R1,NaN,NaN,58756001,126378625.5
P05747,RPL29,WT,C,T16,R2,NaN,NaN,68804001,79810316.61
P05747,RPL29,WT,C,T16,R3,NaN,NaN,124580001,163540713
P05747,RPL29,WT,C,T30,R1,NaN,NaN,51910001,132724772
P05747,RPL29,WT,C,T30,R2,NaN,NaN,57555001,80070903.25
P05747,RPL29,WT,C,T30,R3,NaN,NaN,87052001,150303562.3
P05747,RPL29,WT,P,T00,R1,1.1265,1.0163,304080001,109087901.8
P05747,RPL29,WT,P,T00,R2,0.91172,0.97184,259550001,96338972.07
P05747,RPL29,WT,P,T00,R3,1.1392,0.9906,616670001,137174857.6
P05747,RPL29,WT,P,T06,R1,NaN,NaN,54831001,55492820.19
P05747,RPL29,WT,P,T06,R2,NaN,NaN,31826001,57639303.59
P05747,RPL29,WT,P,T06,R3,NaN,NaN,53076001,54151660.18
P05747,RPL29,WT,P,T16,R1,NaN,NaN,27183001,43416525.28
P05747,RPL29,WT,P,T16,R2,NaN,NaN,56970001,42126502.25
P05747,RPL29,WT,P,T16,R3,NaN,NaN,48916001,57146836.24
P05747,RPL29,WT,P,T30,R1,NaN,NaN,13459001,26974624.22
P05747,RPL29,WT,P,T30,R2,NaN,NaN,22719001,31723799.32
P05747,RPL29,WT,P,T30,R3,NaN,NaN,13643001,26423012.33
P05748,RPL15A,rim15KO,C,T00,R1,0.93093,1.0325,8482500001,3865270302
P05748,RPL15A,rim15KO,C,T00,R2,0.98581,1.0207,10648000001,4025175910
P05748,RPL15A,rim15KO,C,T00,R3,0.92338,1.0649,12791000001,3910981024
P05748,RPL15A,rim15KO,C,T06,R1,0.67992,0.92434,3194000001,3528748068
P05748,RPL15A,rim15KO,C,T06,R2,0.7824,0.97084,3479400001,4546269887
P05748,RPL15A,rim15KO,C,T06,R3,0.65337,1.0186,4940100001,4380953287
P05748,RPL15A,rim15KO,C,T16,R1,0.44982,1.007,1661300001,2660808075
P05748,RPL15A,rim15KO,C,T16,R2,0.59461,1.0734,1812500001,3885745571
P05748,RPL15A,rim15KO,C,T16,R3,0.45485,0.97329,1919700001,2501730968
P05748,RPL15A,rim15KO,C,T30,R1,0.3829,0.80649,2157400001,3758546993
P05748,RPL15A,rim15KO,C,T30,R2,0.52411,0.95605,2162100001,5427671337
P05748,RPL15A,rim15KO,C,T30,R3,0.38075,0.93167,1521100001,3040459833
P05748,RPL15A,rim15KO,P,T00,R1,0.93093,1.0325,8482500001,3865270302
P05748,RPL15A,rim15KO,P,T00,R2,0.95273,0.96762,10648000001,4025175910
P05748,RPL15A,rim15KO,P,T00,R3,0.92338,1.0649,12791000001,3910981024
P05748,RPL15A,rim15KO,P,T06,R1,0.55769,0.52181,3229400001,2720656946
P05748,RPL15A,rim15KO,P,T06,R2,0.4664,0.52414,2597400001,2364601369
P05748,RPL15A,rim15KO,P,T06,R3,0.47757,0.44366,2273500001,2525016323
P05748,RPL15A,rim15KO,P,T16,R1,0.21416,0.26483,981460001,1304869601
P05748,RPL15A,rim15KO,P,T16,R2,0.27101,0.29619,2198800001,1517710338
P05748,RPL15A,rim15KO,P,T16,R3,0.18926,0.27519,953490001,1280412943
P05748,RPL15A,rim15KO,P,T30,R1,0.13625,0.19889,527040001,775558986
P05748,RPL15A,rim15KO,P,T30,R2,0.12806,0.19887,904760001,1053431528
P05748,RPL15A,rim15KO,P,T30,R3,0.10383,0.19555,383230001,898994005.8
P05748,RPL15A,WT,C,T00,R1,1.1202,1.0222,10883000001,3904247671
P05748,RPL15A,WT,C,T00,R2,0.95273,0.96762,11142000001,4135653334
P05748,RPL15A,WT,C,T00,R3,1.2414,1.1008,18812000001,4184626164
P05748,RPL15A,WT,C,T06,R1,0.62396,0.91599,2919700001,3956174981
P05748,RPL15A,WT,C,T06,R2,0.62971,0.9541,4024900001,3830997272
P05748,RPL15A,WT,C,T06,R3,0.71438,0.99146,3105800001,2568837244
P05748,RPL15A,WT,C,T16,R1,0.39882,0.91956,2300100001,4947298516
P05748,RPL15A,WT,C,T16,R2,0.35104,0.90022,2641300001,3063818765
P05748,RPL15A,WT,C,T16,R3,0.51549,0.96401,2451100001,3217648407
P05748,RPL15A,WT,C,T30,R1,0.36989,0.94227,1448900001,3704583291
P05748,RPL15A,WT,C,T30,R2,0.32516,0.86259,3214100001,4471477469
P05748,RPL15A,WT,C,T30,R3,0.52769,0.96894,2566700001,4431651760
P05748,RPL15A,WT,P,T00,R1,1.1202,1.0222,10883000001,3904247671
P05748,RPL15A,WT,P,T00,R2,0.98581,1.0207,11142000001,4135653334
P05748,RPL15A,WT,P,T00,R3,1.2414,1.1008,18812000001,4184626164
P05748,RPL15A,WT,P,T06,R1,0.46661,0.52867,2905200001,2940266242
P05748,RPL15A,WT,P,T06,R2,0.31426,0.72063,1803100001,3265550968
P05748,RPL15A,WT,P,T06,R3,0.56273,0.55208,2689400001,2743904443
P05748,RPL15A,WT,P,T16,R1,0.21486,0.33051,1394200001,2226807834
P05748,RPL15A,WT,P,T16,R2,0.31183,0.38805,2330600001,1723363603
P05748,RPL15A,WT,P,T16,R3,0.25743,0.37505,1784500001,2084768322
P05748,RPL15A,WT,P,T30,R1,0.1452,0.25607,792400001,1588133641
P05748,RPL15A,WT,P,T30,R2,0.14804,0.2638,703230001,981958996.8
P05748,RPL15A,WT,P,T30,R3,0.15863,0.26479,834110001,1615458273
P05749,RPL22A,rim15KO,C,T00,R1,0.97079,1.075,1392800001,634665308.5
P05749,RPL22A,rim15KO,C,T00,R2,0.97312,1.0155,2142100001,809760454.6
P05749,RPL22A,rim15KO,C,T00,R3,0.77489,0.88654,2560900001,783021758
P05749,RPL22A,rim15KO,C,T06,R1,0.70202,1.0009,589570001,651360050.5
P05749,RPL22A,rim15KO,C,T06,R2,0.74288,0.92347,691620001,903687757.4
P05749,RPL22A,rim15KO,C,T06,R3,0.56007,0.89286,903600001,801325761.4
P05749,RPL22A,rim15KO,C,T16,R1,NaN,NaN,308070001,493417893
P05749,RPL22A,rim15KO,C,T16,R2,0.43388,0.79533,515920001,1106060059
P05749,RPL22A,rim15KO,C,T16,R3,0.4004,0.8531,395090001,514876746.5
P05749,RPL22A,rim15KO,C,T30,R1,NaN,NaN,292710001,509949148.7
P05749,RPL22A,rim15KO,C,T30,R2,NaN,NaN,102020001,256107966.8
P05749,RPL22A,rim15KO,C,T30,R3,NaN,NaN,276770001,553223371.6
P05749,RPL22A,rim15KO,P,T00,R1,0.97079,1.075,1392800001,634665308.5
P05749,RPL22A,rim15KO,P,T00,R2,0.97246,0.97188,2142100001,809760454.6
P05749,RPL22A,rim15KO,P,T00,R3,0.77489,0.88654,2560900001,783021758
P05749,RPL22A,rim15KO,P,T06,R1,NaN,NaN,307190001,258796869.3
P05749,RPL22A,rim15KO,P,T06,R2,NaN,NaN,514580001,468459449.7
P05749,RPL22A,rim15KO,P,T06,R3,0.44792,0.38459,310290001,344617249.6
P05749,RPL22A,rim15KO,P,T16,R1,NaN,NaN,133940001,178075760.1
P05749,RPL22A,rim15KO,P,T16,R2,NaN,NaN,180890001,124858388.4
P05749,RPL22A,rim15KO,P,T16,R3,NaN,NaN,111850001,150199990.4
P05749,RPL22A,rim15KO,P,T30,R1,NaN,NaN,1,1.471537235
P05749,RPL22A,rim15KO,P,T30,R2,NaN,NaN,159500001,185709281.6
P05749,RPL22A,rim15KO,P,T30,R3,NaN,NaN,55372001,129893528.3
P05749,RPL22A,WT,C,T00,R1,1.1572,1.0282,1724600001,618695721.4
P05749,RPL22A,WT,C,T00,R2,0.97246,0.97188,2185000001,811021588.4
P05749,RPL22A,WT,C,T00,R3,1.1352,0.98017,3513200001,781492060.5
P05749,RPL22A,WT,C,T06,R1,0.64945,0.95707,525470001,712008518.2
P05749,RPL22A,WT,C,T06,R2,0.65922,0.9746,849300001,808384304.2
P05749,RPL22A,WT,C,T06,R3,0.68688,0.93492,931380001,770353414.4
P05749,RPL22A,WT,C,T16,R1,NaN,NaN,337980001,726963156.7
P05749,RPL22A,WT,C,T16,R2,0.3882,1.003,670920001,778244534.1
P05749,RPL22A,WT,C,T16,R3,0.5141,0.93494,644160001,845612337.3
P05749,RPL22A,WT,C,T30,R1,NaN,NaN,311880001,797422485.9
P05749,RPL22A,WT,C,T30,R2,NaN,NaN,133290001,185433943
P05749,RPL22A,WT,C,T30,R3,NaN,NaN,505230001,872327666.8
P05749,RPL22A,WT,P,T00,R1,1.1572,1.0282,1724600001,618695721.4
P05749,RPL22A,WT,P,T00,R2,0.97312,1.0155,2185000001,811021588.4
P05749,RPL22A,WT,P,T00,R3,1.1352,0.98017,3513200001,781492060.5
P05749,RPL22A,WT,P,T06,R1,NaN,NaN,387880001,392561776.3
P05749,RPL22A,WT,P,T06,R2,NaN,NaN,144440001,261591805.7
P05749,RPL22A,WT,P,T06,R3,0.5194,0.49424,354870001,362061936.5
P05749,RPL22A,WT,P,T16,R1,NaN,NaN,234540001,374605875.3
P05749,RPL22A,WT,P,T16,R2,NaN,NaN,1,0.739450615
P05749,RPL22A,WT,P,T16,R3,NaN,NaN,300800001,351414016.8
P05749,RPL22A,WT,P,T30,R1,NaN,NaN,91993001,184373018
P05749,RPL22A,WT,P,T30,R2,NaN,NaN,75744001,105765543.5
P05749,RPL22A,WT,P,T30,R3,NaN,NaN,143430001,277787320
P05750,RPS3,rim15KO,C,T00,R1,0.89725,0.97956,16066000001,7320888024
P05750,RPS3,rim15KO,C,T00,R2,0.92965,0.96052,14245000001,5384920252
P05750,RPS3,rim15KO,C,T00,R3,0.79432,0.90413,20218000001,6181863367
P05750,RPS3,rim15KO,C,T06,R1,0.62118,0.86107,3389700001,3744958461
P05750,RPS3,rim15KO,C,T06,R2,0.75918,0.94748,2992600001,3910204997
P05750,RPS3,rim15KO,C,T06,R3,0.54505,0.83298,5687900001,5044113318
P05750,RPS3,rim15KO,C,T16,R1,0.41797,0.91423,2639400001,4227374243
P05750,RPS3,rim15KO,C,T16,R2,0.56077,1.0236,2878800001,6171743088
P05750,RPS3,rim15KO,C,T16,R3,0.4413,0.99067,4194100001,5465702897
P05750,RPS3,rim15KO,C,T30,R1,0.39974,0.86921,2500900001,4356980705
P05750,RPS3,rim15KO,C,T30,R2,0.53641,0.99025,3588200001,9007710230
P05750,RPS3,rim15KO,C,T30,R3,0.35667,0.90751,2137100001,4271755117
P05750,RPS3,rim15KO,P,T00,R1,0.89725,0.97956,16066000001,7320888024
P05750,RPS3,rim15KO,P,T00,R2,0.85422,0.88361,14245000001,5384920252
P05750,RPS3,rim15KO,P,T00,R3,0.79432,0.90413,20218000001,6181863367
P05750,RPS3,rim15KO,P,T06,R1,0.56684,0.53256,3824100001,3221670969
P05750,RPS3,rim15KO,P,T06,R2,0.49495,0.60541,3663700001,3335331499
P05750,RPS3,rim15KO,P,T06,R3,0.49385,0.48455,2616500001,2905962264
P05750,RPS3,rim15KO,P,T16,R1,0.23335,0.30632,1826100001,2427834428
P05750,RPS3,rim15KO,P,T16,R2,0.31891,0.38538,2770400001,1912254284
P05750,RPS3,rim15KO,P,T16,R3,0.22638,0.33501,1663200001,2233461081
P05750,RPS3,rim15KO,P,T30,R1,0.16924,0.24983,998240001,1468947331
P05750,RPS3,rim15KO,P,T30,R2,0.15442,0.24294,1649500001,1920548327
P05750,RPS3,rim15KO,P,T30,R3,0.13443,0.24454,727360001,1706265896
P05750,RPS3,WT,C,T00,R1,1.0657,1.0011,14127000001,5068024152
P05750,RPS3,WT,C,T00,R2,0.85422,0.88361,16123000001,5984485613
P05750,RPS3,WT,C,T00,R3,1.0557,0.94819,25869000001,5754417087
P05750,RPS3,WT,C,T06,R1,0.57271,0.88053,3343500001,4530421293
P05750,RPS3,WT,C,T06,R2,0.62714,0.96325,5794700001,5515535762
P05750,RPS3,WT,C,T06,R3,0.68361,0.95376,7643800001,6322260971
P05750,RPS3,WT,C,T16,R1,0.39451,0.94601,2826400001,6079320258
P05750,RPS3,WT,C,T16,R2,0.31662,0.847,4741700001,5500211802
P05750,RPS3,WT,C,T16,R3,0.50793,0.97956,5876800001,7714689793
P05750,RPS3,WT,C,T30,R1,0.3788,0.95853,2897000001,7407121120
P05750,RPS3,WT,C,T30,R2,0.33634,0.88096,4361100001,6067191559
P05750,RPS3,WT,C,T30,R3,0.48223,0.93967,3938500001,6800194980
P05750,RPS3,WT,P,T00,R1,1.0657,1.0011,14127000001,5068024152
P05750,RPS3,WT,P,T00,R2,0.92965,0.96052,16123000001,5984485613
P05750,RPS3,WT,P,T00,R3,1.0557,0.94819,25869000001,5754417087
P05750,RPS3,WT,P,T06,R1,0.48038,0.68198,3476200001,3518158306
P05750,RPS3,WT,P,T06,R2,0.29522,0.65024,2246900001,4069306455
P05750,RPS3,WT,P,T06,R3,0.55687,0.55526,3063400001,3125484074
P05750,RPS3,WT,P,T16,R1,0.23434,0.37535,1869500001,2985954128
P05750,RPS3,WT,P,T16,R2,0.33709,0.44655,3232800001,2390495947
P05750,RPS3,WT,P,T16,R3,0.28222,0.42386,2081100001,2431275626
P05750,RPS3,WT,P,T30,R1,0.14687,0.27117,887970001,1779675705
P05750,RPS3,WT,P,T30,R2,0.16313,0.32102,1652000001,2306779093
P05750,RPS3,WT,P,T30,R3,0.18835,0.33165,1027500001,1990005366
P05755,RPS9B,rim15KO,C,T00,R1,0.79932,0.8709,9600200001,4374579186
P05755,RPS9B,rim15KO,C,T00,R2,0.87235,0.90201,11516000001,4353298815
P05755,RPS9B,rim15KO,C,T00,R3,0.7113,0.81651,11854000001,3624483547
P05755,RPS9B,rim15KO,C,T06,R1,0.5061,0.74432,3223200001,3561008382
P05755,RPS9B,rim15KO,C,T06,R2,0.65801,0.84831,3339000001,4362819783
P05755,RPS9B,rim15KO,C,T06,R3,0.53633,0.81973,4103600001,3639132793
P05755,RPS9B,rim15KO,C,T16,R1,0.32554,0.74467,1754300001,2809760793
P05755,RPS9B,rim15KO,C,T16,R2,0.53547,0.9552,1859400001,3986292587
P05755,RPS9B,rim15KO,C,T16,R3,0.43467,0.89016,3207100001,4179455845
P05755,RPS9B,rim15KO,C,T30,R1,0.30684,0.72188,1564400001,2725443087
P05755,RPS9B,rim15KO,C,T30,R2,0.42132,0.78378,1479400001,3713841625
P05755,RPS9B,rim15KO,C,T30,R3,0.30691,0.71065,1905900001,3809619615
P05755,RPS9B,rim15KO,P,T00,R1,0.79932,0.8709,9600200001,4374579186
P05755,RPS9B,rim15KO,P,T00,R2,0.92961,0.96714,11516000001,4353298815
P05755,RPS9B,rim15KO,P,T00,R3,0.7113,0.81651,11854000001,3624483547
P05755,RPS9B,rim15KO,P,T06,R1,0.48668,0.44879,3021800001,2545761182
P05755,RPS9B,rim15KO,P,T06,R2,0.45579,0.51917,3536600001,3219623162
P05755,RPS9B,rim15KO,P,T06,R3,0.45915,0.42093,2661900001,2956384847
P05755,RPS9B,rim15KO,P,T16,R1,0.23493,0.28547,1406500001,1869968306
P05755,RPS9B,rim15KO,P,T16,R2,0.31957,0.35801,2625100001,1811961710
P05755,RPS9B,rim15KO,P,T16,R3,0.21718,0.32338,1623800001,2180552010
P05755,RPS9B,rim15KO,P,T30,R1,0.18446,0.24454,1354900001,1993785802
P05755,RPS9B,rim15KO,P,T30,R2,0.16461,0.25228,1471100001,1712833371
P05755,RPS9B,rim15KO,P,T30,R3,0.14168,0.25068,861610001,2021194124
P05755,RPS9B,WT,C,T00,R1,1.0628,0.97619,12745000001,4572235281
P05755,RPS9B,WT,C,T00,R2,0.92961,0.96714,11963000001,4440389592
P05755,RPS9B,WT,C,T00,R3,1.087,0.99483,17466000001,3885215851
P05755,RPS9B,WT,C,T06,R1,0.54248,0.83378,2953700001,4002244766
P05755,RPS9B,WT,C,T06,R2,0.61757,0.92562,3911600001,3723155589
P05755,RPS9B,WT,C,T06,R3,0.62592,0.88971,4666400001,3859624611
P05755,RPS9B,WT,C,T16,R1,0.32459,0.81949,1864700001,4010794115
P05755,RPS9B,WT,C,T16,R2,0.2874,0.75835,3504100001,4064637615
P05755,RPS9B,WT,C,T16,R3,0.45395,0.89298,3528000001,4631334330
P05755,RPS9B,WT,C,T30,R1,0.31713,0.8483,1440300001,3682594599
P05755,RPS9B,WT,C,T30,R2,0.29586,0.82733,2520500001,3506536499
P05755,RPS9B,WT,C,T30,R3,0.44185,0.83259,2678700001,4625030416
P05755,RPS9B,WT,P,T00,R1,1.0628,0.97619,12745000001,4572235281
P05755,RPS9B,WT,P,T00,R2,0.87235,0.90201,11963000001,4440389592
P05755,RPS9B,WT,P,T00,R3,1.087,0.99483,17466000001,3885215851
P05755,RPS9B,WT,P,T06,R1,0.47323,0.59847,2595000001,2626322077
P05755,RPS9B,WT,P,T06,R2,0.24964,0.5305,2036800001,3688799407
P05755,RPS9B,WT,P,T06,R3,0.53746,0.53302,2908500001,2967444810
P05755,RPS9B,WT,P,T16,R1,0.2263,0.35786,1295000001,2068366193
P05755,RPS9B,WT,P,T16,R2,0.3227,0.39388,2726000001,2015742376
P05755,RPS9B,WT,P,T16,R3,0.2974,0.42437,2189400001,2557798691
P05755,RPS9B,WT,P,T30,R1,0.14028,0.26021,1071300001,2147106977
P05755,RPS9B,WT,P,T30,R2,0.17001,0.30432,1525600001,2130279772
P05755,RPS9B,WT,P,T30,R3,0.20255,0.3343,1077800001,2087423633
