Protein IDs,Gene names,rim15KO_C_T00_R1,WT_C_T00_R1,rim15KO_C_T00_R3,WT_C_T00_R3,rim15KO_C_T06_R1,WT_C_T06_R1,rim15KO_C_T06_R3,WT_C_T06_R3,rim15KO_C_T16_R1,WT_C_T16_R1,rim15KO_C_T16_R3,WT_C_T16_R3,rim15KO_C_T30_R1,WT_C_T30_R1,rim15KO_C_T30_R3,WT_C_T30_R3,rim15KO_N_T06_R1,WT_N_T06_R1,rim15KO_N_T06_R3,WT_N_T06_R3,rim15KO_N_T16_R1,WT_N_T16_R1,rim15KO_N_T16_R3,WT_N_T16_R3,rim15KO_N_T30_R1,WT_N_T30_R1,rim15KO_N_T30_R3,WT_N_T30_R3,rim15KO_P_T06_R1,WT_P_T06_R1,rim15KO_P_T06_R3,WT_P_T06_R3,rim15KO_P_T16_R1,WT_P_T16_R1,rim15KO_P_T16_R3,WT_P_T16_R3,rim15KO_P_T30_R1,WT_P_T30_R1,rim15KO_P_T30_R3,WT_P_T30_R3,rim15KO_N_T00_R1,WT_N_T00_R1,rim15KO_N_T00_R3,WT_N_T00_R3,rim15KO_P_T00_R1,WT_P_T00_R1,rim15KO_P_T00_R3,WT_P_T00_R3,WT_C_T00_R2,rim15KO_C_T00_R2,WT_C_T06_R2,rim15KO_C_T06_R2,WT_C_T16_R2,rim15KO_C_T16_R2,WT_C_T30_R2,rim15KO_C_T30_R2,WT_N_T06_R2,rim15KO_N_T06_R2,WT_N_T16_R2,rim15KO_N_T16_R2,WT_N_T30_R2,rim15KO_N_T30_R2,WT_P_T06_R2,rim15KO_P_T06_R2,WT_P_T16_R2,rim15KO_P_T16_R2,WT_P_T30_R2,rim15KO_P_T30_R2,WT_N_T00_R2,rim15KO_N_T00_R2,WT_P_T00_R2,rim15KO_P_T00_R2
P02557,TUB2,1.0414,0.99018,1.0406,0.92069,1.0112,1.0621,1.0815,0.9344,1.1713,1.0326,0.89953,0.77726,1.2468,0.93639,0.93349,0.92532,1.0247,0.81437,1.0624,0.95904,NA,NA,1.1997,1.3531,2.1165,1.4388,1.3828,1.2141,1.0486,1.0255,1.1188,0.97374,0.93916,0.91044,1.1287,0.8808,0.98189,0.99308,1.0278,0.96453,1.0414,0.99018,1.0406,0.92069,1.0414,0.99018,1.0406,0.92069,0.95642,0.97289,1.0173,1.087,0.95951,0.86044,1.0693,1.1124,0.84052,1.0005,NA,NA,NA,NA,1.0474,1.0756,0.95355,1.0893,0.907,1.0036,0.95642,0.97289,0.97289,0.95642
P09734,TUB3,0.97025,0.9889,1.1101,0.9361,0.95397,0.9645,1.2303,1.0579,1.1058,0.99092,0.97354,1.1019,0.94897,1.1002,1.1049,0.91077,NA,NA,2.0817,2.2641,NA,NA,NA,NA,NA,NA,NA,NA,0.79239,0.68598,0.98683,0.7318,0.72162,0.72619,1.0124,0.77446,0.91755,0.85735,0.82821,0.70394,0.97025,0.9889,1.1101,0.9361,0.97025,0.9889,1.1101,0.9361,1.0525,0.9457,0.9787,0.9113,1.0043,0.93436,1.1066,0.9577,NA,NA,NA,NA,NA,NA,NA,NA,0.84438,0.91867,0.7706,0.90198,1.0525,0.9457,0.9457,1.0525
P02992,TUF1,0.92019,0.90851,0.82598,0.84449,1.0919,1.1037,1.0065,0.98584,1.2217,1.079,1.4029,0.89968,1.0683,1.0015,1.0652,0.902,0.98727,0.9312,0.73695,0.85383,1.1023,0.97966,1.201,0.75315,NA,NA,1.6854,0.69829,0.9289,0.94058,0.94601,0.97095,0.82446,0.85689,0.81997,0.86699,0.7661,0.74702,0.83074,0.71834,0.92019,0.90851,0.82598,0.84449,0.92019,0.90851,0.82598,0.84449,0.87623,0.99943,0.95503,1.0706,1.0071,1.1216,0.91593,1.1343,0.86487,1.0097,0.91423,1.0963,0.69216,1.1617,1.0139,0.95399,0.84366,0.86719,0.81579,0.80159,0.87623,0.99943,0.99943,0.87623
Q08686,TUM1,1.1265,1.001,1.0616,0.93143,0.96984,1.2101,1.0032,0.93923,1.302,1.0431,1.1536,0.8494,0.9785,0.92102,0.99084,0.94441,1.1463,0.99079,0.86952,1.0804,0.67791,0.91088,NA,NA,NA,NA,NA,NA,1.153,1.0249,0.88785,0.89925,0.92195,0.76899,0.82499,0.87896,0.82652,0.92398,0.81692,0.89993,1.1265,1.001,1.0616,0.93143,1.1265,1.001,1.0616,0.93143,0.94099,1.172,0.95978,1.1274,0.94811,0.90979,0.95885,0.9408,0.94956,1.0566,NA,NA,NA,NA,1.0345,0.85269,0.9831,1.0172,0.90482,0.90059,0.94099,1.172,1.172,0.94099
P16649,TUP1,1.0624,1.0012,1.0141,0.90576,1.2282,1.0956,1.2781,1.0749,1.4417,0.9965,1.2953,1.0077,1.5964,0.97439,1.5893,0.89142,1.786,0.88257,2.681,0.9043,0.74356,0.81392,2.559,0.95856,NA,NA,2.552,1.0059,1.0608,0.93991,0.98733,0.90612,0.95859,0.9524,0.93435,0.87416,0.89877,0.87415,0.93048,0.83009,1.0624,1.0012,1.0141,0.90576,1.0624,1.0012,1.0141,0.90576,1.0726,1.0475,1.1042,1.1955,1.1148,1.1392,1.1578,1.1417,0.99821,1.301,0.93979,1.3858,0.59315,0.93628,1.0088,1.0006,0.92631,0.98377,0.87615,0.93224,1.0726,1.0475,1.0475,1.0726
P53250,TWF1,1.018,1.1345,1.2309,1.0589,1.0603,1.1517,1.1176,1.0338,1.2131,1.1049,1.1149,1.2893,1.159,1.1717,1.3034,1.2675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1143,1.1896,1.1866,1.1836,1.1123,1.2488,1.1,1.1577,0.64904,0.78946,1.1147,1.1791,1.018,1.1345,1.2309,1.0589,1.018,1.1345,1.2309,1.0589,1.0368,1.167,1.0804,1.1648,1.031,1.1156,1.0744,1.4432,NA,NA,NA,NA,NA,NA,1.3142,1.1699,1.0274,1.1566,1.1931,1.2573,1.0368,1.167,1.167,1.0368
P47100,TY1B-JR2,0.90422,0.96325,0.87003,0.86738,0.80526,0.84858,0.74552,0.86011,0.80317,0.80832,0.90141,0.8905,0.73023,0.77581,0.85798,0.88272,1.5188,1.0138,1.4292,1.0114,1.0941,0.79142,1.7109,0.97687,0.96729,0.72467,1.3097,0.49077,0.99317,1.0872,0.96015,0.9868,0.69648,0.93711,1.1489,1.0806,0.99198,0.95725,1.0021,0.9837,0.90422,0.96325,0.87003,0.86738,0.90422,0.96325,0.87003,0.86738,0.73861,0.9503,0.87183,0.81016,0.88456,0.72438,0.89003,0.72117,0.87002,1.7209,1.1796,1.0743,1.3202,0.69637,1.0506,1.1167,0.4387,0.66256,0.8556,1.2001,0.73861,0.9503,0.9503,0.73861
Q04670,TY1B-MR2,0.95551,0.89364,1.0957,0.9258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0119,2.1561,NA,NA,1.5426,1.3706,1.6648,1.1598,1.3408,1.2617,1.3386,1.178,0.95551,0.89364,1.0957,0.9258,0.95551,0.89364,1.0957,0.9258,0.8327,0.9401,0.79441,0.66736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.064,1.5125,NA,NA,0.8327,0.9401,0.9401,0.8327
Q12112,TY1B-NL1,1.3286,1.2046,1.51,1.2668,0.89624,0.91468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3697,1.2446,2.5975,1.6593,2.1403,1.1621,1.3286,1.2046,1.51,1.2668,1.3286,1.2046,1.51,1.2668,1.4742,1.3027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6343,2.9245,1.1355,1.9199,1.4742,1.3027,1.3027,1.4742
P25384;Q12113;Q03494;P0CX64;P0CX63;P0C2J3;Q12501;Q12337;P0C2J5;P25383;Q99303;Q12439;Q03483;P0C2J6;P0CX62;P0CX61;Q12392;Q12293;P0C2J4;P0C2J2;Q12260,TY2B-C;TY2B-OR1;TY2B-DR2;TY2B-GR2;TY2B-F;TY2B-LR1;TY2B-OR2;TY2B-GR1;TY2B-LR2,0.85768,0.93691,1.1788,1.1701,0.43575,0.39916,0.40011,0.44069,0.3082,0.16932,0.21619,0.23479,1.0052,0.61761,NA,NA,0.85016,0.36124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1326,1.1541,1.3628,1.0807,0.60634,0.722,0.75479,0.54653,0.49525,0.54636,NA,NA,0.85768,0.93691,1.1788,1.1701,0.85768,0.93691,1.1788,1.1701,1.0189,0.83752,0.32001,0.44646,NA,NA,0.21892,0.18785,NA,NA,NA,NA,NA,NA,1.1375,1.6699,0.60887,0.99068,0.44914,1.0761,1.0189,0.83752,0.83752,1.0189
P36421,TYS1,0.99974,1.0359,0.98219,1.0336,0.8881,0.88135,1.0617,1.0571,0.98247,0.90463,1.0754,0.97997,0.92498,0.88209,1.0089,0.97972,0.90772,0.94607,0.93512,1.0837,0.84628,0.89866,0.54038,0.98438,NA,NA,NA,NA,0.87435,0.82338,0.83871,0.77983,0.71244,0.69128,0.77587,0.62798,0.72107,0.55454,0.72328,0.64883,0.99974,1.0359,0.98219,1.0336,0.99974,1.0359,0.98219,1.0336,0.94054,0.96579,0.97241,0.90232,0.88911,1.0004,0.98351,0.94453,0.99505999999999994,0.8449,0.99626,0.50297,0.98013,0.67104,0.73295,0.75714,0.70432,0.89052,0.57663,0.68181,0.94054,0.96579,0.96579,0.94054
P22515,UBA1,1.007,1.0233,1.0131,1.0041,1.0302,1.0777,1.0669,1.025,1.1162,1.0632,1.3413,1.0694,1.2066,1.0664,1.1357,1.1073,1.0188,0.99932,0.88983,0.99417,0.4812,0.95735,0.83435,1.062,0.71844,0.78907,0.87588,0.89572,1.0123,1.0818,0.97173,1.0759,0.8476,0.91865,0.89847,0.99725,0.85277,0.77573,0.78651,0.87623,1.007,1.0233,1.0131,1.0041,1.007,1.0233,1.0131,1.0041,0.96143,1.0262,1.0845,1.0835,1.0939,1.3623,1.036,0.9991,1.0894,1.043,1.0029,0.86721,0.85776,0.88114,1.0984,0.98157,1.0343,0.94463,0.94216,0.83365,0.96143,1.0262,1.0262,0.96143
P38820,UBA4,0.9132,0.98228,1.0497,1.0034,1.0326,1.0546,1.5453,1.2482,1.3976,1.0784,2.3483,1.0285,1.1835,1.1917,1.5885,1.1668,1.0034,0.52307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1527,1.1969,1.0093,0.92916,1.1376,0.92811,1.0744,0.88139,1.1667,0.90849,0.94565,0.92968,0.9132,0.98228,1.0497,1.0034,0.9132,0.98228,1.0497,1.0034,1.002,0.99903,0.89657,1.16,1.0728,1.6911,1.5885,1.8126,0.59539,0.89755,NA,NA,NA,NA,1.3676,0.99148,1.1683,1.0612,0.99484,1.0851,1.002,0.99903,0.99903,1.002
P21734,UBC1,0.99999,1.0388,0.98548,1.0296,0.97298,1.1065,0.97099,0.90689,1.0839,1.1901,1.0387,0.97945,1.1076,0.88186,0.79782,0.82809,0.62012,0.86806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90394,0.90841,0.80544,0.8969,0.77898,0.77816,0.68107,0.7168,0.71902,0.75531,0.69279,0.71287,0.99999,1.0388,0.98548,1.0296,0.99999,1.0388,0.98548,1.0296,1.0904,1.0457,1.0619,1.2975,0.97189,1.0881,0.9254,0.93557,0.98632,0.90102,NA,NA,NA,NA,0.87726,0.97486,0.80589,0.83102,0.70569,0.73233,1.0904,1.0457,1.0457,1.0904
P52490,UBC13,0.96833,0.95757,0.92312,0.84382,1.0367,0.90337,0.87831,0.95908,0.94327,0.87732,1.089,0.92848,0.95554,0.90105,0.97819,0.81703,0.86508,0.80896,1.2253,0.72689,NA,NA,NA,NA,NA,NA,NA,NA,1.1408,1.1319,0.88608,0.77057,0.88527,0.88148,NA,NA,NA,NA,NA,NA,0.96833,0.95757,0.92312,0.84382,0.96833,0.95757,0.92312,0.84382,0.89,1.0017,NA,NA,0.84758,1.0172,0.9947,1.0205,0.78305,1.1058,NA,NA,NA,NA,NA,NA,0.86845,0.85388,NA,NA,0.89,1.0017,1.0017,0.89
P15731,UBC4,1.0744,0.92337,1.0032,0.88822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75295,0.95549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1103,0.88033,0.97929,1.0617,NA,NA,1.0163,1.0024,0.95257,0.87258,0.74086,0.80932,1.0744,0.92337,1.0032,0.88822,1.0744,0.92337,1.0032,0.88822,0.96383,1.0748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3057,1.019,1.0903,0.7497,0.78099,0.62278,0.96383,1.0748,1.0748,0.96383
P25037,UBP1,0.98009,1.0443,0.89133,1.0005,1.243,1.1896,1.2787,1.2333,1.5292,1.3873,1.416,0.91098,1.7265,1.341,1.5211,1.0157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95985,0.94118,0.84605,0.9649,NA,NA,0.79017,0.7466,0.79065,0.81423,0.72037,0.87296,0.98009,1.0443,0.89133,1.0005,0.98009,1.0443,0.89133,1.0005,0.93089,0.95758,1.1453,1.2297,NA,NA,1.0463,1.5529,NA,NA,NA,NA,NA,NA,0.95714,0.89843,0.78365,0.91268,0.83426,0.8509,0.93089,0.95758,0.95758,0.93089
P50101,UBP15,0.79483,1.0329,0.79985,1.1621,1.7336,1.4131,1.7746,1.4948,2.9597,1.8533,2.4452,1.3487,2.871,1.9739,3.0133,1.4405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1306,1.3574,1.3535,1.3447,0.90847,0.953,0.97942,1.2041,1.5029,1.107,1.2316,1.2569,0.79483,1.0329,0.79985,1.1621,0.79483,1.0329,0.79985,1.1621,0.88503,1.072,1.3223,1.7253,1.7542,2.3524,1.7017,2.249,NA,NA,NA,NA,NA,NA,1.6174,1.2972,1.5475,1.0476,1.2609,1.0164,0.88503,1.072,1.072,0.88503
Q01476,UBP2,0.93609,0.87419,0.95019,1.0561,1.252,1.1262,0.98326,0.99857,1.8244,1.3656,1.7596,1.1484,1.3777,1.4048,1.7947,1.1859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0071,1.0237,0.94693,0.99311,NA,NA,0.79455,0.95517,0.96474,0.77705,0.60881,0.89032,0.93609,0.87419,0.95019,1.0561,0.93609,0.87419,0.95019,1.0561,0.86795,0.99403,1.1051,1.1994,NA,NA,1.0869,1.4299,NA,NA,NA,NA,NA,NA,1.1675,0.95973,1.2954,1.0836,1.0343,0.77493,0.86795,0.99403,0.99403,0.86795
Q01477,UBP3,1.018,1.0478,0.96804,0.95811,1.0738,0.99645,0.7172,0.71899,0.7291,0.75001,0.65519,0.62746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93728,0.90408,0.94533,0.91297,0.72838,0.68437,0.81287,0.82789,0.61691,0.59567,0.61795,0.57789,1.018,1.0478,0.96804,0.95811,1.018,1.0478,0.96804,0.95811,1.1348,0.92446,1.0155,0.81959,0.73861,0.66456,0.79092,0.82041,NA,NA,NA,NA,NA,NA,0.91751,1.0036,0.73051,0.95561,0.54442,0.66333,1.1348,0.92446,0.92446,1.1348
P43593,UBP6,1.0297,1.0404,0.99489,1.0651,1.2015,1.2579,1.2352,1.3084,1.0838,1.1492,1.3472,1.2251,1.1814,1.2773,1.6636,1.3238,1.5899,1.0379,0.99818,1.1339,NA,NA,2.0602,1.0266,NA,NA,1.7211,0.86005,1.1596,1.1778,1.0684,1.1383,1.0604,1.0133,0.93027,0.94642,0.94507,0.98276,1.0051,1.0306,1.0297,1.0404,0.99489,1.0651,1.0297,1.0404,0.99489,1.0651,1.0914,1.0303,1.1122,1.1389,1.083,1.7048,1.2307,1.3527,0.96736,1.5312,NA,NA,NA,NA,1.1746,1.0933,1.0535,1.0756,0.97249,0.90581,1.0914,1.0303,1.0303,1.0914
P53044,UFD1,0.89537,1.0446,0.92307,1.0614,0.93719,1.0847,1.0268,1.062,1.692,0.99279,NA,NA,1.4067,1.0492,1.4812,1.0066,NA,NA,0.83147,0.83155,NA,NA,NA,NA,NA,NA,NA,NA,1.0596,1.199,1.069,1.1139,1.0395,1.0243,0.9455,1.0034,1.1026,1.1269,0.97099,1.0111,0.89537,1.0446,0.92307,1.0614,0.89537,1.0446,0.92307,1.0614,1.1612,0.98543,0.98284,1.0952,1.0243,1.4449,0.93803,1.3945,NA,NA,NA,NA,NA,NA,1.2008,1.0097,1.2098,1.1615,1.2402,1.1044,1.1612,0.98543,0.98543,1.1612
P17649,UGA1,0.73908,1.099,0.85284,1.0036,0.99561,1.4279,0.93404,1.243,1.1897,1.0749,0.86504,1.2432,1.2379,1.0849,1.2032,1.1046,NA,NA,2.1791,0.99166,3.4548,5.7002,NA,NA,NA,NA,NA,NA,1.9944,2.6457,2.1423,2.4458,1.4913,1.9423,1.3369,1.6036,1.7399,1.9403,1.3446,1.6436,0.73908,1.099,0.85284,1.0036,0.73908,1.099,0.85284,1.0036,0.89357,1.0104,0.95515,1.5003,0.95619,1.4114,0.97099,2.2144,NA,NA,NA,NA,NA,NA,2.3589,2.0815,1.9471,1.4533,1.8491,1.5837,0.89357,1.0104,1.0104,0.89357
P32861,UGP1,0.81046,1.0851,0.83065,1.089,1.1117,1.2488,1.0637,1.3982,1.0431,1.3753,1.0106,1.3614,1.1593,1.4468,1.0305,1.4385,1.0828,1.1567,0.87195,1.1603,1.3549,1.2297,1.5949,1.1814,1.5919,0.93901,0.78149,1.2381,1.07,1.548,1.112,1.6013,0.95297,1.275,1.0124,1.411,1.0504,1.0926,0.88174,1.3284,0.81046,1.0851,0.83065,1.089,0.81046,1.0851,0.83065,1.089,0.83265,1.0844,1.0248,1.4261,1.1207,1.36,0.97581,1.3442,1.0173,1.3883,0.95717,1.9726,0.75371,1.7928,1.6488,1.0736,1.5503,0.91948,1.4104,0.79579,0.83265,1.0844,1.0844,0.83265
P07259,URA2,1.0114,1.0086,1.0325,1.0613,1.1103,1.0257,1.1329,1.0523,1.3495,1.1218,1.3699,1.1532,1.1029,1.0789,1.2145,1.1646,0.72555,1.0302,0.99761,0.99188,0.59852,0.65878,0.7797,0.87802,1.9241,1.1255,0.91556,0.95206,1.2903,1.6512,1.4759,1.6766,1.2654,1.1855,1.2872,1.4748000000000001,1.4361,1.2026,1.1719,1.3924,1.0114,1.0086,1.0325,1.0613,1.0114,1.0086,1.0325,1.0613,0.89563,1.027,0.99433,1.0826,1.0297,1.1445,1.0375,1.2213,1.0104,0.89156,0.98273,1.049,0.88269,1.5705,1.659,1.5516,1.492,1.4091,1.4375,1.3329,0.89563,1.027,1.027,0.89563
P03962,URA3,1.0039,0.99195,0.98136,0.85742,1.3089,1.0857,1.3448,0.96322,1.9533,1.1766,1.8586,0.99413,1.7699,1.3744,1.8559,1.1762,1.2742,1.2003,1.0165,1.0149,NA,NA,NA,NA,NA,NA,NA,NA,1.0638,0.9299,0.98814,0.89753,0.95128,0.84527,1.1016,0.7861,0.90444,0.73183,1.0289,0.81691,1.0039,0.99195,0.98136,0.85742,1.0039,0.99195,0.98136,0.85742,1.0285,1.0172,1.2348,1.2262,0.98175,1.5706,1.1625,1.3057,1.1736,1.5338,NA,NA,NA,NA,0.95443,1.0289,0.83554,1.0288,0.78724,0.84831,1.0285,1.0172,1.0172,1.0285
P20051,URA4,1.0807,1.0422,1.0629,0.95541,0.91226,1.0985,1.0409,1.0581,0.94004,1.4753,0.92163,1.0876,1.0713,0.94619,0.85416,1.1167,NA,NA,1.6929,1.1282,NA,NA,1.6188,1.2037,NA,NA,NA,NA,0.92328,0.94712,1.0338,0.8165,1.0932,0.99124,0.95117,0.83303,0.92915,0.8542,1.1051,0.93143,1.0807,1.0422,1.0629,0.95541,1.0807,1.0422,1.0629,0.95541,1.0811,1.044,1.0571,0.99357,1.0144,0.8571,1.0252,0.88217,1.4167,1.0907,4.0078,1.2116,NA,NA,1,0.98172,0.81485,1.1719,0.76484,1.1558,1.0811,1.044,1.044,1.0811
P13298,URA5,1.0652,1.0705,1.0369,0.99353,1.0725,0.85163,1.1663,0.90379,1.0005,0.88499,1.2275,0.89042,1.2796,0.89664,1.0271,0.85092,1.7454,0.84056,1.3922,0.8341,NA,NA,NA,NA,NA,NA,NA,NA,1.0128,0.96589,1.0077,1.0163,0.86175,0.75554,0.89197,0.83815,0.81168,0.63465,0.70198,0.79623,1.0652,1.0705,1.0369,0.99353,1.0652,1.0705,1.0369,0.99353,1.0845,0.98489,1.0402,0.99047,0.89129,1.2071,0.97399,1.2654,1.0668,1.2278,NA,NA,NA,NA,1.039,0.99678,0.92586,0.9445,0.82494,0.7653,1.0845,0.98489,0.98489,1.0845
P15700,URA6,1.0763,0.98146,1.0906,0.96423,0.93741,1.0284,1.1416,0.99978,1.0673,0.97471,0.79824,0.9462,1.0756,1.1337,1.0928,0.92229,1.1498,0.78526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0927,0.96554,1.0111,0.87875,0.98468,0.90369,1.0334,0.8558,0.92611,0.89171,0.91038,0.8497,1.0763,0.98146,1.0906,0.96423,1.0763,0.98146,1.0906,0.96423,1.0165,0.98553,1.0196,1.0173,1.0351,1.2094,0.962,1.1117,NA,NA,NA,NA,0.53722,0.54971,0.90836,1.0646,0.91577,1.1412,0.81568,0.99438,1.0165,0.98553,0.98553,1.0165
P28274,URA7,1.0463,1.0255,1.0475,1.0943,0.96731,0.98598,0.84667,1.058,0.82662,0.99903,0.83084,0.9902,0.8467,0.88349,0.84133,1.0057,0.88972,0.99047,1.1351,1.2966,0.53024,0.70341,1.2893,1.1668,0.59163,NA,0.34727,0.79875,0.646,0.68191,0.6397,0.67496,0.48355,0.50354,0.60016,0.61333,0.46044,0.45045,0.53736,0.54528,1.0463,1.0255,1.0475,1.0943,1.0463,1.0255,1.0475,1.0943,0.9231,1.0446,1.0008,0.97781,0.9884,0.93068,1.0091,0.87318,1.0159,0.91553,0.97658,0.74064,1.2696,0.87737,0.73229,0.6245,0.56497,0.57577,0.53079,0.46952,0.9231,1.0446,1.0446,0.9231
P34241,URB1,1.0697,0.89774,0.93162,0.9837,0.84041,1.0169,0.61173,0.92754,NA,NA,NA,NA,NA,NA,1.4994,1.0694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61233,0.47614,0.57244,0.56564,NA,NA,NA,NA,NA,NA,NA,NA,1.0697,0.89774,0.93162,0.9837,1.0697,0.89774,0.93162,0.9837,0.74467,0.93284,1.0196,0.81466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91865,1.0704,NA,NA,0.70224,0.80519,0.74467,0.93284,0.93284,0.74467
P40554,URM1,1.1084,0.89824,0.91207,0.70731,1.0093,0.86907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1084,0.89824,0.91207,0.70731,1.1084,0.89824,0.91207,0.70731,1.154,0.97499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.154,0.97499,0.97499,1.154
P25386,USO1,0.8424,0.92532,0.97427,1.0369,0.78652,0.88347,0.75869,0.74773,1.3444,0.86823,0.99188,1.2422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0179,1.028,1.1461,0.99869,0.92961,0.6533,NA,NA,NA,NA,0.91479,1.1916,0.8424,0.92532,0.97427,1.0369,0.8424,0.92532,0.97427,1.0369,1.1174,0.98551,0.77872,1.263,1.9411,2.1284,1.3238,1.3641,NA,NA,NA,NA,NA,NA,1.2183,0.89978,1.3206,1.6127,1.7076,1.3798,1.1174,0.98551,0.98551,1.1174
P36135;P46955,UTH1,1.5344,1.0397,0.92114,0.34222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55352,0.39835,NA,NA,0.50443,0.32744,0.30608,0.27083,0.29431,0.35033,NA,NA,1.5344,1.0397,0.92114,0.34222,1.5344,1.0397,0.92114,0.34222,0.93265,1.6205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4925,0.54137,0.48799,0.44765,0.50203,0.27203,0.93265,1.6205,1.6205,0.93265
P42945,UTP10,1.0601,1.0446,0.84903,1.0353,1.0104,0.75769,0.77548,0.89202,0.85236,0.9434,0.71819,0.83669,0.86547,0.7469,0.85587,0.79836,NA,NA,1.1737,0.92029,NA,NA,NA,NA,NA,NA,NA,NA,0.7341,0.53986,0.46357,0.4738,0.46754,0.42632,NA,NA,NA,NA,NA,NA,1.0601,1.0446,0.84903,1.0353,1.0601,1.0446,0.84903,1.0353,0.85492,1.0622,0.92703,0.92469,0.94954,0.99323,0.97043,0.87812,NA,NA,NA,NA,NA,NA,0.70327,0.6954,0.78363,0.57283,0.75386,0.54738,0.85492,1.0622,1.0622,0.85492
Q05946,UTP13,1.0358,1.0571,0.88504,1.0487,1.0059,0.98606,0.87083,0.96077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61258,1.0364,0.84735,0.83293,NA,NA,0.59867,0.52183,NA,NA,NA,NA,1.0358,1.0571,0.88504,1.0487,1.0358,1.0571,0.88504,1.0487,0.91193,0.92779,NA,NA,NA,NA,1.1975,0.93824,NA,NA,NA,NA,NA,NA,NA,NA,0.60946,0.70346,NA,NA,0.91193,0.92779,0.92779,0.91193
Q04500,UTP14,1.0389,1.0777,1.031,0.93745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50795,0.57515,NA,NA,NA,NA,NA,NA,1.0389,1.0777,1.031,0.93745,1.0389,1.0777,1.031,0.93745,1.0473,1.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0473,1.137,1.137,1.0473
Q04305,UTP15,0.93025,1.0074,0.90047,1.132,1.091,1.2445,1.0123,1.2877,NA,NA,0.86188,1.5236,0.89769,1.0575,0.86145,0.98696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83436,0.77588,NA,NA,0.65947,0.59542,NA,NA,NA,NA,NA,NA,0.93025,1.0074,0.90047,1.132,0.93025,1.0074,0.90047,1.132,1.0789,1.0533,1.2372,1.1348,1.24,0.69331,1.0261,0.86976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0789,1.0533,1.0533,1.0789
P35194,UTP20,1.2893,1.0468,0.9142,1.0218,0.67834,0.59086,0.61834,0.81093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2893,1.0468,0.9142,1.0218,1.2893,1.0468,0.9142,1.0218,0.76636,0.97013,0.71109,0.84412,0.75692,0.75596,NA,NA,0.54227,1.0232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76636,0.97013,0.97013,0.76636
