Protein IDs,Protein names,Gene names,Fasta headers,nutrient,time,pvalue,qvalue,log2FC
P14164,ARS-binding factor 1,ABF1,sp|P14164|ABF1_YEAST ARS-binding factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ABF1 PE=1 SV=4,C,T30,0.025274999,0.144077464,-0.477775
P14164,ARS-binding factor 1,ABF1,sp|P14164|ABF1_YEAST ARS-binding factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ABF1 PE=1 SV=4,P,T00,0.157206079,0.340208174,0.041789946
P14164,ARS-binding factor 1,ABF1,sp|P14164|ABF1_YEAST ARS-binding factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ABF1 PE=1 SV=4,P,T06,0.652543921,0.773141666,0.037277207
P14164,ARS-binding factor 1,ABF1,sp|P14164|ABF1_YEAST ARS-binding factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ABF1 PE=1 SV=4,P,T16,0.161323419,0.345705908,-0.152667414
P14164,ARS-binding factor 1,ABF1,sp|P14164|ABF1_YEAST ARS-binding factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ABF1 PE=1 SV=4,P,T30,0.03828783,0.178803137,-0.235082685
P14306,Carboxypeptidase Y inhibitor,TFS1,sp|P14306|CPYI_YEAST Carboxypeptidase Y inhibitor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFS1 PE=1 SV=2,C,T00,0.272165704,0.455151185,0.75805
P14306,Carboxypeptidase Y inhibitor,TFS1,sp|P14306|CPYI_YEAST Carboxypeptidase Y inhibitor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFS1 PE=1 SV=2,C,T06,0.198035195,0.384969988,-2.097555
P14306,Carboxypeptidase Y inhibitor,TFS1,sp|P14306|CPYI_YEAST Carboxypeptidase Y inhibitor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFS1 PE=1 SV=2,P,T00,0.129544925,0.314738026,0.977058231
P14306,Carboxypeptidase Y inhibitor,TFS1,sp|P14306|CPYI_YEAST Carboxypeptidase Y inhibitor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFS1 PE=1 SV=2,P,T06,0.136139735,0.320882888,1.348862026
P14306,Carboxypeptidase Y inhibitor,TFS1,sp|P14306|CPYI_YEAST Carboxypeptidase Y inhibitor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFS1 PE=1 SV=2,P,T16,0.014951859,0.113482097,1.216913531
P14306,Carboxypeptidase Y inhibitor,TFS1,sp|P14306|CPYI_YEAST Carboxypeptidase Y inhibitor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFS1 PE=1 SV=2,P,T30,0.003382214,0.065698912,1.714595399
P14540,Fructose-bisphosphate aldolase,FBA1,sp|P14540|ALF_YEAST Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3,C,T00,0.139956832,0.323522952,-0.09691
P14540,Fructose-bisphosphate aldolase,FBA1,sp|P14540|ALF_YEAST Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3,C,T06,0.048262321,0.199889342,-0.123243333
P14540,Fructose-bisphosphate aldolase,FBA1,sp|P14540|ALF_YEAST Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3,C,T16,0.017150552,0.120787073,-0.254408333
P14540,Fructose-bisphosphate aldolase,FBA1,sp|P14540|ALF_YEAST Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3,C,T30,0.057290678,0.216988444,-0.182076667
P14540,Fructose-bisphosphate aldolase,FBA1,sp|P14540|ALF_YEAST Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3,P,T00,0.006910911,0.081984568,-0.151146133
P14540,Fructose-bisphosphate aldolase,FBA1,sp|P14540|ALF_YEAST Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3,P,T06,0.052464042,0.207513219,-0.453675637
P14540,Fructose-bisphosphate aldolase,FBA1,sp|P14540|ALF_YEAST Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3,P,T16,0.056039606,0.214223114,-0.321244019
P14540,Fructose-bisphosphate aldolase,FBA1,sp|P14540|ALF_YEAST Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3,P,T30,0.25920845,0.443260365,-0.165420466
P14741,Translation initiation factor eIF-2B subunit alpha,GCN3,sp|P14741|EI2BA_YEAST Translation initiation factor eIF-2B subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCN3 PE=1 SV=1,C,T00,0.263000467,0.446307469,0.074705
P14741,Translation initiation factor eIF-2B subunit alpha,GCN3,sp|P14741|EI2BA_YEAST Translation initiation factor eIF-2B subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCN3 PE=1 SV=1,C,T06,0.955160649,0.975169151,0.00827
P14741,Translation initiation factor eIF-2B subunit alpha,GCN3,sp|P14741|EI2BA_YEAST Translation initiation factor eIF-2B subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCN3 PE=1 SV=1,P,T00,0.006623966,0.080660917,0.134600614
P14741,Translation initiation factor eIF-2B subunit alpha,GCN3,sp|P14741|EI2BA_YEAST Translation initiation factor eIF-2B subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCN3 PE=1 SV=1,P,T16,0.832381937,0.896780251,-0.030132378
P14741,Translation initiation factor eIF-2B subunit alpha,GCN3,sp|P14741|EI2BA_YEAST Translation initiation factor eIF-2B subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCN3 PE=1 SV=1,P,T30,0.646020387,0.767782693,0.094567844
P14742,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],GFA1,sp|P14742|GFA1_YEAST Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GFA1 PE=1 SV=4,C,T00,0.470183321,0.631628837,0.043
P14742,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],GFA1,sp|P14742|GFA1_YEAST Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GFA1 PE=1 SV=4,C,T06,0.047768748,0.19871157,0.127906667
P14742,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],GFA1,sp|P14742|GFA1_YEAST Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GFA1 PE=1 SV=4,C,T16,0.238538096,0.424168546,0.08736
P14742,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],GFA1,sp|P14742|GFA1_YEAST Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GFA1 PE=1 SV=4,C,T30,0.001142897,0.045533966,0.35804
P14742,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],GFA1,sp|P14742|GFA1_YEAST Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GFA1 PE=1 SV=4,P,T00,0.010665956,0.098403698,0.123271351
P14742,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],GFA1,sp|P14742|GFA1_YEAST Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GFA1 PE=1 SV=4,P,T06,0.010064598,0.096811851,0.14956858
P14742,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],GFA1,sp|P14742|GFA1_YEAST Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GFA1 PE=1 SV=4,P,T16,0.10131716,0.286346305,0.220236348
P14742,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],GFA1,sp|P14742|GFA1_YEAST Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GFA1 PE=1 SV=4,P,T30,0.105210791,0.290723364,0.304502134
P14743,Glycylpeptide N-tetradecanoyltransferase,NMT1,sp|P14743|NMT_YEAST Glycylpeptide N-tetradecanoyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NMT1 PE=1 SV=1,C,T00,0.575353728,0.717261025,0.025248333
P14743,Glycylpeptide N-tetradecanoyltransferase,NMT1,sp|P14743|NMT_YEAST Glycylpeptide N-tetradecanoyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NMT1 PE=1 SV=1,C,T06,0.18401904,0.36977229,0.07975
P14743,Glycylpeptide N-tetradecanoyltransferase,NMT1,sp|P14743|NMT_YEAST Glycylpeptide N-tetradecanoyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NMT1 PE=1 SV=1,C,T16,0.086418065,0.266412729,0.219386667
P14743,Glycylpeptide N-tetradecanoyltransferase,NMT1,sp|P14743|NMT_YEAST Glycylpeptide N-tetradecanoyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NMT1 PE=1 SV=1,C,T30,0.088018334,0.268746513,0.199413333
P14743,Glycylpeptide N-tetradecanoyltransferase,NMT1,sp|P14743|NMT_YEAST Glycylpeptide N-tetradecanoyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NMT1 PE=1 SV=1,P,T00,0.159495547,0.343322439,0.065335264
P14743,Glycylpeptide N-tetradecanoyltransferase,NMT1,sp|P14743|NMT_YEAST Glycylpeptide N-tetradecanoyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NMT1 PE=1 SV=1,P,T06,0.206927599,0.394138028,0.072295794
P14743,Glycylpeptide N-tetradecanoyltransferase,NMT1,sp|P14743|NMT_YEAST Glycylpeptide N-tetradecanoyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NMT1 PE=1 SV=1,P,T16,0.262926267,0.446307469,0.123383265
P14743,Glycylpeptide N-tetradecanoyltransferase,NMT1,sp|P14743|NMT_YEAST Glycylpeptide N-tetradecanoyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NMT1 PE=1 SV=1,P,T30,0.357065868,0.537202836,0.096328858
P14747,Serine/threonine-protein phosphatase 2B catalytic subunit A2,CMP2,sp|P14747|PP2B2_YEAST Serine/threonine-protein phosphatase 2B catalytic subunit A2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CMP2 PE=1 SV=2,C,T00,0.127477565,0.313359668,0.082595
P14747,Serine/threonine-protein phosphatase 2B catalytic subunit A2,CMP2,sp|P14747|PP2B2_YEAST Serine/threonine-protein phosphatase 2B catalytic subunit A2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CMP2 PE=1 SV=2,C,T06,0.014761589,0.112629596,-0.40722
P14747,Serine/threonine-protein phosphatase 2B catalytic subunit A2,CMP2,sp|P14747|PP2B2_YEAST Serine/threonine-protein phosphatase 2B catalytic subunit A2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CMP2 PE=1 SV=2,C,T16,0.00752874,0.086166489,-0.694475
P14747,Serine/threonine-protein phosphatase 2B catalytic subunit A2,CMP2,sp|P14747|PP2B2_YEAST Serine/threonine-protein phosphatase 2B catalytic subunit A2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CMP2 PE=1 SV=2,P,T00,0.012786657,0.105855782,0.112742463
P14747,Serine/threonine-protein phosphatase 2B catalytic subunit A2,CMP2,sp|P14747|PP2B2_YEAST Serine/threonine-protein phosphatase 2B catalytic subunit A2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CMP2 PE=1 SV=2,P,T06,0.932763094,0.961575276,0.008822375
P14747,Serine/threonine-protein phosphatase 2B catalytic subunit A2,CMP2,sp|P14747|PP2B2_YEAST Serine/threonine-protein phosphatase 2B catalytic subunit A2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CMP2 PE=1 SV=2,P,T16,0.227366514,0.413439362,0.183557636
P14772,Bile pigment transporter 1,BPT1,sp|P14772|BPT1_YEAST Bile pigment transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BPT1 PE=1 SV=2,C,T00,0.001888865,0.055265633,0.176923333
P14772,Bile pigment transporter 1,BPT1,sp|P14772|BPT1_YEAST Bile pigment transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BPT1 PE=1 SV=2,P,T00,0.089821184,0.269815057,0.115900436
P14832,Peptidyl-prolyl cis-trans isomerase,CPR1,sp|P14832|CYPH_YEAST Peptidyl-prolyl cis-trans isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPR1 PE=1 SV=3,C,T00,0.95757261,0.977008598,-0.004795
P14832,Peptidyl-prolyl cis-trans isomerase,CPR1,sp|P14832|CYPH_YEAST Peptidyl-prolyl cis-trans isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPR1 PE=1 SV=3,C,T06,0.144106838,0.328303547,0.141723333
P14832,Peptidyl-prolyl cis-trans isomerase,CPR1,sp|P14832|CYPH_YEAST Peptidyl-prolyl cis-trans isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPR1 PE=1 SV=3,C,T16,0.066197079,0.235085933,0.216285
P14832,Peptidyl-prolyl cis-trans isomerase,CPR1,sp|P14832|CYPH_YEAST Peptidyl-prolyl cis-trans isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPR1 PE=1 SV=3,C,T30,0.067099737,0.236626762,0.250083333
P14832,Peptidyl-prolyl cis-trans isomerase,CPR1,sp|P14832|CYPH_YEAST Peptidyl-prolyl cis-trans isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPR1 PE=1 SV=3,P,T00,0.124462395,0.310186152,-0.12330674
P14832,Peptidyl-prolyl cis-trans isomerase,CPR1,sp|P14832|CYPH_YEAST Peptidyl-prolyl cis-trans isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPR1 PE=1 SV=3,P,T06,1.17E-04,0.027005812,0.294973135
P14832,Peptidyl-prolyl cis-trans isomerase,CPR1,sp|P14832|CYPH_YEAST Peptidyl-prolyl cis-trans isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPR1 PE=1 SV=3,P,T16,5.81E-05,0.023880988,0.367877715
P14832,Peptidyl-prolyl cis-trans isomerase,CPR1,sp|P14832|CYPH_YEAST Peptidyl-prolyl cis-trans isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPR1 PE=1 SV=3,P,T30,2.62E-04,0.031334468,0.389175622
P14843,"Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited",ARO3,"sp|P14843|AROF_YEAST Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO3 PE=1 SV=1",C,T00,0.769189438,0.858099718,0.009353333
P14843,"Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited",ARO3,"sp|P14843|AROF_YEAST Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO3 PE=1 SV=1",C,T06,0.324712855,0.506673508,-0.0665
P14843,"Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited",ARO3,"sp|P14843|AROF_YEAST Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO3 PE=1 SV=1",C,T16,0.259389203,0.443314128,0.106836667
P14843,"Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited",ARO3,"sp|P14843|AROF_YEAST Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO3 PE=1 SV=1",C,T30,0.104378048,0.290052092,-0.672696667
P14843,"Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited",ARO3,"sp|P14843|AROF_YEAST Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO3 PE=1 SV=1",P,T00,0.300384804,0.482685598,0.032655714
P14843,"Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited",ARO3,"sp|P14843|AROF_YEAST Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO3 PE=1 SV=1",P,T06,0.015596285,0.116004925,-0.216291493
P14843,"Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited",ARO3,"sp|P14843|AROF_YEAST Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO3 PE=1 SV=1",P,T16,0.108187037,0.29441398,-0.146032326
P14843,"Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited",ARO3,"sp|P14843|AROF_YEAST Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO3 PE=1 SV=1",P,T30,0.199720605,0.386041718,-0.108354693
P14904,Vacuolar aminopeptidase 1,APE1,sp|P14904|AMPL_YEAST Vacuolar aminopeptidase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APE1 PE=1 SV=2,C,T00,0.023072282,0.137360007,0.3193
P14904,Vacuolar aminopeptidase 1,APE1,sp|P14904|AMPL_YEAST Vacuolar aminopeptidase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APE1 PE=1 SV=2,C,T06,0.314723439,0.496978637,-0.346285
P14904,Vacuolar aminopeptidase 1,APE1,sp|P14904|AMPL_YEAST Vacuolar aminopeptidase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APE1 PE=1 SV=2,C,T16,0.101106089,0.286346305,-0.775151667
P14904,Vacuolar aminopeptidase 1,APE1,sp|P14904|AMPL_YEAST Vacuolar aminopeptidase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APE1 PE=1 SV=2,C,T30,0.043198859,0.188917545,-0.958995
P14904,Vacuolar aminopeptidase 1,APE1,sp|P14904|AMPL_YEAST Vacuolar aminopeptidase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APE1 PE=1 SV=2,P,T00,0.106096727,0.291759665,0.255150914
P14904,Vacuolar aminopeptidase 1,APE1,sp|P14904|AMPL_YEAST Vacuolar aminopeptidase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APE1 PE=1 SV=2,P,T06,0.851348968,0.908954248,0.070045057
P14904,Vacuolar aminopeptidase 1,APE1,sp|P14904|AMPL_YEAST Vacuolar aminopeptidase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APE1 PE=1 SV=2,P,T16,0.126056748,0.311529812,0.287130728
P14904,Vacuolar aminopeptidase 1,APE1,sp|P14904|AMPL_YEAST Vacuolar aminopeptidase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APE1 PE=1 SV=2,P,T30,0.069017225,0.239605278,0.414342789
P14906,Protein translocation protein SEC63,SEC63,sp|P14906|SEC63_YEAST Protein translocation protein SEC63 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC63 PE=1 SV=2,C,T00,0.021805583,0.133731573,0.184086667
P14906,Protein translocation protein SEC63,SEC63,sp|P14906|SEC63_YEAST Protein translocation protein SEC63 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC63 PE=1 SV=2,C,T06,0.428789679,0.59779457,-0.094961667
P14906,Protein translocation protein SEC63,SEC63,sp|P14906|SEC63_YEAST Protein translocation protein SEC63 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC63 PE=1 SV=2,C,T16,0.002392768,0.058245937,-0.252103333
P14906,Protein translocation protein SEC63,SEC63,sp|P14906|SEC63_YEAST Protein translocation protein SEC63 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC63 PE=1 SV=2,C,T30,0.007642916,0.086419029,-0.280743333
P14906,Protein translocation protein SEC63,SEC63,sp|P14906|SEC63_YEAST Protein translocation protein SEC63 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC63 PE=1 SV=2,P,T00,0.070507744,0.241785312,0.156393324
P14906,Protein translocation protein SEC63,SEC63,sp|P14906|SEC63_YEAST Protein translocation protein SEC63 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC63 PE=1 SV=2,P,T06,0.838046157,0.900453849,0.018985799
P14906,Protein translocation protein SEC63,SEC63,sp|P14906|SEC63_YEAST Protein translocation protein SEC63 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC63 PE=1 SV=2,P,T16,0.409191022,0.58244844,0.185600748
P14906,Protein translocation protein SEC63,SEC63,sp|P14906|SEC63_YEAST Protein translocation protein SEC63 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC63 PE=1 SV=2,P,T30,0.583920833,0.723481794,0.103779461
P14907,Nucleoporin NSP1,NSP1,sp|P14907|NSP1_YEAST Nucleoporin NSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NSP1 PE=1 SV=1,C,T00,0.014788498,0.112629596,-0.05698
P14907,Nucleoporin NSP1,NSP1,sp|P14907|NSP1_YEAST Nucleoporin NSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NSP1 PE=1 SV=1,C,T06,0.40520327,0.579350609,-0.041788333
P14907,Nucleoporin NSP1,NSP1,sp|P14907|NSP1_YEAST Nucleoporin NSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NSP1 PE=1 SV=1,C,T16,0.450037234,0.615699704,-0.05434
P14907,Nucleoporin NSP1,NSP1,sp|P14907|NSP1_YEAST Nucleoporin NSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NSP1 PE=1 SV=1,C,T30,0.946857618,0.970371038,0.004275
P14907,Nucleoporin NSP1,NSP1,sp|P14907|NSP1_YEAST Nucleoporin NSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NSP1 PE=1 SV=1,P,T00,0.800245075,0.878027616,-0.006720455
P14907,Nucleoporin NSP1,NSP1,sp|P14907|NSP1_YEAST Nucleoporin NSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NSP1 PE=1 SV=1,P,T06,0.240967809,0.426190991,0.028692664
P14907,Nucleoporin NSP1,NSP1,sp|P14907|NSP1_YEAST Nucleoporin NSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NSP1 PE=1 SV=1,P,T16,0.781823613,0.865743677,-0.017658751
P14907,Nucleoporin NSP1,NSP1,sp|P14907|NSP1_YEAST Nucleoporin NSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NSP1 PE=1 SV=1,P,T30,0.648252938,0.76964161,0.04221969
P14922,General transcriptional corepressor CYC8,CYC8,sp|P14922|CYC8_YEAST General transcriptional corepressor CYC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYC8 PE=1 SV=2,C,T00,0.816822082,0.887588661,-0.007048333
P14922,General transcriptional corepressor CYC8,CYC8,sp|P14922|CYC8_YEAST General transcriptional corepressor CYC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYC8 PE=1 SV=2,C,T06,9.46E-05,0.026811596,-0.230853333
P14922,General transcriptional corepressor CYC8,CYC8,sp|P14922|CYC8_YEAST General transcriptional corepressor CYC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYC8 PE=1 SV=2,C,T16,0.020283268,0.129457621,-0.427206667
P14922,General transcriptional corepressor CYC8,CYC8,sp|P14922|CYC8_YEAST General transcriptional corepressor CYC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYC8 PE=1 SV=2,C,T30,0.032390057,0.163641559,-0.382838333
P14922,General transcriptional corepressor CYC8,CYC8,sp|P14922|CYC8_YEAST General transcriptional corepressor CYC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYC8 PE=1 SV=2,P,T00,0.463322147,0.626210964,0.028391656
P14922,General transcriptional corepressor CYC8,CYC8,sp|P14922|CYC8_YEAST General transcriptional corepressor CYC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYC8 PE=1 SV=2,P,T06,0.480537407,0.639199134,0.031946444
P14922,General transcriptional corepressor CYC8,CYC8,sp|P14922|CYC8_YEAST General transcriptional corepressor CYC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYC8 PE=1 SV=2,P,T16,0.810932475,0.884038363,0.017889777
P14922,General transcriptional corepressor CYC8,CYC8,sp|P14922|CYC8_YEAST General transcriptional corepressor CYC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYC8 PE=1 SV=2,P,T30,0.765270536,0.855302363,0.015739321
P15019,Transaldolase,TAL1,sp|P15019|TAL1_YEAST Transaldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAL1 PE=1 SV=4,C,T00,0.423579002,0.593198615,0.033088333
