Protein IDs,comparison,normalized_ratio_mean,normalized_ratio_rep1,normalized_ratio_rep2
sp|P22146|GAS1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P22147|XRN1_YEAST,ProtoWT_M_vs_AuxoWT_M,1.9517,NA,NA
sp|P22203|VATE_YEAST,ProtoWT_M_vs_AuxoWT_M,9.1427,15.526,3.2384
sp|P22217|TRX1_YEAST,ProtoWT_M_vs_AuxoWT_M,53.602,18.351,NA
sp|P22336|RFA1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P22515|UBA1_YEAST,ProtoWT_M_vs_AuxoWT_M,4.7558,NA,4.7558
sp|P22696|ESS1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P22768|ASSY_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P22803|TRX2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P22943|HSP12_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P23248|RS3A2_YEAST,ProtoWT_M_vs_AuxoWT_M,23.202,NA,6.1659
sp|P23254|TKT1_YEAST,ProtoWT_M_vs_AuxoWT_M,6.2155,6.2155,3.384
sp|P23301|IF5A1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P23542|AATC_YEAST,ProtoWT_M_vs_AuxoWT_M,15.862,27.899,11.878
sp|P23638|PSA3_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P23639|PSA2_YEAST,ProtoWT_M_vs_AuxoWT_M,1.4407,0.51394,NA
sp|P23644|TOM40_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P23776|EXG1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P24000|RL24B_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P24280|SEC14_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P24783|DBP2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P25043|PSB2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P25087|ERG6_YEAST,ProtoWT_M_vs_AuxoWT_M,1.8017,NA,NA
sp|P25293|NAP1_YEAST,ProtoWT_M_vs_AuxoWT_M,8.7229,8.7229,7.8045
sp|P25294|SIS1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P25297|PHO84_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P25340|ERG4_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P25349|YCP4_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P25373|GLRX1_YEAST,ProtoWT_M_vs_AuxoWT_M,1.2961,NA,NA
sp|P25383|YC21A_YEAST;sp|P25384|YC21B_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P25443|RS2_YEAST,ProtoWT_M_vs_AuxoWT_M,14.17,38.925,9.2403
sp|P25491|MAS5_YEAST,ProtoWT_M_vs_AuxoWT_M,1.8322,1.9721,1.5522
sp|P25567|SRO9_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P25605|ILV6_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P25694|CDC48_YEAST,ProtoWT_M_vs_AuxoWT_M,8.7525,NA,0.73505
sp|P25719|CYPC_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P26321|RL5_YEAST,ProtoWT_M_vs_AuxoWT_M,129.14,NA,12.454
sp|P26637|SYLC_YEAST,ProtoWT_M_vs_AuxoWT_M,26.336,12.167,NA
sp|P26783|RS5_YEAST,ProtoWT_M_vs_AuxoWT_M,27.56,14.509,32.941
sp|P26784|RL16A_YEAST,ProtoWT_M_vs_AuxoWT_M,23.273,NA,25.664
sp|P26785|RL16B_YEAST,ProtoWT_M_vs_AuxoWT_M,9.8923,9.8923,12.562
sp|P26786|RS7A_YEAST,ProtoWT_M_vs_AuxoWT_M,45.872,NA,45.872
sp|P27476|NSR1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P27810|KTR1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P28007|GAR1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P28241|IDH2_YEAST,ProtoWT_M_vs_AuxoWT_M,4.8728,NA,NA
sp|P28272|PYRD_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P28274|URA7_YEAST;sp|P38627|URA8_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P28707|SBA1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P28777|AROC_YEAST,ProtoWT_M_vs_AuxoWT_M,13.232,NA,NA
sp|P28834|IDH1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P29311|BMH1_YEAST,ProtoWT_M_vs_AuxoWT_M,33.233,42.86,41.2
sp|P29453|RL8B_YEAST,ProtoWT_M_vs_AuxoWT_M,42.873,45.827,33.533
sp|P29509|TRXB1_YEAST;sp|P38816|TRXB2_YEAST,ProtoWT_M_vs_AuxoWT_M,7.0074,2.0923,11.112
sp|P29547|EF1G1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P29952|MPI_YEAST,ProtoWT_M_vs_AuxoWT_M,3.7678,NA,2.5971
sp|P30624|LCF1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P30822|XPO1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P31116|DHOM_YEAST,ProtoWT_M_vs_AuxoWT_M,22.334,6.6022,NA
sp|P31373|CYS3_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P31382|PMT2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P31412|VATC_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P31539|HS104_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P31688|TPS2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P31787|ACBP_YEAST,ProtoWT_M_vs_AuxoWT_M,5.7222,5.7222,NA
sp|P32074|COPG_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32178|CHMU_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32179|MET22_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32263|P5CR_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32288|GLNA_YEAST,ProtoWT_M_vs_AuxoWT_M,12.114,NA,NA
sp|P32324|EF2_YEAST,ProtoWT_M_vs_AuxoWT_M,536.31,36.438,374.73
sp|P32327|PYC2_YEAST;sp|P11154|PYC1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32333|MOT1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32337|IMB3_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32353|ERG3_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32366|VA0D_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32377|MVD1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32379|PSA5_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32381|ARP2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32386|YBT1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32419|MDHP_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32445|RIM1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32449|AROG_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32454|APE2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32457|CDC3_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32463|ACPM_YEAST,ProtoWT_M_vs_AuxoWT_M,3.2962,NA,NA
sp|P32465|HXT1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32468|CDC12_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32471|EF1B_YEAST,ProtoWT_M_vs_AuxoWT_M,38.41,NA,37.453
sp|P32472|FKBP2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32473|ODPB_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32474|EUG1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32481|IF2G_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32495|NHP2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32496|RPN12_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32497|EIF3C_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32499|NUP2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32521|PAN1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32527|ZUO1_YEAST,ProtoWT_M_vs_AuxoWT_M,2.2191,6.3678,NA
sp|P32558|SPT16_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32565|RPN2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32582|CBS_YEAST,ProtoWT_M_vs_AuxoWT_M,32.7,32.7,38.605
sp|P32588|PUB1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32589|HSP7F_YEAST;sp|P32590|HSP79_YEAST,ProtoWT_M_vs_AuxoWT_M,9.9153,9.9813,7.0636
sp|P32599|FIMB_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32603|SPR1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32610|VATD_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32614|FRDS_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32623|CRH2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32628|RAD23_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32771|FADH_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32774|T2AG_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32835|GSP1_YEAST;sp|P32836|GSP2_YEAST,ProtoWT_M_vs_AuxoWT_M,31.635,46.014,31.635
sp|P32861|UGPA1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32895|KPR1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32905|RSSA1_YEAST,ProtoWT_M_vs_AuxoWT_M,400.32,150.81,30.065
sp|P32911|SUI1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P32939|YPT7_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P33201|MRT4_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P33299|PRS7_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P33302|PDR5_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P33322|CBF5_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P33330|SERC_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P33331|NTF2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P33399|LHP1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P33401|PGM1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P33442|RS3A1_YEAST,ProtoWT_M_vs_AuxoWT_M,7.5853,NA,NA
sp|P33448|TOM6_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P33767|OSTB_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P33775|PMT1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P33892|GCN1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P34167|IF4B_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P34216|EDE1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P34223|UBX1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P34730|BMH2_YEAST,ProtoWT_M_vs_AuxoWT_M,5.6507,5.6507,5.3641
sp|P34760|TSA1_YEAST,ProtoWT_M_vs_AuxoWT_M,1.9891,2.7597,1.8109
sp|P35176|CYPD_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P35189|TAF14_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P35197|GCS1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P35691|TCTP_YEAST,ProtoWT_M_vs_AuxoWT_M,17.544,NA,4.3796
sp|P35719|MRP8_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P35732|DEF1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P35844|KES1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P36008|EF1G2_YEAST,ProtoWT_M_vs_AuxoWT_M,15.493,10.484,NA
sp|P36010|NDK_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P36015|YKT6_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P36018|YPT52_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P36036|YRA2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P36049|EBP2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P36105|RL14A_YEAST,ProtoWT_M_vs_AuxoWT_M,21.822,35.195,21.286
sp|P36421|SYYC_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P37291|GLYC_YEAST,ProtoWT_M_vs_AuxoWT_M,7.1789,NA,NA
sp|P37292|GLYM_YEAST,ProtoWT_M_vs_AuxoWT_M,2.9965,NA,2.9965
sp|P37302|APE3_YEAST,ProtoWT_M_vs_AuxoWT_M,2.5742,7.939,3.2456
sp|P37303|GLY1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P37370|VRP1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38011|GBLP_YEAST,ProtoWT_M_vs_AuxoWT_M,13.786,NA,21.843
sp|P38013|AHP1_YEAST,ProtoWT_M_vs_AuxoWT_M,56.563,56.563,58.712
sp|P38061|RL32_YEAST,ProtoWT_M_vs_AuxoWT_M,11.258,68.362,9.9688
sp|P38077|ATPG_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38088|SYG_YEAST;sp|Q06817|SYG2_YEAST,ProtoWT_M_vs_AuxoWT_M,4.0505,NA,4.2914
sp|P38143|GPX2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38174|MAP2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38197|PLPHP_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38199|HEK2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38205|NCL1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38216|YBM6_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38219|OLA1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38248|ECM33_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38249|EIF3A_YEAST,ProtoWT_M_vs_AuxoWT_M,3.4011,2.5128,3.4011
sp|P38250|IST2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38264|PHO88_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38427|TSL1_YEAST;sp|P38426|TPS3_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38431|IF5_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38523|GRPE_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38555|YPT31_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38624|PSB1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38625|GUAA_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38626|NCB5R_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38631|FKS1_YEAST;sp|P40989|FKS2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38682|GLO3_YEAST,ProtoWT_M_vs_AuxoWT_M,9.3509,2.4908,1.1511
sp|P38687|SRP68_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38689|KPR3_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38693|PPAC_YEAST;sp|P35842|PPAB_YEAST;sp|P24031|PPA3_YEAST;sp|P00635|PPA5_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38701|RS20_YEAST,ProtoWT_M_vs_AuxoWT_M,25.07,41.5,19.012
sp|P38707|SYNC_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38708|YHI0_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38711|RS27B_YEAST;sp|P35997|RS27A_YEAST,ProtoWT_M_vs_AuxoWT_M,2.3841,NA,2.3841
sp|P38715|GRE3_YEAST,ProtoWT_M_vs_AuxoWT_M,4.887,NA,4.887
sp|P38720|6PGD1_YEAST;sp|P53319|6PGD2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38754|RL14B_YEAST,ProtoWT_M_vs_AuxoWT_M,12.722,NA,NA
sp|P38764|RPN1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38777|FSH1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38779|CIC1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38788|SSZ1_YEAST,ProtoWT_M_vs_AuxoWT_M,8.4093,6.8584,9.1392
sp|P38791|DHYS_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38810|SFB3_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38817|GGA2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38837|NSG1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38845|CRP1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38879|NACA_YEAST,ProtoWT_M_vs_AuxoWT_M,53.256,NA,44.959
sp|P38886|RPN10_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38891|BCA1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38902|RPB11_YEAST,ProtoWT_M_vs_AuxoWT_M,6.7638,NA,NA
sp|P38903|2A5D_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38910|CH10_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38911|FKBP3_YEAST;sp|Q06205|FKBP4_YEAST,ProtoWT_M_vs_AuxoWT_M,8.6195,NA,5.5652
sp|P38912|IF1A_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38934|BFR1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38968|SEC31_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P38972|PUR4_YEAST,ProtoWT_M_vs_AuxoWT_M,7.0402,2.3228,17.392
sp|P38986|ASPG1_YEAST,ProtoWT_M_vs_AuxoWT_M,5.5948,NA,NA
sp|P39005|KRE9_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39015|STM1_YEAST,ProtoWT_M_vs_AuxoWT_M,4.7121,1.5662,8.1335
sp|P39076|TCPB_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39077|TCPG_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39078|TCPD_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39079|TCPZ_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39101|CAJ1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39107|MNN9_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39516|RS14B_YEAST,ProtoWT_M_vs_AuxoWT_M,5.8916,5.8916,6.002
sp|P39517|DHH1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39522|ILV3_YEAST,ProtoWT_M_vs_AuxoWT_M,0.50464,0.50464,NA
sp|P39533|ACON2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39676|FHP_YEAST,ProtoWT_M_vs_AuxoWT_M,5.5345,14.076,NA
sp|P39714|BDH1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39730|IF2P_YEAST,ProtoWT_M_vs_AuxoWT_M,4.4934,NA,NA
sp|P39742|SEC72_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39743|RV167_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39744|NOC2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39935|IF4F1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39939|RS26B_YEAST;sp|P39938|RS26A_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39954|SAHH_YEAST,ProtoWT_M_vs_AuxoWT_M,14.62,16.849,14.62
sp|P39958|GDI1_YEAST,ProtoWT_M_vs_AuxoWT_M,2.1666,NA,NA
sp|P39960|BEM2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39976|DLD3_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39986|ATC6_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P39990|SNU13_YEAST,ProtoWT_M_vs_AuxoWT_M,0.72524,NA,NA
sp|P40005|PFD2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40010|NUG1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40016|RPN3_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40024|ARB1_YEAST,ProtoWT_M_vs_AuxoWT_M,1.7577,5.6257,NA
sp|P40032|TPA1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40037|HMF1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40040|THO1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40046|VTC1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40053|AIM9_YEAST,ProtoWT_M_vs_AuxoWT_M,6.0139,NA,NA
sp|P40056|GET2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40069|IMB4_YEAST,ProtoWT_M_vs_AuxoWT_M,15.487,NA,9.4587
sp|P40075|SCS2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40089|LSM5_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40093|YEY6_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40150|SSB2_YEAST;sp|P11484|SSB1_YEAST,ProtoWT_M_vs_AuxoWT_M,17.149,19.692,5.1647
sp|P40159|YNU8_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40185|MMF1_YEAST,ProtoWT_M_vs_AuxoWT_M,17.399,15.566,NA
sp|P40202|CCS1_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40217|EIF3I_YEAST,ProtoWT_M_vs_AuxoWT_M,5.1182,5.9329,NA
sp|P40302|PSA6_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40303|PSA4_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40319|ELO3_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40327|PRS4_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40413|TCPE_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40414|TPM2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40422|RPAB4_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40482|SEC24_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40495|LYS12_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40498|UTP25_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40525|RL34B_YEAST;sp|P87262|RL34A_YEAST,ProtoWT_M_vs_AuxoWT_M,11.923,NA,49.396
sp|P40531|GVP36_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40541|SCC3_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40547|VID28_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40579|YIV5_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40581|GPX3_YEAST,ProtoWT_M_vs_AuxoWT_M,5.1975,NA,NA
sp|P40825|SYA_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P40991|NOP2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P41056|RL33B_YEAST,ProtoWT_M_vs_AuxoWT_M,38.816,NA,33.405
sp|P41057|RS29A_YEAST,ProtoWT_M_vs_AuxoWT_M,4.2787,6.5434,NA
sp|P41058|RS29B_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P41277|GPP1_YEAST,ProtoWT_M_vs_AuxoWT_M,7.3545,7.3545,7.342
sp|P41338|THIL_YEAST,ProtoWT_M_vs_AuxoWT_M,7.9113,NA,NA
sp|P41805|RL10_YEAST,ProtoWT_M_vs_AuxoWT_M,3.017,4.7539,1.9146
sp|P41807|VATH_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P41811|COPB2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
sp|P41911|GPD2_YEAST,ProtoWT_M_vs_AuxoWT_M,NA,NA,NA
