Protein IDs,Gene names,comparison,condition,term,estimate,std.error,statistic,p.value,qvalue,df
Q00711,SDH1,nutrient (per genotype),rim15KO,samplingTime,0.06776527218260817,0.01983691212310531,3.4161199970068754,0.00273763932403535,0.00569668839963549,NA
Q00711,SDH1,nutrient (per genotype),WT,samplingTime,0.04384738193433153,0.01109975368048003,3.950302249629314,7.901996759039283e-4,0.00188465245574672,NA
Q00711,SDH1,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.06663393382767464,0.02805363016009879,-2.375233916159961,0.02765103700866006,0.04294800277402318,NA
Q00711,SDH1,nutrient (per genotype),WT,samplingTime:nutrientP,-0.03359436001923538,0.01569742219393553,-2.1401195434632614,0.04485474217567838,0.0648755457027818,NA
P21801,SDH2,nutrient (per genotype),rim15KO,nutrientP,-1.0849702578335447,0.7200992279957237,-1.5066954881390149,0.14752147235501806,0.17127052254613143,NA
P21801,SDH2,nutrient (per genotype),WT,nutrientP,-0.4611252653744794,0.5076021373095017,-0.9084383840829184,0.3744638567798788,0.3373948205722678,NA
P21801,SDH2,nutrient (per genotype),rim15KO,samplingTime,0.06084165330306425,0.02949641367576076,2.062679686143066,0.05237145349493066,0.07388830601740229,NA
P21801,SDH2,nutrient (per genotype),WT,samplingTime,0.0353134071237268,0.02079219369038164,1.6983973720898242,0.1049376676710068,0.13074201218027073,NA
P21801,SDH2,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.05947892505326816,0.0417142282616281,-1.425866605519378,0.16932933800696226,0.19080450040018104,NA
P21801,SDH2,nutrient (per genotype),WT,samplingTime:nutrientP,-0.02315816964657234,0.029404602308426,-0.7875695581142508,0.4401830301284864,0.37604914290267577,NA
P36047,SDS22,nutrient (per genotype),rim15KO,nutrientP,-0.28286198696101483,0.21000837909986145,-1.3469081003977974,0.19307481801400295,0.21064328388697257,NA
P36047,SDS22,nutrient (per genotype),WT,nutrientP,-0.2401398604193393,0.171266890442918,-1.4021382638425153,0.1762046467023306,0.19670096711135265,NA
P36047,SDS22,nutrient (per genotype),rim15KO,samplingTime,0.04468080604247956,0.00860227838675351,5.194066505832072,4.40666232021198e-5,1.346044944309611e-4,NA
P36047,SDS22,nutrient (per genotype),WT,samplingTime,0.02030841192628644,0.00701536517894379,2.894847439623093,0.00895642300650432,0.01612026181890407,NA
P36047,SDS22,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.04519721111472625,0.01216545876185576,-3.71520811499851,0.00136789600947232,0.00308158434824324,NA
P36047,SDS22,nutrient (per genotype),WT,samplingTime:nutrientP,-0.00953144501573931,0.00992122458106226,-0.9607125549736104,0.34816853583850216,0.3211862870293559,NA
P15367,SEC11,nutrient (per genotype),rim15KO,nutrientP,0.0071746009208899,0.1564430248254056,0.04586079135772871,0.9638760392783992,0.5673912814627375,NA
P15367,SEC11,nutrient (per genotype),WT,nutrientP,0.01724529918597487,0.11680413683294669,0.14764288024009892,0.8841029194042112,0.5481430585277383,NA
P15367,SEC11,nutrient (per genotype),rim15KO,samplingTime,0.0221146754134528,0.00640815598397624,3.451020148191007,0.00252565655756429,0.00529910528535469,NA
P15367,SEC11,nutrient (per genotype),WT,samplingTime,0.01002599638900611,0.00478448386711118,2.0955230840938524,0.04905470914125316,0.07005789625839567,NA
P15367,SEC11,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.02690724986761697,0.00906250110234151,-2.969075486309716,0.00758535025586315,0.01393645012141849,NA
P15367,SEC11,nutrient (per genotype),WT,samplingTime:nutrientP,-0.01515197149115909,0.00676628197382391,-2.239334918316459,0.03665837093860445,0.05460345316951786,NA
Q04491,SEC13,nutrient (per genotype),rim15KO,nutrientP,-0.11802256672121378,0.0846339809185066,-1.3945056753841791,0.1784632353908753,0.1985045612903854,NA
Q04491,SEC13,nutrient (per genotype),WT,nutrientP,-0.07856219080899682,0.04595255404181005,-1.7096370908462848,0.10280421116294776,0.1286762027351522,NA
Q04491,SEC13,nutrient (per genotype),rim15KO,samplingTime,0.00904684949712257,0.003466742936452,2.609610710386698,0.01677439390766562,0.02797147878611583,NA
Q04491,SEC13,nutrient (per genotype),WT,samplingTime,0.00567753245674033,0.00188228995502135,3.016290046915717,0.00682097824698854,0.01271053660510125,NA
Q04491,SEC13,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.01763916709528819,0.00490271487799154,-3.5978366138465483,0.00179735095944096,0.00391918505391231,NA
Q04491,SEC13,nutrient (per genotype),WT,samplingTime:nutrientP,-0.01847668069039243,0.00266195998270983,-6.941006179808694,9.71427764385839e-7,3.520802022058727e-6,NA
P24280,SEC14,nutrient (per genotype),rim15KO,nutrientP,0.03649920208130466,0.08240403281811727,0.4429298037131986,0.662570191599555,0.47723215666717234,NA
P24280,SEC14,nutrient (per genotype),WT,nutrientP,-0.01749886905079075,0.0651600424321033,-0.26855214327130855,0.791024945103747,0.5223359596250037,NA
P24280,SEC14,nutrient (per genotype),rim15KO,samplingTime,-0.00915113604880899,0.00337540070320501,-2.71112583466603,0.01344639021649485,0.0230662966123742,NA
P24280,SEC14,nutrient (per genotype),WT,samplingTime,-0.0089687689718139,0.0026690593351377,-3.3602733568870513,0.00311369918618593,0.00636963443138147,NA
P24280,SEC14,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.0119912454429513,0.00477353745291621,-2.512025004774125,0.0206948542903419,0.03354087276715518,NA
P24280,SEC14,nutrient (per genotype),WT,samplingTime:nutrientP,-0.01076826748170176,0.00377461991053026,-2.8528084249386128,0.0098354233319038,0.01748047895650468,NA
P32602,SEC17,nutrient (per genotype),rim15KO,nutrientP,-0.10466696193760618,0.12080180125335982,-0.8664354409590818,0.3965271682882483,0.350733072756302,NA
P32602,SEC17,nutrient (per genotype),WT,nutrientP,0.05652457352473124,0.0664474739667213,0.8506654978794272,0.40502487415758,0.3557018450379459,NA
P32602,SEC17,nutrient (per genotype),rim15KO,samplingTime,0.0165117487855532,0.00494823458214747,3.336896929891976,0.00328573896517885,0.0066803376841171,NA
P32602,SEC17,nutrient (per genotype),WT,samplingTime,-0.00178747163132093,0.0027217945855698,-0.6567253975732069,0.518843449619343,0.4164065864293985,NA
P32602,SEC17,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.02590395430026702,0.00699786045587651,-3.7016963204108966,0.00141163114503642,0.00316364199001017,NA
P32602,SEC17,nutrient (per genotype),WT,samplingTime:nutrientP,-0.01781059922857771,0.00384919881690647,-4.627092565432035,1.6276587016148496e-4,4.51087460643891e-4,NA
P18759,SEC18,nutrient (per genotype),rim15KO,nutrientP,0.04706322420281737,0.07205068759770976,0.6531960453395221,0.521068986216635,0.417476224778404,NA
P18759,SEC18,nutrient (per genotype),WT,nutrientP,0.00301079515591079,0.05661003808581991,0.05318482830459284,0.9581123043849638,0.5658218670172533,NA
P18759,SEC18,nutrient (per genotype),rim15KO,samplingTime,1.2552577976895974e-5,0.00295131115876945,0.00425322078954553,0.9966485697225416,0.5752976332516664,NA
P18759,SEC18,nutrient (per genotype),WT,samplingTime,-0.00719630737125981,0.00231883751108511,-3.103411660738686,0.00560136953437239,0.01068369324316588,NA
P18759,SEC18,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.01322747078604603,0.00417378426751482,-3.1691793198314966,0.00482355898154744,0.00937110662426285,NA
P18759,SEC18,nutrient (per genotype),WT,samplingTime:nutrientP,-0.01789475122075082,0.00327933145711603,-5.456829068595616,2.4273964630285978e-5,7.689219959834096e-5,NA
P32074,SEC21,nutrient (per genotype),rim15KO,nutrientP,-0.09382246706374292,0.04622387421493892,-2.029740445975443,0.05589911197215596,0.07804468682044809,NA
P32074,SEC21,nutrient (per genotype),WT,nutrientP,-0.03455442918870007,0.0952954544827591,-0.36260312074960166,0.7207050304566643,0.4986565146477008,NA
P32074,SEC21,nutrient (per genotype),rim15KO,samplingTime,0.00325122518395227,0.00189340366234674,1.7171326160437432,0.1014021759258182,0.12728397829466662,NA
P32074,SEC21,nutrient (per genotype),WT,samplingTime,0.00270657691113127,0.00390345390963227,0.6933800100604341,0.496045526821326,0.40477374464004434,NA
P32074,SEC21,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.01513095720721182,0.00267767713833766,-5.650777306410189,1.5702246474478688e-5,5.094850416021327e-5,NA
P32074,SEC21,nutrient (per genotype),WT,samplingTime:nutrientP,-0.01451470100382261,0.00552031745910024,-2.6293236052747515,0.01607258368369138,0.02691932985164789,NA
P15303,SEC23,nutrient (per genotype),rim15KO,nutrientP,-0.1089054751216636,0.04771297706006721,-2.2825126796124966,0.03353962861412176,0.05066068348991331,NA
P15303,SEC23,nutrient (per genotype),WT,nutrientP,-0.00782828198835079,0.07211428841124123,-0.10855382699901273,0.9146380998553592,0.5559918233413826,NA
P15303,SEC23,nutrient (per genotype),rim15KO,samplingTime,0.00223482641716547,0.00195439969152998,1.1434848392837982,0.2663403679319987,0.2665885739156949,NA
P15303,SEC23,nutrient (per genotype),WT,samplingTime,0.00380813042845905,0.00295391634960025,1.2891801858148066,0.21204698740865627,0.2253562346686951,NA
P15303,SEC23,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.01604053644573985,0.0027639385500595,-5.803506899744394,1.117524359185586e-5,3.693924613166139e-5,NA
P15303,SEC23,nutrient (per genotype),WT,samplingTime:nutrientP,-0.0258560084026264,0.0041774685637203,-6.1893962834755465,4.790549811514008e-6,1.649725762905486e-5,NA
P40482,SEC24,nutrient (per genotype),rim15KO,nutrientP,-0.18297422537728655,0.07137622782561655,-2.5635177278396055,0.01852986537766748,0.03047695520748372,NA
P40482,SEC24,nutrient (per genotype),WT,nutrientP,-0.04663407161981896,0.0990765305966929,-0.4706873700457934,0.642956839697207,0.4695682972809741,NA
P40482,SEC24,nutrient (per genotype),rim15KO,samplingTime,0.01186032915901216,0.00292368421004922,4.056638236867752,6.16252944497868e-4,0.0015055833559938,NA
P40482,SEC24,nutrient (per genotype),WT,samplingTime,0.00302429337724343,0.00405833282195461,0.7452058542076015,0.4648154112205718,0.38911847677167,NA
P40482,SEC24,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.02728615628878395,0.00413471386194767,-6.59928527095964,1.988358178455121e-6,7.069081973061028e-6,NA
P40482,SEC24,nutrient (per genotype),WT,samplingTime:nutrientP,-0.02460080639465038,0.00573934931743208,-4.286340669303841,3.601776667581337e-4,9.30827974776448e-4,NA
P41810,SEC26,nutrient (per genotype),rim15KO,nutrientP,-0.21083056438830228,0.08028170061396363,-2.626134757683894,0.01618419886378884,0.02708102036992696,NA
P41810,SEC26,nutrient (per genotype),WT,nutrientP,-0.08932291713438818,0.1261319977926435,-0.7081701606061284,0.4870117953272693,0.4001930049448903,NA
P41810,SEC26,nutrient (per genotype),rim15KO,samplingTime,0.01081518662320009,0.0032884665888256,3.28882362981905,0.00366927840286671,0.00736090774016713,NA
P41810,SEC26,nutrient (per genotype),WT,samplingTime,0.00253831533271697,0.00516656793952853,0.49129622651368937,0.6285650488555735,0.46409808521156815,NA
P41810,SEC26,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.02424472793951341,0.00465059404932795,-5.213253980535444,4.2179562105931785e-5,1.2921986778499412e-4,NA
P41810,SEC26,nutrient (per genotype),WT,samplingTime:nutrientP,-0.01756719629746608,0.00730663045100327,-2.404281483136175,0.02601327522673574,0.04074338260962095,NA
P41811,SEC27,nutrient (per genotype),rim15KO,nutrientP,-0.10719166179477128,0.07883988979959212,-1.3596120195912025,0.1890852077114342,0.2072281588673289,NA
P41811,SEC27,nutrient (per genotype),WT,nutrientP,-0.0231519628991284,0.04946885852207981,-0.46801085755384503,0.644836721708715,0.470303387842601,NA
P41811,SEC27,nutrient (per genotype),rim15KO,samplingTime,0.00418522861782974,0.00322940771670146,1.295974056228662,0.20974146736406732,0.22358280249433177,NA
P41811,SEC27,nutrient (per genotype),WT,samplingTime,0.00236355065265623,0.0020263233986464,1.1664232146927291,0.25716436266041487,0.26001984373790094,NA
P41811,SEC27,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.01713431728796411,0.00456707219139154,-3.7517071265614126,0.0012563548233319,0.00285712640223712,NA
P41811,SEC27,nutrient (per genotype),WT,samplingTime:nutrientP,-0.01966256606643021,0.00286565403211969,-6.861458447545404,1.1461044299395594e-6,4.136442654905149e-6,NA
P40509,SEC28,nutrient (per genotype),rim15KO,nutrientP,-0.12328555580310976,0.098522368675725,-1.251345836080027,0.22524793122518885,0.2357692727278348,NA
P40509,SEC28,nutrient (per genotype),WT,nutrientP,-0.06753729965697004,0.0744620427190239,-0.9070030473353548,0.3752040893680866,0.33784005571474757,NA
P40509,SEC28,nutrient (per genotype),rim15KO,samplingTime,0.01009333324926474,0.00403563346521495,2.5010530159054274,0.02118585311162733,0.03420392295938173,NA
P40509,SEC28,nutrient (per genotype),WT,samplingTime,0.00621275098049853,0.00305008411312384,2.0369113604986953,0.05511347934585711,0.07710580231337698,NA
P40509,SEC28,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.0297930116408628,0.00570724757927372,-5.220206627982682,4.151625653452579e-5,1.2738528402519094e-4,NA
P40509,SEC28,nutrient (per genotype),WT,samplingTime:nutrientP,-0.0265136413483503,0.00431347031915844,-6.146707728714146,5.256444704811288e-6,1.8007515146856978e-5,NA
P38968,SEC31,nutrient (per genotype),rim15KO,nutrientP,-0.07460132225501935,0.07695044045945174,-0.9694723228300398,0.3438885871192501,0.3182781490152872,NA
P38968,SEC31,nutrient (per genotype),WT,nutrientP,-0.05841304325314107,0.03807751431266748,-1.5340561039119205,0.14068375229461258,0.1650484441810571,NA
P38968,SEC31,nutrient (per genotype),rim15KO,samplingTime,-1.6805328437286912e-4,0.00315201285611913,-0.05331617986475535,0.9580089563119798,0.5658085595458267,NA
P38968,SEC31,nutrient (per genotype),WT,samplingTime,-0.00338383016159866,0.00155971575894789,-2.169517197082907,0.04226737357364739,0.06162042952746587,NA
P38968,SEC31,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.01715933207657253,0.00445761932989803,-3.8494386367812687,0.00100018130142436,0.00232951231920621,NA
P38968,SEC31,nutrient (per genotype),WT,samplingTime:nutrientP,-0.01864085920596428,0.00220577117975115,-8.450948755286246,4.9452714494081744e-8,1.8826110237391917e-7,NA
P07560,SEC4,nutrient (per genotype),rim15KO,nutrientP,-0.1288023064999745,0.12850171349100611,-1.0023392140135894,0.3281535461174858,0.30797027173030256,NA
P07560,SEC4,nutrient (per genotype),WT,nutrientP,0.02099534159385554,0.1139093670003762,0.1843161993322832,0.8556214679401315,0.5402643083198566,NA
P07560,SEC4,nutrient (per genotype),rim15KO,samplingTime,0.01225225569499898,0.00526363527666122,2.3277174521048334,0.0305375488675874,0.04674733442832536,NA
P07560,SEC4,nutrient (per genotype),WT,samplingTime,-0.00879441094482911,0.00466590947464132,-1.884822453720055,0.07406968390199636,0.09854026222523228,NA
P07560,SEC4,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.02760123512797301,0.00744390439563975,-3.7078975845176543,0.00139138946734216,0.00312394680998535,NA
P07560,SEC4,nutrient (per genotype),WT,samplingTime:nutrientP,-0.0127125082245651,0.00659859245984287,-1.9265484725613449,0.06836644579869192,0.09226971989496294,NA
P07283,SEC53,nutrient (per genotype),rim15KO,nutrientP,-0.07213112593325541,0.05586317437781217,-1.291210654185534,0.2113558858078785,0.22481521793420248,NA
P07283,SEC53,nutrient (per genotype),WT,nutrientP,0.04530339604445598,0.03233795075536058,1.400935896871763,0.1765589147769988,0.1969629174049284,NA
P07283,SEC53,nutrient (per genotype),rim15KO,samplingTime,0.00779046351011229,0.00228824478159125,3.404558626238741,0.00281164221077115,0.00582858267780507,NA
P07283,SEC53,nutrient (per genotype),WT,samplingTime,0.00215293457262027,0.00132461407514821,1.6253296813106757,0.11974736271546547,0.14524905400249866,NA
P07283,SEC53,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.02288256069201413,0.00323606680415581,-7.071102692511767,7.426016937483123e-7,2.7053483533308724e-6,NA
P07283,SEC53,nutrient (per genotype),WT,samplingTime:nutrientP,-0.0184985486147322,0.00187328718998489,-9.874913314749875,3.907960123561915e-9,1.5153314764831918e-8,NA
P14906,SEC63,nutrient (per genotype),rim15KO,nutrientP,-0.1252511051517578,0.1128327749272286,-1.1100596013218536,0.2801421225284005,0.2760729901712478,NA
P14906,SEC63,nutrient (per genotype),WT,nutrientP,-0.12523448982988625,0.17020162466935532,-0.7358007896409618,0.47039410842603,0.3917307646029313,NA
P14906,SEC63,nutrient (per genotype),rim15KO,samplingTime,0.00934834605252618,0.0046218105450563,2.0226588609361293,0.05668479014627575,0.07895752525661982,NA
P14906,SEC63,nutrient (per genotype),WT,samplingTime,-0.00590568094472906,0.00697173019266684,-0.8470897153967467,0.4069678916070243,0.35679541432040107,NA
P14906,SEC63,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.02490419716028335,0.00653622715553761,-3.810179262081498,0.00109617468587056,0.00252393518909372,NA
P14906,SEC63,nutrient (per genotype),WT,samplingTime:nutrientP,-0.01713993268087736,0.00985951539167544,-1.738415327729891,0.0975102654338124,0.12342877489146402,NA
P11075,SEC7,nutrient (per genotype),rim15KO,nutrientP,-0.07749314296860291,0.08446709076931729,-0.9174359180931128,0.3698458082055591,0.334561122969321,NA
P11075,SEC7,nutrient (per genotype),WT,nutrientP,0.02114823780886906,0.16570311085411893,0.12762728291496875,0.8997184810794493,0.5522722871931359,NA
P11075,SEC7,nutrient (per genotype),rim15KO,samplingTime,0.01296666199419279,0.00345990684958019,3.74769106739567,0.00126817241246708,0.00288035481268386,NA
P11075,SEC7,nutrient (per genotype),WT,samplingTime,0.00201653066158435,0.00678746388704996,0.29709633747470277,0.7694566505854213,0.5149865673881563,NA
P11075,SEC7,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.03201589385012854,0.00489304719122388,-6.543140214864864,2.239994148198289e-6,7.923788823558573e-6,NA
P11075,SEC7,nutrient (per genotype),WT,samplingTime:nutrientP,-0.01749446448483984,0.00959892348318366,-1.8225444254752483,0.08335952457665423,0.10863374777684924,NA
P33330,SER1,nutrient (per genotype),rim15KO,nutrientP,0.24301273777688467,0.20307463319429733,1.19666712653557,0.24542966083102144,0.25150080890011844,NA
P33330,SER1,nutrient (per genotype),WT,nutrientP,0.2309364092443119,0.12815271613541232,1.8020406918281264,0.08663287917492496,0.11209178185545556,NA
P33330,SER1,nutrient (per genotype),rim15KO,samplingTime,0.03638113500188958,0.00831826108802319,4.373646681308415,2.9374027627647513e-4,7.73083092597649e-4,NA
P33330,SER1,nutrient (per genotype),WT,samplingTime,0.01491354924093453,0.00524933978796726,2.8410333191080404,0.01009608851066014,0.01788696096077506,NA
P33330,SER1,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.02599627688133848,0.01176379764604277,-2.2098541358439094,0.03893813288899391,0.05744064993553712,NA
P33330,SER1,nutrient (per genotype),WT,samplingTime:nutrientP,-0.01484690318288589,0.00742368752164801,-1.9999364385409877,0.05927292007356759,0.08194451134497276,NA
P40510,SER33,nutrient (per genotype),rim15KO,nutrientP,0.29073698017468863,0.45274635994221074,0.6421630429271673,0.5280601588094127,0.4204406736279092,NA
P40510,SER33,nutrient (per genotype),WT,nutrientP,0.4913344113443374,0.4040061853701335,1.2161556657708037,0.2380850103408891,0.24578989302279627,NA
P40510,SER33,nutrient (per genotype),rim15KO,samplingTime,0.05336206475410562,0.01854521349817311,2.87740363621925,0.00931160360248091,0.01665645691060825,NA
P40510,SER33,nutrient (per genotype),WT,samplingTime,0.03710347404298312,0.0165487381571173,2.2420727000883516,0.03645298354541201,0.05436346211243965,NA
P40510,SER33,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.04076211309795521,0.02622689244622099,-1.5542105562654485,0.13581639834976275,0.1606736533192428,NA
P40510,SER33,nutrient (per genotype),WT,samplingTime:nutrientP,-0.02885596212169305,0.02340344994195642,-1.2329789921255012,0.23188015177918347,0.2407498843609009,NA
P07284,SES1,nutrient (per genotype),rim15KO,nutrientP,-0.10590669902539322,0.06287337719913884,-1.6844442551567569,0.10763867106461832,0.13335884006751886,NA
P07284,SES1,nutrient (per genotype),WT,nutrientP,-0.10626786199904512,0.04005739275540651,-2.652890133112876,0.01526999630235084,0.02574092534844333,NA
P07284,SES1,nutrient (per genotype),rim15KO,samplingTime,0.00205285747949851,0.00257539387761842,0.79710427882079,0.43475201545729736,0.3730059409246753,NA
P07284,SES1,nutrient (per genotype),WT,samplingTime,0.00204100461195093,0.00164081473989985,1.243897048411144,0.2279198957385468,0.23768364248093393,NA
P07284,SES1,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.02122700066776892,0.00364215695018061,-5.828140016513092,1.0581396490766943e-5,3.508407283440494e-5,NA
P07284,SES1,nutrient (per genotype),WT,samplingTime:nutrientP,-0.02277331090287093,0.00232046245850806,-9.81412598138433,4.333301922133887e-9,1.6792713469575533e-8,NA
Q12314,SFM1,nutrient (per genotype),rim15KO,nutrientP,-0.09943742002414556,0.12201786957401704,-0.8149414538321047,0.424704360809167,0.3670933043244693,NA
Q12314,SFM1,nutrient (per genotype),WT,nutrientP,-0.02587133922658395,0.0523260336612119,-0.49442576508071534,0.6263926357770694,0.4632312116789552,NA
Q12314,SFM1,nutrient (per genotype),rim15KO,samplingTime,-0.00551197243972793,0.00499804668143819,-1.10282532177988,0.2831969874935244,0.2781713214133341,NA
Q12314,SFM1,nutrient (per genotype),WT,samplingTime,0.0023923365967279,0.00214335785247092,1.116162937500121,0.27758362593441843,0.2743494812844567,NA
Q12314,SFM1,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.00586362107616503,0.00706830540226372,-0.8295653261228823,0.4165766300387064,0.36230361836506825,NA
Q12314,SFM1,nutrient (per genotype),WT,samplingTime:nutrientP,-0.01078537301915091,0.00303116574398325,-3.55816010409838,0.0019707489490495,0.00424899064192232,NA
Q12118,SGT2,nutrient (per genotype),rim15KO,nutrientP,0.04384944893827504,0.06804855677872404,0.6443847013664358,0.5266482551498712,0.41982287888338937,NA
Q12118,SGT2,nutrient (per genotype),WT,nutrientP,-0.02547935821211026,0.05648134789117461,-0.4511110156436528,0.6567626158911803,0.47477973549461194,NA
Q12118,SGT2,nutrient (per genotype),rim15KO,samplingTime,0.00316379957238034,0.00278737749291915,1.1350452460843314,0.2697768103310343,0.268973700597469,NA
Q12118,SGT2,nutrient (per genotype),WT,samplingTime,-0.00235253741309311,0.00231356615531955,-1.016844669725115,0.3213712925101775,0.3036385550349578,NA
Q12118,SGT2,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.01697526662035905,0.00394194705393978,-4.3063152264800495,3.437553816678989e-4,8.92941546175586e-4,NA
Q12118,SGT2,nutrient (per genotype),WT,samplingTime:nutrientP,-0.00479292414781811,0.00327187663430028,-1.4648853497629244,0.1584960319211533,0.18144265052789463,NA
P36136,SHB17,nutrient (per genotype),rim15KO,nutrientP,-0.04373141842835418,0.08810091751686554,-0.49637869458036565,0.6250387468336258,0.462796109967049,NA
P36136,SHB17,nutrient (per genotype),WT,nutrientP,-0.08161351187028423,0.0756928520281752,-1.0782195370298,0.29376899972795223,0.28564056342673205,NA
P36136,SHB17,nutrient (per genotype),rim15KO,samplingTime,-0.00193857358701636,0.00360875419284156,-0.5371863760800819,0.597065369759216,0.4503057903222179,NA
P36136,SHB17,nutrient (per genotype),WT,samplingTime,-0.00412464161169012,0.00310050002683027,-1.3303149737130808,0.19838569918014287,0.21470595989701083,NA
P36136,SHB17,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.01446361462210214,0.00510354912278731,-2.834030646931994,0.01025422893656651,0.01814160298921607,NA
P36136,SHB17,nutrient (per genotype),WT,samplingTime:nutrientP,-0.00688534705823643,0.00438476918808152,-1.5702872290180914,0.13203488998657564,0.15701789998403556,NA
P37292,SHM1,nutrient (per genotype),rim15KO,nutrientP,-0.1971217703574419,0.0860725468227434,-2.2901816854959773,0.03301189736545389,0.0499858308001049,NA
P37292,SHM1,nutrient (per genotype),WT,nutrientP,-0.0873488277170769,0.04921932779414875,-1.774685507335617,0.09117351269835502,0.11694830320801657,NA
P37292,SHM1,nutrient (per genotype),rim15KO,samplingTime,0.00619768661672323,0.00352566889187805,1.7578754008921835,0.09406476893674344,0.1199251457636009,NA
P37292,SHM1,nutrient (per genotype),WT,samplingTime,0.00128304516212486,0.00201610222177283,0.6363988632464432,0.5317330589108544,0.4220374857036666,NA
P37292,SHM1,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.01233039756539689,0.00498604876333086,-2.4729797382005,0.02249225476280419,0.03593479355294895,NA
P37292,SHM1,nutrient (per genotype),WT,samplingTime:nutrientP,-0.01148879072322792,0.00285119910516167,-4.029459290454037,6.566926803947456e-4,0.00159629073251324,NA
P37291,SHM2,nutrient (per genotype),rim15KO,nutrientP,0.04672100556904261,0.5016245838872959,0.09313938564769345,0.9267195409214618,0.5589846882390979,NA
P37291,SHM2,nutrient (per genotype),WT,nutrientP,0.30135783858893916,0.4111712271835171,0.7329254059268958,0.47210758251956175,0.3924980268362986,NA
P37291,SHM2,nutrient (per genotype),rim15KO,samplingTime,0.05624838183251721,0.0205473435618777,2.7375014031924327,0.01269032521259238,0.02193499179503371,NA
P37291,SHM2,nutrient (per genotype),WT,samplingTime,0.03533220686628771,0.01684222970538617,2.0978342822974567,0.04882860475458217,0.0697803739025489,NA
P37291,SHM2,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.02628455598405,0.02905833193594694,-0.9045445568585578,0.3764742427027723,0.33868113069914774,NA
P37291,SHM2,nutrient (per genotype),WT,samplingTime:nutrientP,-0.0269962747891022,0.02381850966996014,-1.133415783068487,0.2704440516379795,0.26946220554490097,NA
P34223,SHP1,nutrient (per genotype),rim15KO,nutrientP,0.02927045863874527,0.09029089817982706,0.3241795045658869,0.7491680477896705,0.5082593086700504,NA
P34223,SHP1,nutrient (per genotype),WT,nutrientP,0.01710279022169366,0.06391034639971098,0.2676059696927414,0.7917429508839311,0.5225203062374583,NA
P34223,SHP1,nutrient (per genotype),rim15KO,samplingTime,-0.01335685690851499,0.00369845929606244,-3.611465164084768,0.0017413369968604,0.00380965667160779,NA
P34223,SHP1,nutrient (per genotype),WT,samplingTime,-0.01484591325201238,0.00261786979110361,-5.67098994092971,1.500888729422086e-5,4.87788837062178e-5,NA
P34223,SHP1,nutrient (per genotype),rim15KO,samplingTime:nutrientP,0.00227585477452767,0.00523041129637635,0.43511965800937863,0.6681348185767368,0.47924879803164366,NA
P34223,SHP1,nutrient (per genotype),WT,samplingTime:nutrientP,5.457712252043247e-4,0.00370222696310555,0.14741700890928433,0.8842788797895033,0.548173680584798,NA
P22579,SIN3,nutrient (per genotype),rim15KO,nutrientP,0.02613347284668515,0.17841864140071562,0.14647277123913993,0.8850145350409273,0.5483300861043156,NA
P22579,SIN3,nutrient (per genotype),WT,nutrientP,0.0681355656786436,0.12129786075923243,0.5617210827311111,0.5805470071250755,0.4431635097593669,NA
P22579,SIN3,nutrient (per genotype),rim15KO,samplingTime,0.01941733529956565,0.00730831231255531,2.656883623625067,0.01513780841247367,0.02556170690740726,NA
P22579,SIN3,nutrient (per genotype),WT,samplingTime,0.00697187354784057,0.00496855397123185,1.4031997213289873,0.17589237068215058,0.19645225212973633,NA
P22579,SIN3,nutrient (per genotype),rim15KO,samplingTime:nutrientP,-0.02140098548086616,0.010335514390474,-2.0706260639132728,0.05155096951226967,0.07296899409473129,NA
P22579,SIN3,nutrient (per genotype),WT,samplingTime:nutrientP,-0.00786748289973342,0.00702659641149879,-1.1196719491187157,0.2761204364074018,0.2733037134112458,NA
