Protein IDs,Gene names,comparison,condition,term,estimate,std.error,statistic,p.value,qvalue,df
P31373,CYS3,genotype (per nutrient),P,samplingTime,-2.0118304007444863e-4,0.00710948334636785,-0.0282978425116124,0.977705070392734,0.6753732148392035,NA
P31373,CYS3,genotype (per nutrient),C,samplingTime:genotypeWT,0.00436980041945139,0.00592937101943486,0.7369753731261518,0.4696952253910376,0.5298808732684247,NA
P31373,CYS3,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00341386654910377,0.01005432776989907,-0.33954199895136733,0.7377411101748506,0.6424864176024161,NA
P32582,CYS4,genotype (per nutrient),C,genotypeWT,0.00862192476169645,0.08636627825864902,0.09982975920156684,0.9214733861546038,0.672060949313546,NA
P32582,CYS4,genotype (per nutrient),P,genotypeWT,0.05773985855958132,0.05268037403355796,1.0960411655923403,0.28608378070978296,0.38499486198070343,NA
P32582,CYS4,genotype (per nutrient),C,samplingTime,-0.00393466294277082,0.00353770060029574,-1.1122091401521912,0.2792390828802381,0.37802767711947527,NA
P32582,CYS4,genotype (per nutrient),P,samplingTime,-0.01680570504560131,0.00215787219965865,-7.78809099457315,1.7603570383765477e-7,7.68905616183737e-7,NA
P32582,CYS4,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00101058744809968,0.00500306416855368,-0.20199370107056544,0.8419621130106081,0.6633879416577062,NA
P32582,CYS4,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00345335734909424,0.00305169213062513,-1.1316204916079895,0.2711806062973481,0.3703095808546564,NA
P07143,CYT1,genotype (per nutrient),C,genotypeWT,-0.3485504673700753,0.4381615741061712,-0.7954838761959026,0.435672055899356,0.5077710255494801,NA
P07143,CYT1,genotype (per nutrient),P,genotypeWT,0.3078060275023979,0.30559538505293515,1.0072338868896198,0.32585387123641385,0.42184964588062,NA
P07143,CYT1,genotype (per nutrient),C,samplingTime,0.09170441862932942,0.01794779739263223,5.109508237872971,5.346224121897246e-5,1.9481800882711032e-4,NA
P07143,CYT1,genotype (per nutrient),P,samplingTime,0.01246674616547152,0.01251767470993358,0.9959314692511022,0.3311812028789519,0.4267210622723513,NA
P07143,CYT1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.03930679768942049,0.02538201848738496,-1.548608031664473,0.13715518212621416,0.21864427416000023,NA
P07143,CYT1,genotype (per nutrient),P,samplingTime:genotypeWT,-4.2978146340999e-4,0.01770266534416278,-0.02427778275499654,0.9808716344504048,0.6755062805673618,NA
P54838,DAK1,genotype (per nutrient),C,genotypeWT,0.03366094402227165,0.12558900736431045,0.26802460445146675,0.7914252455291431,0.6537647748640076,NA
P54838,DAK1,genotype (per nutrient),P,genotypeWT,0.31860213132341225,0.11096500656333408,2.8711946332519505,0.00944125831962706,0.02208015090614072,NA
P54838,DAK1,genotype (per nutrient),C,samplingTime,0.02952945317397245,0.0051443261849572,5.740198446265151,1.2863019159986804e-5,5.056684705496644e-5,NA
P54838,DAK1,genotype (per nutrient),P,samplingTime,-8.247684076370731e-4,0.0045453037718644,-0.1814550685792266,0.8578367623732522,0.6659414450788139,NA
P54838,DAK1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.01870285245859812,0.00727517586003751,-2.570776682022597,0.01824237609072921,0.03948339347166879,NA
P54838,DAK1,genotype (per nutrient),P,samplingTime:genotypeWT,0.01786216423950921,0.00642803023927622,2.778792814378613,0.01158739053072774,0.02645959895723035,NA
P24783,DBP2,genotype (per nutrient),C,genotypeWT,-0.07060324206508771,0.1741680982162627,-0.4053741344607231,0.6895061401548552,0.6297031951387202,NA
P24783,DBP2,genotype (per nutrient),P,genotypeWT,-0.04033860191506657,0.23832100906678952,-0.1692616277223032,0.8672911043705676,0.6676398787253348,NA
P24783,DBP2,genotype (per nutrient),C,samplingTime,-0.04651743314711371,0.00713420327974289,-6.520340299132905,2.3513324823348623e-6,9.801610676823322e-6,NA
P24783,DBP2,genotype (per nutrient),P,samplingTime,-0.04571410897377519,0.00976200889789108,-4.682858769330866,1.4299639153200625e-4,4.903496287520682e-4,NA
P24783,DBP2,genotype (per nutrient),C,samplingTime:genotypeWT,0.01009193229704946,0.010089287034939,1.000262185236806,0.3291328180287846,0.4246881953084173,NA
P24783,DBP2,genotype (per nutrient),P,samplingTime:genotypeWT,-0.02665421852728206,0.0138055653794044,-1.9306864872803913,0.06782256878859387,0.12192659729851468,NA
P20447,DBP3,genotype (per nutrient),C,genotypeWT,0.07823280510099889,0.1026936468798337,0.7618076431986343,0.4550651689048991,0.520386172072322,NA
P20447,DBP3,genotype (per nutrient),P,genotypeWT,0.0435700176340472,0.15781958345977687,0.27607484875381005,0.7853231660709807,0.6524998517121292,NA
P20447,DBP3,genotype (per nutrient),C,samplingTime,-0.01900232984867176,0.00420649567792351,-4.517377718560265,2.1009260147020277e-4,7.019596793742017e-4,NA
P20447,DBP3,genotype (per nutrient),P,samplingTime,-0.02006785274906139,0.0064645420226634,-3.104296124722755,0.00559014353769521,0.01383248654413778,NA
P20447,DBP3,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00658670954949607,0.00594888323778324,-1.1072178232818213,0.2813392530755825,0.3801854921861499,NA
P20447,DBP3,genotype (per nutrient),P,samplingTime:genotypeWT,-0.01579048915728642,0.00914224300298138,-1.7272007703292265,0.09954474084559156,0.16818503215081418,NA
P20449,DBP5,genotype (per nutrient),C,genotypeWT,0.05557093857626188,0.06053422414454531,0.9180086035887408,0.3695531677876702,0.4593995759072355,NA
P20449,DBP5,genotype (per nutrient),P,genotypeWT,-0.00876070373421889,0.05564893431096211,-0.1574280593634503,0.8764860110261139,0.6686492238171289,NA
P20449,DBP5,genotype (per nutrient),C,samplingTime,0.00695844172604776,0.00247957843515329,2.8063003079059947,0.01090404267493162,0.02505207825879946,NA
P20449,DBP5,genotype (per nutrient),P,samplingTime,-0.00669895180212001,0.00227946916652037,-2.9388209766162454,0.00811786568127531,0.01931634693024216,NA
P20449,DBP5,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00190363646016208,0.00350665345196164,-0.5428641541687487,0.5932222900222205,0.5943212368595936,NA
P20449,DBP5,genotype (per nutrient),P,samplingTime:genotypeWT,4.394078240446901e-4,0.0032236562103044,0.13630728445549645,0.8929410832234639,0.6703406643763598,NA
P53550,DCP2,genotype (per nutrient),C,genotypeWT,-0.14001763645240825,0.10677582702067574,-1.3113233618438345,0.2046045981828229,0.30000606354332854,NA
P53550,DCP2,genotype (per nutrient),P,genotypeWT,-0.04368024063602223,0.1029488873683264,-0.4242905557565166,0.6758829549039775,0.6250124229565602,NA
P53550,DCP2,genotype (per nutrient),C,samplingTime,0.013549858411876,0.00437370829175785,3.098025178636257,0.00567021049842092,0.01401117876843902,NA
P53550,DCP2,genotype (per nutrient),P,samplingTime,-0.00709179199727933,0.00421695073570262,-1.6817346091423355,0.10817001050435976,0.18026699118988812,NA
P53550,DCP2,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00791823003008515,0.00618535758406761,-1.2801571974563144,0.215139371329892,0.3119237806163263,NA
P53550,DCP2,genotype (per nutrient),P,samplingTime:genotypeWT,-1.506726131548915e-4,0.00596366892228984,-0.02526508683131898,0.9800939119919844,0.6755062805673618,NA
Q06151,DCS1,genotype (per nutrient),C,genotypeWT,0.10085586570250282,0.21808492844213703,0.46246142006673424,0.6487422241402463,0.6159162402480822,NA
Q06151,DCS1,genotype (per nutrient),P,genotypeWT,0.3763687450558482,0.15389091962397036,2.4456852033602656,0.02383429358861649,0.04993726822576915,NA
Q06151,DCS1,genotype (per nutrient),C,samplingTime,0.01944557134632754,0.00893310673819547,2.1767982759216,0.04164788127431496,0.0810522790112463,NA
Q06151,DCS1,genotype (per nutrient),P,samplingTime,6.534374298001372e-4,0.00630361768169932,0.10366070132984076,0.918471050541896,0.6720381885599565,NA
Q06151,DCS1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.01251521092728684,0.01263332070328251,-0.990650931867424,0.3336908282962716,0.42893933295515607,NA
Q06151,DCS1,genotype (per nutrient),P,samplingTime:genotypeWT,0.01255898364722946,0.00891466161747403,1.408800937840649,0.1742518674842672,0.26459884006010276,NA
P18899,DDR48,genotype (per nutrient),C,genotypeWT,0.08731676160447395,0.19300954454590025,0.4523960812917667,0.6558524024177587,0.6183456612148821,NA
P18899,DDR48,genotype (per nutrient),P,genotypeWT,0.31457018703853634,0.23233692075229495,1.353939726927491,0.19085841514358556,0.28416105668066294,NA
P18899,DDR48,genotype (per nutrient),C,samplingTime,0.00854168666255308,0.00790597899284216,1.080408469373176,0.2928171100891499,0.3916027036201087,NA
P18899,DDR48,genotype (per nutrient),P,samplingTime,-0.00381794240177765,0.00951689108976913,-0.4011753802543797,0.6925449481181678,0.6305917025935956,NA
P18899,DDR48,genotype (per nutrient),C,samplingTime:genotypeWT,-0.0135182017705387,0.01118074271551415,-1.2090611611857534,0.2407391616803471,0.3389150219502552,NA
P18899,DDR48,genotype (per nutrient),P,samplingTime:genotypeWT,0.01663069215896436,0.01345891645077917,1.2356635260932585,0.2309015594558192,0.328615341768637,NA
P06634,DED1,genotype (per nutrient),C,genotypeWT,0.0303480137776675,0.10002295119808968,0.3034105014314666,0.7647107361370425,0.6474588504126008,NA
P06634,DED1,genotype (per nutrient),P,genotypeWT,0.00483065680784612,0.10742750866665332,0.04496666512890673,0.9645798279004798,0.6748566309653046,NA
P06634,DED1,genotype (per nutrient),C,samplingTime,-0.04298765217473314,0.00409709972029966,-10.492215252107409,1.401847440316456e-9,6.372704165701096e-9,NA
P06634,DED1,genotype (per nutrient),P,samplingTime,-0.07358424273593306,0.00440040221207791,-16.722162927280653,3.191788012482041e-13,1.4679373976184154e-12,NA
P06634,DED1,genotype (per nutrient),C,samplingTime:genotypeWT,0.00539658363386442,0.00579417399084279,0.9313810117530588,0.3627639809029596,0.4536567022611206,NA
P06634,DED1,genotype (per nutrient),P,samplingTime:genotypeWT,-0.01173851603734253,0.00622310848821715,-1.886278547058638,0.0738638167584794,0.13100038578169718,NA
P38707,DED81,genotype (per nutrient),C,genotypeWT,-0.04944123094101729,0.04747831248340566,-1.0413434756826645,0.3101415088019597,0.4081828023779218,NA
P38707,DED81,genotype (per nutrient),P,genotypeWT,0.0308066056131716,0.09934550068983296,0.3100956298902056,0.7596963439144944,0.6466355434842972,NA
P38707,DED81,genotype (per nutrient),C,samplingTime,0.00281630518537341,0.00194478745593917,1.4481300652020912,0.16307693169544651,0.251083530912896,NA
P38707,DED81,genotype (per nutrient),P,samplingTime,-0.02432814817727638,0.00406935026625287,-5.9783863726427615,7.595818099368932e-6,3.0475093170072733e-5,NA
P38707,DED81,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00226965795207803,0.00275034479612225,-0.8252266971319598,0.41897761633362585,0.49550847008924137,NA
P38707,DED81,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00123441074585602,0.00575493033658138,-0.2144962099731172,0.8323320072340491,0.6615167291325192,NA
P39517,DHH1,genotype (per nutrient),C,genotypeWT,0.02465805892073687,0.12088265968598905,0.20398342479219023,0.8404277743671272,0.663305680276723,NA
P39517,DHH1,genotype (per nutrient),P,genotypeWT,0.06452911812079191,0.09753063167614376,0.6616292441851979,0.5157599792102293,0.5571383332803154,NA
P39517,DHH1,genotype (per nutrient),C,samplingTime,-0.00490572800054034,0.00495154667260012,-0.990746593925224,0.3336452468419423,0.42892812585589263,NA
P39517,DHH1,genotype (per nutrient),P,samplingTime,-0.03439096048507035,0.00399501033487412,-8.608478477479078,3.6882849134296526e-8,1.633144592121089e-7,NA
P39517,DHH1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.006937846078512,0.00700254445911445,-0.9907607326193776,0.3336385103450108,0.42892812585589263,NA
P39517,DHH1,genotype (per nutrient),P,samplingTime:genotypeWT,8.278037613607779e-5,0.00564979779739966,0.01465191837027826,0.9884550565362809,0.6760026984810059,NA
Q08162,DIS3,genotype (per nutrient),C,genotypeWT,-0.03971010851687369,0.09086022284445974,-0.43704612726794606,0.6667603928991171,0.6218353520488225,NA
Q08162,DIS3,genotype (per nutrient),P,genotypeWT,-0.02237134275058534,0.14031858019271184,-0.159432505088498,0.8749272178342663,0.668508342584946,NA
Q08162,DIS3,genotype (per nutrient),C,samplingTime,0.00154866217636653,0.00372177974298273,0.4161079599851312,0.6817622087232695,0.6272237935165331,NA
Q08162,DIS3,genotype (per nutrient),P,samplingTime,-0.006325132855135,0.00574767299678901,-1.1004684606567896,0.284197462188942,0.3830782521145707,NA
Q08162,DIS3,genotype (per nutrient),C,samplingTime:genotypeWT,0.0011501668992587,0.00526339138869163,0.21852201638088944,0.829236792749625,0.6610038324939301,NA
Q08162,DIS3,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00107928786574825,0.00812843710414463,-0.1327792602587694,0.8956948015272101,0.6703406643763598,NA
P32891,DLD1,genotype (per nutrient),C,genotypeWT,-0.33458303598148337,0.3424638302688556,-0.9769879514540696,0.3402454443647658,0.4347311083423609,NA
P32891,DLD1,genotype (per nutrient),P,genotypeWT,0.1061260095825712,0.30632432597024717,0.3464498264916743,0.7326230068060335,0.6418033710350534,NA
P32891,DLD1,genotype (per nutrient),C,samplingTime,0.05452859577129981,0.01402786506897306,3.887162836482263,9.158291317316688e-4,0.00268825861000186,NA
P32891,DLD1,genotype (per nutrient),P,samplingTime,0.02088225317206761,0.01254753329331531,1.6642516647628758,0.11165222376618396,0.18503332862282296,NA
P32891,DLD1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.03075835317972822,0.01983839703168149,-1.5504454886454686,0.1367148997150214,0.21804729134046005,NA
P32891,DLD1,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00205337533086206,0.01774489175773446,-0.11571641906280224,0.90903127746986,0.671456931730122,NA
P46681,DLD2,genotype (per nutrient),C,genotypeWT,-0.07158857518037656,0.161894668493347,-0.44219229605648486,0.6630948061858981,0.620771689753806,NA
P46681,DLD2,genotype (per nutrient),P,genotypeWT,0.065759875041791,0.10048278766103944,0.6544391987174966,0.5202844761604855,0.5592299356498941,NA
P46681,DLD2,genotype (per nutrient),C,samplingTime,0.01397834490128574,0.0066314640095799,2.1078821932973515,0.04785652012893768,0.09112667891752156,NA
P46681,DLD2,genotype (per nutrient),P,samplingTime,0.00155582456123853,0.00411593535573301,0.3780002421737397,0.7094124982863106,0.6353095774273353,NA
P46681,DLD2,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00960238235837802,0.00937830634073696,-1.0238930153803718,0.3181115305332035,0.4153301486619142,NA
P46681,DLD2,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00856868672394359,0.00582081160192855,-1.4720776602878896,0.15656206633074554,0.2431606609313873,NA
P39976,DLD3,genotype (per nutrient),C,genotypeWT,0.04217421456072483,0.3299511319605517,0.12781957834218644,0.8995682483331982,0.6706797438458618,NA
P39976,DLD3,genotype (per nutrient),P,genotypeWT,-0.43552336968559496,0.1979996162323726,-2.199617241552954,0.03975958633704063,0.07776230491754946,NA
P39976,DLD3,genotype (per nutrient),C,samplingTime,-0.08859857066813123,0.01351532497567371,-6.555415487796274,2.18231140257081e-6,9.115057652115214e-6,NA
P39976,DLD3,genotype (per nutrient),P,samplingTime,-0.01833950981289973,0.00811038029340397,-2.2612391958753055,0.03504441038882169,0.06976371263319159,NA
P39976,DLD3,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00638087099774851,0.01911355588047757,-0.33384007861487874,0.7419752034808449,0.6430676322704395,NA
P39976,DLD3,genotype (per nutrient),P,samplingTime:genotypeWT,-0.03242749724883757,0.01146980980693539,-2.8272044432009498,0.01041066385972963,0.0240738820874505,NA
P54861,DNM1,genotype (per nutrient),C,genotypeWT,-0.1258300427068124,0.28139610065106746,-0.44716341987568,0.6595621285405111,0.6200021594849552,NA
P54861,DNM1,genotype (per nutrient),P,genotypeWT,0.1260596903629627,0.12171020497610656,1.0357364067188122,0.3126867773351635,0.41052244593660187,NA
P54861,DNM1,genotype (per nutrient),C,samplingTime,0.03742148246488735,0.01152643339814716,3.2465795074912527,0.00404217169422394,0.01029759207894244,NA
P54861,DNM1,genotype (per nutrient),P,samplingTime,-9.734414165160462e-4,0.00498544424846709,-0.195256704919598,0.8471619860800377,0.6644029405368272,NA
P54861,DNM1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.01876850595619737,0.01630083843744991,-1.1513828585085648,0.2631539116195005,0.36217883147197955,NA
P54861,DNM1,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00674347301985151,0.0070504828706371,-0.9564554858981102,0.35026161216385676,0.44299051408427453,NA
P36037,DOA1,genotype (per nutrient),C,genotypeWT,-0.00212670535153264,0.05916708395283971,-0.03594406229699914,0.9716833017670284,0.6749025160315091,NA
P36037,DOA1,genotype (per nutrient),P,genotypeWT,0.1375458794616714,0.09338178236260652,1.472941252369475,0.1563311522410716,0.2429363353280826,NA
P36037,DOA1,genotype (per nutrient),C,samplingTime,0.01107125603578125,0.0024235781909098,4.5681447692946575,1.8667585097106136e-4,6.281529940146657e-4,NA
P36037,DOA1,genotype (per nutrient),P,samplingTime,-0.01362307522202508,0.00382506684532045,-3.5615260524639947,0.00195541956720105,0.00537014529256439,NA
P36037,DOA1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00995846298480293,0.0034274571470563,-2.90549598653796,0.00874603550538895,0.02065244411835265,NA
P36037,DOA1,genotype (per nutrient),P,samplingTime:genotypeWT,2.6077024895607446e-4,0.00540946140963586,0.04820632392192776,0.9620299587375224,0.6748178329692731,NA
P32469,DPH5,genotype (per nutrient),C,genotypeWT,0.14778684986862334,0.08861750395491444,1.667693664039694,0.11095922320661668,0.184003172494736,NA
P32469,DPH5,genotype (per nutrient),P,genotypeWT,-0.03341816191895152,0.09132029471855876,-0.3659445254961496,0.7182486971209006,0.6381897376545365,NA
P32469,DPH5,genotype (per nutrient),C,samplingTime,-0.02164674348838362,0.00362991439782941,-5.963430846007768,7.849695264262912e-6,3.1417599112605074e-5,NA
P32469,DPH5,genotype (per nutrient),P,samplingTime,-0.01806821363347145,0.00374062502123248,-4.830265939759508,1.0163907521203844e-4,3.5708201846415945e-4,NA
P32469,DPH5,genotype (per nutrient),C,samplingTime:genotypeWT,0.01368472373466133,0.00513347417166371,2.665782134485003,0.01484714714862638,0.03291814553151489,NA
P32469,DPH5,genotype (per nutrient),P,samplingTime:genotypeWT,-5.080815138637293e-4,0.00529004263677912,-0.09604488068419004,0.9244408051980532,0.6721572433778145,NA
P14020,DPM1,genotype (per nutrient),C,genotypeWT,0.11903865064147184,0.06547578816560141,1.8180560169875188,0.08406672836875659,0.14595996673670483,NA
P14020,DPM1,genotype (per nutrient),P,genotypeWT,0.12275639291615616,0.11553564498206424,1.062498010334498,0.3006713917988051,0.3995269640265251,NA
P14020,DPM1,genotype (per nutrient),C,samplingTime,0.00343961739140566,0.00268199278432017,1.2824856992587048,0.21433801072060343,0.31111191407838146,NA
P14020,DPM1,genotype (per nutrient),P,samplingTime,-0.01166481350328232,0.00473252441635312,-2.464818451432566,0.0228859488966977,0.04818969169994926,NA
P14020,DPM1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.00432761474440885,0.00379291056977237,-1.1409746327524344,0.2673590732009412,0.3665583709843438,NA
P14020,DPM1,genotype (per nutrient),P,samplingTime:genotypeWT,-4.76527682166098e-4,0.0066928002138684,-0.07120004586102342,0.9439457186141847,0.6739782192980927,NA
P04802,DPS1,genotype (per nutrient),C,genotypeWT,-0.05438438300957139,0.07071124852682842,-0.7691051161250181,0.45081885567157653,0.5175202078015066,NA
P04802,DPS1,genotype (per nutrient),P,genotypeWT,0.01769046398729549,0.05425263567689036,0.32607566004080757,0.7477543743684152,0.6444254248791371,NA
P04802,DPS1,genotype (per nutrient),C,samplingTime,0.0195427658062864,0.00289644559664664,6.747154453345171,1.4556485953832511e-6,6.1496963921931746e-06,NA
P04802,DPS1,genotype (per nutrient),P,samplingTime,-0.01586672323004113,0.00222227454593993,-7.139857340772507,6.449172477813093e-7,2.7679412447742333e-6,NA
P04802,DPS1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.01486786716579319,0.00409619264545351,-3.629679669069151,0.00166915882473345,0.00465005052422694,NA
P04802,DPS1,genotype (per nutrient),P,samplingTime:genotypeWT,-3.566157103516262e-5,0.00314277080218476,-0.01134717524115079,0.99105888641749,0.6760026984810059,NA
P07273,DST1,genotype (per nutrient),C,genotypeWT,-0.07960500548933505,0.06753118830002777,-1.178788756621099,0.25231675203359244,0.3508071593657278,NA
P07273,DST1,genotype (per nutrient),P,genotypeWT,-0.06631948497501756,0.05486397103257651,-1.208798483355117,0.24083786206487096,0.3389784357939155,NA
P07273,DST1,genotype (per nutrient),C,samplingTime,0.01096418215547221,0.00276618525429823,3.963647097906955,7.659304375944643e-4,0.00228703483936926,NA
P07273,DST1,genotype (per nutrient),P,samplingTime,-0.0031550355249578,0.00224731581781593,-1.4039128367921374,0.17568282484623937,0.26612718282970677,NA
P07273,DST1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.01758008533338613,0.00391197670266503,-4.4939136067476335,2.2189551730391856e-4,7.36937559483669e-4,NA
P07273,DST1,genotype (per nutrient),P,samplingTime:genotypeWT,-5.536445048050833e-4,0.00317818450849087,-0.174201498788368,0.8634583630855397,0.6668746333770595,NA
P43616,DUG1,genotype (per nutrient),C,genotypeWT,0.11271752538734613,0.07818904889922784,1.441602461907671,0.16489042392534467,0.2532515027365875,NA
P43616,DUG1,genotype (per nutrient),P,genotypeWT,0.03585928852203773,0.06752896556023033,0.5310208474917947,0.6012523494164994,0.5974380498604884,NA
P43616,DUG1,genotype (per nutrient),C,samplingTime,0.00596341985640323,0.00320274823466358,1.8619696021874912,0.07736739079524096,0.136204036406779,NA
P43616,DUG1,genotype (per nutrient),P,samplingTime,-0.00677673886640998,0.00276609420732858,-2.449930609180072,0.02362075636766928,0.04956148876825116,NA
P43616,DUG1,genotype (per nutrient),C,samplingTime:genotypeWT,-9.646539557879632e-4,0.00452936999032772,-0.2129775129538857,0.8335003777172547,0.6619463890928795,NA
P43616,DUG1,genotype (per nutrient),P,samplingTime:genotypeWT,0.0056301741791269,0.00391184794280573,1.4392620217974812,0.16554460919882108,0.25405357043740884,NA
P38791,DYS1,genotype (per nutrient),C,genotypeWT,0.01566258255498299,0.06040831397002138,0.25927859139978326,0.7980703346392358,0.6548601611388825,NA
P38791,DYS1,genotype (per nutrient),P,genotypeWT,-0.09860350435104,0.08614403481019081,-1.1446353141956065,0.26587443800817284,0.3651271149733984,NA
P38791,DYS1,genotype (per nutrient),C,samplingTime,-0.01353902319349528,0.00247442095344889,-5.471592525364109,2.347898037760507e-5,8.968597321390807e-5,NA
P38791,DYS1,genotype (per nutrient),P,samplingTime,-0.01945803741265947,0.00352859715394058,-5.514383355132954,2.132158821817675e-5,8.183586351878841e-5,NA
P38791,DYS1,genotype (per nutrient),C,samplingTime:genotypeWT,0.00723962336158797,0.00349935967138758,2.068842314433281,0.05173413256652322,0.09728623229410188,NA
P38791,DYS1,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00482865097818172,0.00499018995125387,-0.9676286925647852,0.34478635331537943,0.4385282927194376,NA
P38248,ECM33,genotype (per nutrient),C,genotypeWT,-0.08880020347554007,0.09722783129026356,-0.9133208289963428,0.3719531622019875,0.4612460738652517,NA
P38248,ECM33,genotype (per nutrient),P,genotypeWT,0.03101627552925939,0.15192895414241528,0.20414986533893553,0.8402994563027553,0.663305680276723,NA
P38248,ECM33,genotype (per nutrient),C,samplingTime,0.010838420689868,0.00398260714779119,2.721438567165514,0.01314580993535258,0.02953560436908884,NA
P38248,ECM33,genotype (per nutrient),P,samplingTime,-0.01064725324917004,0.006223252444227,-1.710882427571608,0.10257012830094668,0.17239610487391324,NA
P38248,ECM33,genotype (per nutrient),C,samplingTime:genotypeWT,-0.01112224240586768,0.00563225704201033,-1.974739846372103,0.06226575897402248,0.11347613267570268,NA
P38248,ECM33,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00117822879193271,0.00880100800869734,-0.13387430062196956,0.8948399463931753,0.6703406643763598,NA
P34216,EDE1,genotype (per nutrient),C,genotypeWT,-0.02770946138972115,0.09108363848539794,-0.3042199658521919,0.7641030012924879,0.6474587052893873,NA
P34216,EDE1,genotype (per nutrient),P,genotypeWT,0.08264158377391244,0.06806354027721336,1.2141828567442237,0.2388208241136039,0.33703250631179377,NA
P34216,EDE1,genotype (per nutrient),C,samplingTime,0.02355265613399429,0.00373093120421272,6.312809013310175,3.667906045466303e-6,1.5078450885584632e-5,NA
P34216,EDE1,genotype (per nutrient),P,samplingTime,-0.02174574598628593,0.00278799124093132,-7.799789922948886,1.7204782198704217e-7,7.517700629418633e-7,NA
P34216,EDE1,genotype (per nutrient),C,samplingTime:genotypeWT,-0.01853630518401762,0.00527633350927862,-3.513103398680328,0.00218772004505579,0.00594755646535611,NA
P34216,EDE1,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00495469184538811,0.00394281502470248,-1.2566381669812132,0.2233641877665395,0.3207812118980015,NA
P32471,EFB1,genotype (per nutrient),C,genotypeWT,-0.159776075965037,0.04914411069401747,-3.2511744277933845,0.00399988397204969,0.01020218662377027,NA
P32471,EFB1,genotype (per nutrient),P,genotypeWT,-0.0460506571582311,0.08709309819549887,-0.5287520838317252,0.6027966398813385,0.5981127796835383,NA
P32471,EFB1,genotype (per nutrient),C,samplingTime,-0.00419211874390954,0.00201302120930301,-2.082501031055219,0.05034640853162628,0.09510061766099794,NA
P32471,EFB1,genotype (per nutrient),P,samplingTime,-0.01242537453524892,0.00356747230493259,-3.482963138373596,0.00234582403611461,0.0063306397232365,NA
P32471,EFB1,genotype (per nutrient),C,samplingTime:genotypeWT,0.00358240998044196,0.002846841895541,1.2583803779384697,0.22274672851845123,0.32013228183798875,NA
P32471,EFB1,genotype (per nutrient),P,samplingTime:genotypeWT,0.00170171871053518,0.00504516771702608,0.33729675721033814,0.7394073530490413,0.6425433206098036,NA
P32324,EFT1,genotype (per nutrient),C,genotypeWT,-0.01525086479578967,0.03248894858836553,-0.4694170005012441,0.6438487938316343,0.61406637938367,NA
P32324,EFT1,genotype (per nutrient),P,genotypeWT,0.06716883854671234,0.10223926267738308,0.6569769459181666,0.5186850304270192,0.5583998857166204,NA
P32324,EFT1,genotype (per nutrient),C,samplingTime,-0.00758280578527863,0.00133079918738455,-5.697933886014221,1.413299844964117e-5,5.5315642036566315e-5,NA
P32324,EFT1,genotype (per nutrient),P,samplingTime,-0.03490158374181544,0.00418788337578216,-8.333943572460864,6.161641660098274e-8,2.715886654704556e-7,NA
P32324,EFT1,genotype (per nutrient),C,samplingTime:genotypeWT,0.00352720065122499,0.00188203425959432,1.8741426375443773,0.07559510928053047,0.1335705223329897,NA
P32324,EFT1,genotype (per nutrient),P,samplingTime:genotypeWT,-0.00370198016006527,0.00592256146766795,-0.6250640335731213,0.5389959972626717,0.5698724947850459,NA
P38879,EGD2,genotype (per nutrient),C,genotypeWT,0.00438941161531349,0.05599413650137062,0.07839055818292773,0.9382963860894082,0.6735542793021,NA
P38879,EGD2,genotype (per nutrient),P,genotypeWT,-0.04369717002691944,0.11770082776181168,-0.3712562677583573,0.714350383307838,0.6369062975255296,NA
P38879,EGD2,genotype (per nutrient),C,samplingTime,-0.00259400261574462,0.00229360919919115,-1.130969747008079,0.27144795238763,0.37058739559908,NA
P38879,EGD2,genotype (per nutrient),P,samplingTime,-0.0217436116141535,0.00482121375869948,-4.509987049406164,2.1374035052682452e-4,7.126079552367072e-4,NA
P38879,EGD2,genotype (per nutrient),C,samplingTime:genotypeWT,2.923229947877204e-4,0.00324365323627982,0.09012153072286724,0.9290870838681043,0.67249905007237,NA
