orf,gene,log2FC_thisStudy,paulo_pvalue,log2FC_Paulo,paulo_category
YHR114W,BZZ1,0.18468919356788388,NA,NA,detected_only
YLR301W,HRI1,-0.18444192785892638,NA,NA,detected_only
YGL253W,HXK2,-0.18442223161383217,NA,NA,detected_only
YDL122W,UBP1,0.18371338634694012,NA,NA,detected_only
YKR043C,SHB17,-0.18347203257847364,NA,NA,detected_only
YML048W,GSF2,-0.18247239187044675,NA,NA,detected_only
YEL020W-A,TIM9,0.18236447584839552,NA,NA,detected_only
YMR296C,LCB1,-0.18232509067524644,NA,NA,detected_only
YER156C,YER156C,0.1813595125119043,NA,NA,detected_only
YKL117W,SBA1,0.18125892965081183,NA,NA,detected_only
YOR326W,MYO2,-0.18042961394487295,NA,NA,detected_only
YGL076C,RPL7A,0.1801120550072101,NA,NA,detected_only
YOR261C,RPN8,0.1800408441836799,NA,NA,detected_only
YJR109C,CPA2,0.17881899098999496,NA,NA,detected_only
YJR016C,ILV3,0.17851006655616816,NA,NA,detected_only
YPL048W,CAM1,0.17832717439021503,NA,NA,detected_only
YBR248C,HIS7,0.17771704644963876,NA,NA,detected_only
YEL002C,WBP1,-0.1758153962915319,NA,NA,detected_only
YKL179C,COY1,0.1757633233564331,NA,NA,detected_only
YDL124W,NA,0.17570746443893173,NA,NA,detected_only
YLR262C-A,TMA7,-0.17509936656007602,NA,NA,detected_only
YDR342C,HXT7,0.17503452902108507,NA,NA,detected_only
YMR186W,HSC82,0.17481829643461708,NA,NA,detected_only
YMR027W,NA,0.17426713318776102,NA,NA,detected_only
YDR234W,LYS4,0.1723483886213505,NA,NA,detected_only
YGR135W,PRE9,0.1720852759910578,NA,NA,detected_only
YAL023C,PMT2,-0.17173667720981456,NA,NA,detected_only
YLR150W,STM1,-0.1716751698752249,NA,NA,detected_only
YLR429W,CRN1,0.17082836798620377,NA,NA,detected_only
YPL235W,RVB2,0.16951027932068896,NA,NA,detected_only
YGR275W,RTT102,0.16879761279443312,NA,NA,detected_only
YPR110C,RPC40,-0.16707080537838853,NA,NA,detected_only
YNL154C,YCK2,-0.16698575836336824,NA,NA,detected_only
YOL057W,NA,0.16611642557248532,NA,NA,detected_only
YPR129W,SCD6,-0.16342149552626006,NA,NA,detected_only
YPL218W,SAR1,-0.16323884510855236,NA,NA,detected_only
YMR318C,ADH6,-0.16260892269906774,NA,NA,detected_only
YGL040C,HEM2,0.16239788488485304,NA,NA,detected_only
YGR218W,CRM1,0.16148823634269166,NA,NA,detected_only
YLR133W,CKI1,-0.15907426218998635,NA,NA,detected_only
YOL086C,ADH1,0.15879252279244033,NA,NA,detected_only
YGR116W,SPT6,0.158081537215876,NA,NA,detected_only
YHR012W,VPS29,-0.15771487059176953,NA,NA,detected_only
YLR389C,STE23,0.15748251038201513,NA,NA,detected_only
YDL029W,ARP2,0.1574671271857357,NA,NA,detected_only
YEL047C,FRD1,0.15744703514508737,NA,NA,detected_only
YBR160W,CDC28,0.15627731922652632,NA,NA,detected_only
YML069W,POB3,0.1562216376989319,NA,NA,detected_only
YBR205W,KTR3,0.1561302593471039,NA,NA,detected_only
YEL036C,ANP1,0.15612055335932082,NA,NA,detected_only
YLR314C,CDC3,0.15567439462519742,NA,NA,detected_only
YJR076C,CDC11,0.1556277145056226,NA,NA,detected_only
YLL045C,RPL8B,-0.15530680588784485,NA,NA,detected_only
YJL002C,OST1,0.15465493806192507,NA,NA,detected_only
YDL103C,QRI1,0.15335437484058406,NA,NA,detected_only
YDR211W,GCD6,0.15318588148660225,NA,NA,detected_only
YJR045C,SSC1,0.1529618971845997,NA,NA,detected_only
YLL018C,DPS1,0.1516351894618077,NA,NA,detected_only
YLR229C,CDC42,-0.15155251679233517,NA,NA,detected_only
YCL043C,PDI1,-0.15145214865109474,NA,NA,detected_only
YIR006C,PAN1,0.1502236002670177,NA,NA,detected_only
YGL148W,ARO2,-0.1501225849899348,NA,NA,detected_only
YBL055C,NA,-0.14994671638006782,NA,NA,detected_only
YKR003W,OSH6,-0.14962677884252917,NA,NA,detected_only
YKL181W,PRS1,-0.1491357883984921,NA,NA,detected_only
YMR108W,ILV2,-0.14912082342599928,NA,NA,detected_only
YLR179C,NA,0.14897132059541382,NA,NA,detected_only
YJL130C,URA2,0.14778186654192438,NA,NA,detected_only
YPL249C-A,RPL36B,-0.14717407422341866,NA,NA,detected_only
YPL028W,ERG10,-0.14652004142738326,NA,NA,detected_only
YIL022W,TIM44,-0.1459134109143447,NA,NA,detected_only
YDL145C,COP1,0.1455879064957512,NA,NA,detected_only
YMR205C,PFK2,0.1446955356811454,NA,NA,detected_only
YML036W,CGI121,-0.1445357829161915,NA,NA,detected_only
YNL049C,SFB2,0.14380387968576747,NA,NA,detected_only
YBL047C,EDE1,0.14218083321378677,NA,NA,detected_only
YGL206C,CHC1,0.14208878114718707,NA,NA,detected_only
YKL195W,MIA40,0.14115119056397615,NA,NA,detected_only
YHR196W,UTP9,0.14042307446414543,NA,NA,detected_only
YLR355C,ILV5,0.1392127161885901,NA,NA,detected_only
YDR454C,GUK1,0.13756586978869254,NA,NA,detected_only
YKL080W,VMA5,0.13737550084344627,NA,NA,detected_only
YPL143W,RPL33A,-0.13735746728282927,NA,NA,detected_only
YPR145W,ASN1,0.13734305113750786,NA,NA,detected_only
YHR179W,OYE2,-0.1371392953118506,NA,NA,detected_only
YER125W,RSP5,-0.1367474742939937,NA,NA,detected_only
YLR259C,HSP60,0.13659662167320152,NA,NA,detected_only
YOL142W,RRP40,0.13534761816878452,NA,NA,detected_only
YPL239W,YAR1,-0.1348511121283701,NA,NA,detected_only
YGL097W,SRM1,0.13396121315798096,NA,NA,detected_only
YKR084C,HBS1,-0.13316563764257194,NA,NA,detected_only
YER143W,DDI1,0.1331355846183242,NA,NA,detected_only
YML105C,SEC65,0.13296140345592244,NA,NA,detected_only
YPR181C,SEC23,0.13286855652126778,NA,NA,detected_only
YNL010W,NA,0.13235274438906533,NA,NA,detected_only
YNL232W,CSL4,-0.13114695022507059,NA,NA,detected_only
YIL062C,ARC15,0.12944237784247334,NA,NA,detected_only
YBR196C,PGI1,0.1291840873468972,NA,NA,detected_only
YHR089C,GAR1,0.12803485933950176,NA,NA,detected_only
YDR168W,CDC37,-0.1278143375030769,NA,NA,detected_only
YDL007W,RPT2,-0.12689792094286864,NA,NA,detected_only
YDR001C,NTH1,0.12678077514658695,NA,NA,detected_only
YGL048C,RPT6,-0.12676773284039933,NA,NA,detected_only
YHL034C,SBP1,0.1266308651033059,NA,NA,detected_only
YHR005C-A,TIM10,-0.12644626913876275,NA,NA,detected_only
YGR048W,UFD1,-0.12601645178377585,NA,NA,detected_only
YJR064W,CCT5,-0.12574865006203037,NA,NA,detected_only
YEL034W,HYP2,-0.12508706499478045,NA,NA,detected_only
YOR369C,RPS12,0.12476494800618243,NA,NA,detected_only
YNR043W,MVD1,-0.12438919791172683,NA,NA,detected_only
YOL139C,CDC33,-0.12391596625275414,NA,NA,detected_only
YNL287W,SEC21,0.12370265719747121,NA,NA,detected_only
YHR027C,RPN1,0.12359016145303016,NA,NA,detected_only
YGL221C,NIF3,0.12304575360106204,NA,NA,detected_only
YOL049W,GSH2,-0.12303402967790822,NA,NA,detected_only
YPL049C,DIG1,0.1228742478433582,NA,NA,detected_only
YEL051W,VMA8,-0.12229278396645404,NA,NA,detected_only
YLR197W,NOP56,0.1212376480896923,NA,NA,detected_only
YKL029C,MAE1,-0.1210216259349261,NA,NA,detected_only
YJR125C,ENT3,0.12035174251054365,NA,NA,detected_only
YBL007C,SLA1,-0.11983813319340247,NA,NA,detected_only
YDR050C,TPI1,0.11966984679699333,NA,NA,detected_only
YMR012W,CLU1,0.11955104762133581,NA,NA,detected_only
YGR080W,TWF1,0.11911986854608032,NA,NA,detected_only
YJL123C,MTC1,0.11779700885926367,NA,NA,detected_only
YPR036W,VMA13,0.11771871067282416,NA,NA,detected_only
YNL189W,SRP1,0.11719080217410965,NA,NA,detected_only
YGL106W,MLC1,0.11665735333825472,NA,NA,detected_only
YLR175W,CBF5,0.11663765230312649,NA,NA,detected_only
YGR187C,HGH1,0.11471216739319821,NA,NA,detected_only
YDR353W,TRR1,-0.11447201536309189,NA,NA,detected_only
YMR109W,MYO5,0.1142287194119726,NA,NA,detected_only
YFL048C,EMP47,0.11415142598208519,NA,NA,detected_only
YBR049C,REB1,0.11367664305949954,NA,NA,detected_only
YDR233C,RTN1,0.11355426449740266,NA,NA,detected_only
YKR014C,YPT52,0.11267178424027831,NA,NA,detected_only
YEL038W,UTR4,0.11241991871785031,NA,NA,detected_only
YGR192C,TDH3,-0.11237977600410223,NA,NA,detected_only
YJR069C,HAM1,0.11147040130195693,NA,NA,detected_only
YBR234C,ARC40,0.11108064547226297,NA,NA,detected_only
YMR226C,NA,0.10976520259490241,NA,NA,detected_only
YER009W,NTF2,0.10971772781048297,NA,NA,detected_only
YGL231C,EMC4,0.10951750949440034,NA,NA,detected_only
YGL234W,"ADE5,7",-0.10897462808934867,NA,NA,detected_only
YDL135C,RDI1,-0.10889882383793253,NA,NA,detected_only
YDR341C,NA,0.10809704093832129,NA,NA,detected_only
YDL047W,SIT4,0.10613411159003627,NA,NA,detected_only
YLR216C,CPR6,0.10544923054341519,NA,NA,detected_only
YDR188W,CCT6,-0.1049622497393582,NA,NA,detected_only
YIL109C,SEC24,0.103931317809047,NA,NA,detected_only
YGL200C,EMP24,0.10341839886324587,NA,NA,detected_only
YLR195C,NMT1,-0.10340861048232247,NA,NA,detected_only
YKR001C,VPS1,0.10334271911401229,NA,NA,detected_only
YOR020C,HSP10,-0.10320680198201032,NA,NA,detected_only
YKL060C,FBA1,0.10313901255731137,NA,NA,detected_only
YKL210W,UBA1,0.10281099596131302,NA,NA,detected_only
YPL131W,RPL5,-0.10262318173867803,NA,NA,detected_only
YML092C,PRE8,0.10246664304040375,NA,NA,detected_only
YGL173C,XRN1,-0.10175511423580318,NA,NA,detected_only
YIL083C,CAB2,-0.10109516660385201,NA,NA,detected_only
YKL104C,GFA1,0.10071141841045717,NA,NA,detected_only
YJR117W,STE24,0.10063865139592407,NA,NA,detected_only
YOR187W,TUF1,0.09985431675422944,NA,NA,detected_only
YMR173W,DDR48,-0.09945890202483816,NA,NA,detected_only
YJL167W,ERG20,0.09893521006282142,NA,NA,detected_only
YMR183C,SSO2,0.0984610843633868,NA,NA,detected_only
YNL079C,TPM1,0.09768388357305902,NA,NA,detected_only
YJL111W,CCT7,0.09736041879318438,NA,NA,detected_only
YOL021C,DIS3,0.0971977593106936,NA,NA,detected_only
YER021W,RPN3,-0.09683558023419672,NA,NA,detected_only
YOR232W,MGE1,0.09678103853695696,NA,NA,detected_only
YNL123W,NMA111,-0.09618917988950414,NA,NA,detected_only
YDL195W,SEC31,-0.09588056849550665,NA,NA,detected_only
YFL038C,YPT1,-0.09556849104793165,NA,NA,detected_only
YDL201W,TRM8,-0.09548780139502787,NA,NA,detected_only
YHR039C-A,VMA10,0.09511370336347004,NA,NA,detected_only
YGR159C,NSR1,0.09478856416765524,NA,NA,detected_only
YDR189W,SLY1,-0.09468192103926026,NA,NA,detected_only
YNR021W,NA,0.09418174404798679,NA,NA,detected_only
YCR012W,PGK1,0.09345363300747153,NA,NA,detected_only
YJR025C,BNA1,-0.09313180712302732,NA,NA,detected_only
YGR282C,BGL2,-0.0924666756949531,NA,NA,detected_only
YCR073W-A,SOL2,0.0920156713528138,NA,NA,detected_only
YJL217W,REE1,-0.09196085729925657,NA,NA,detected_only
YDL014W,NOP1,0.09183813579912883,NA,NA,detected_only
YMR220W,ERG8,-0.09175924305688281,NA,NA,detected_only
YGR232W,NAS6,0.09064182953223508,NA,NA,detected_only
YHR098C,SFB3,0.0901549896152414,NA,NA,detected_only
YER165W,PAB1,-0.08993121528268976,NA,NA,detected_only
YKL056C,TMA19,-0.08873865988006308,NA,NA,detected_only
YDL185W,VMA1,0.08770965965946859,NA,NA,detected_only
YGL137W,SEC27,0.08767885058610993,NA,NA,detected_only
YKR048C,NAP1,-0.08729967817466863,NA,NA,detected_only
YJR123W,RPS5,-0.08713222189912284,NA,NA,detected_only
YHR193C,EGD2,-0.08626262718142755,NA,NA,detected_only
YNL071W,LAT1,0.08489898569539095,NA,NA,detected_only
YER049W,TPA1,0.08489075550335692,NA,NA,detected_only
YGR124W,ASN2,-0.08400817082204332,NA,NA,detected_only
YMR260C,TIF11,0.08372932711433058,NA,NA,detected_only
YLR192C,HCR1,-0.0828569081751932,NA,NA,detected_only
YOR007C,SGT2,-0.0824731948264448,NA,NA,detected_only
YBR263W,SHM1,0.08216871179453669,NA,NA,detected_only
YOL127W,RPL25,-0.0820356788793184,NA,NA,detected_only
YHR013C,ARD1,0.08191959313474526,NA,NA,detected_only
YGR185C,TYS1,-0.08155771027023774,NA,NA,detected_only
YCL057W,PRD1,0.08082698245314165,NA,NA,detected_only
YHR174W,ENO2,-0.08016623725771839,NA,NA,detected_only
YCR053W,THR4,-0.08013572529509244,NA,NA,detected_only
YOR063W,RPL3,-0.0801064607071691,NA,NA,detected_only
YHR128W,FUR1,0.07997235244128309,NA,NA,detected_only
YGR019W,UGA1,0.0798620088733876,NA,NA,detected_only
YBR011C,IPP1,0.07937617091813932,NA,NA,detected_only
YNL168C,FMP41,0.07935903467162646,NA,NA,detected_only
YBR143C,SUP45,-0.07923180499203583,NA,NA,detected_only
YHR029C,YHI9,0.07923045900549591,NA,NA,detected_only
YOR123C,LEO1,-0.07767658911566203,NA,NA,detected_only
YMR261C,TPS3,0.07718432804914575,NA,NA,detected_only
YOR021C,SFM1,0.07715555689645842,NA,NA,detected_only
YNL153C,GIM3,-0.07705093201225889,NA,NA,detected_only
YOR260W,GCD1,-0.07653276491688071,NA,NA,detected_only
YOL059W,GPD2,0.07600741215027086,NA,NA,detected_only
YOR271C,FSF1,-0.07559527811533871,NA,NA,detected_only
YBL022C,PIM1,-0.07372926548882315,NA,NA,detected_only
YPL106C,SSE1,0.07343049189311798,NA,NA,detected_only
YDR539W,FDC1,-0.07328244316163837,NA,NA,detected_only
YKL112W,ABF1,-0.07320496999603202,NA,NA,detected_only
YAR007C,RFA1,0.07317908915375264,NA,NA,detected_only
YPL010W,RET3,0.07312512690356265,NA,NA,detected_only
YDR002W,YRB1,0.07267709228472694,NA,NA,detected_only
YPR118W,MRI1,0.0724940733997093,NA,NA,detected_only
YLR372W,ELO3,-0.07225766165904701,NA,NA,detected_only
YJL138C,TIF1,0.07207182710060915,NA,NA,detected_only
YGL245W,GUS1,0.07179811121656628,NA,NA,detected_only
YJL014W,CCT3,0.07169394481582639,NA,NA,detected_only
YLL050C,COF1,0.07164855828725321,NA,NA,detected_only
YIL137C,TMA108,0.0713933220992837,NA,NA,detected_only
YIL043C,CBR1,0.07084753346397685,NA,NA,detected_only
YOR209C,NPT1,-0.07053526076047022,NA,NA,detected_only
YNR016C,ACC1,0.07025246832353091,NA,NA,detected_only
YML086C,ALO1,0.06995598410613046,NA,NA,detected_only
YPR069C,SPE3,0.06990529631797479,NA,NA,detected_only
YBL039C,URA7,-0.06944659036617842,NA,NA,detected_only
YML022W,APT1,-0.0683613576923993,NA,NA,detected_only
YLL040C,VPS13,0.06813412538284822,NA,NA,detected_only
YKL145W,RPT1,-0.06754377387985394,NA,NA,detected_only
YDR238C,SEC26,0.06729903902922828,NA,NA,detected_only
YHR020W,YHR020W,-0.06702406555421203,NA,NA,detected_only
YNL016W,PUB1,0.06691637209532242,NA,NA,detected_only
YMR093W,UTP15,-0.06672640817210837,NA,NA,detected_only
YDL192W,ARF1,0.0666238759342628,NA,NA,detected_only
YBR088C,POL30,0.06555451158312636,NA,NA,detected_only
YDR226W,ADK1,-0.06385267063903416,NA,NA,detected_only
YJR073C,OPI3,0.06295223347317463,NA,NA,detected_only
YDR023W,SES1,0.0627905601384828,NA,NA,detected_only
YML124C,TUB3,0.06220232484217597,NA,NA,detected_only
YLR069C,MEF1,-0.06205554769003287,NA,NA,detected_only
YDR487C,RIB3,-0.06185391449581215,NA,NA,detected_only
YER007C-A,TMA20,0.06152070548520084,NA,NA,detected_only
YNL247W,NA,0.0607329240242793,NA,NA,detected_only
YBR283C,SSH1,-0.06037756523322607,NA,NA,detected_only
YKL213C,DOA1,0.06016149560308126,NA,NA,detected_only
YNL248C,RPA49,-0.060008190686211056,NA,NA,detected_only
YPR033C,HTS1,-0.0597460199480829,NA,NA,detected_only
YDR037W,KRS1,-0.059494667730953986,NA,NA,detected_only
YDR324C,UTP4,0.05879867185814456,NA,NA,detected_only
YMR131C,RRB1,0.05872021983323205,NA,NA,detected_only
YER086W,ILV1,-0.058707878615248364,NA,NA,detected_only
YOR096W,RPS7A,-0.05852146882100062,NA,NA,detected_only
YLR325C,RPL38,-0.05812450614068857,NA,NA,detected_only
YLR196W,PWP1,-0.057446545637831734,NA,NA,detected_only
YIL038C,NOT3,-0.05591735415560412,NA,NA,detected_only
YHL015W,RPS20,0.05591657457198906,NA,NA,detected_only
YOR239W,ABP140,-0.055848249879625896,NA,NA,detected_only
YOR332W,VMA4,0.05565233232536964,NA,NA,detected_only
YCL034W,LSB5,0.05535589049187287,NA,NA,detected_only
YFL022C,FRS2,0.05508212286766479,NA,NA,detected_only
YLR109W,AHP1,-0.05455286838097928,NA,NA,detected_only
YJL041W,NSP1,0.054192799370688195,NA,NA,detected_only
YCR031C,RPS14A,-0.05264925001844388,NA,NA,detected_only
YER036C,ARB1,0.05228314288616212,NA,NA,detected_only
YOL064C,MET22,0.05162782487148336,NA,NA,detected_only
YAL035W,FUN12,-0.05087673409795067,NA,NA,detected_only
YGL026C,TRP5,-0.05051499904813692,NA,NA,detected_only
YEL058W,PCM1,0.050283903801602636,NA,NA,detected_only
YMR308C,PSE1,-0.04962225182417862,NA,NA,detected_only
YGL167C,PMR1,-0.04901569191804253,NA,NA,detected_only
YOR109W,INP53,-0.048957894204412405,NA,NA,detected_only
YDL066W,IDP1,0.04829491396652846,NA,NA,detected_only
YLR060W,FRS1,0.04822808716627279,NA,NA,detected_only
YKR081C,RPF2,0.0482017422032391,NA,NA,detected_only
YNL243W,SLA2,-0.04814361192051002,NA,NA,detected_only
YBR112C,CYC8,0.0476822583972956,NA,NA,detected_only
YKL081W,TEF4,0.047457428031506765,NA,NA,detected_only
YPR041W,TIF5,0.047222079971386846,NA,NA,detected_only
YHL011C,PRS3,-0.04632637123594162,NA,NA,detected_only
YGR034W,RPL26B,-0.04585312454322959,NA,NA,detected_only
YGL087C,MMS2,-0.04464152962123101,NA,NA,detected_only
YDL040C,NAT1,-0.04459366981846167,NA,NA,detected_only
YGR173W,RBG2,-0.04316467452052063,NA,NA,detected_only
YDR174W,HMO1,-0.04306346580926981,NA,NA,detected_only
YHR200W,RPN10,0.04210421302648356,NA,NA,detected_only
YPL210C,SRP72,-0.04189660302358252,NA,NA,detected_only
YKR074W,AIM29,0.04116702972016997,NA,NA,detected_only
YAL038W,CDC19,0.04104913495060363,NA,NA,detected_only
YIL078W,THS1,-0.040997532533451314,NA,NA,detected_only
YOL097C,WRS1,0.04063075341585875,NA,NA,detected_only
YPR183W,DPM1,-0.04008907285588788,NA,NA,detected_only
YOR323C,PRO2,0.039955738638076596,NA,NA,detected_only
YML028W,TSA1,0.039524602019898436,NA,NA,detected_only
YDR395W,SXM1,-0.039060004104232,NA,NA,detected_only
YER069W,"ARG5,6",-0.03899876426002169,NA,NA,detected_only
YFR024C-A,LSB3,0.038912739137347864,NA,NA,detected_only
YLR421C,RPN13,0.038710958195237774,NA,NA,detected_only
YKL211C,TRP3,-0.0376400743412903,NA,NA,detected_only
YDR388W,RVS167,-0.03702848521871428,NA,NA,detected_only
YDL055C,PSA1,0.03642906552032289,NA,NA,detected_only
YOR176W,HEM15,0.03615765749712392,NA,NA,detected_only
YGL095C,VPS45,-0.03592459854658914,NA,NA,detected_only
YDR381W,YRA1,0.034530718078574406,NA,NA,detected_only
YNR035C,ARC35,0.03452111051336425,NA,NA,detected_only
YNL088W,TOP2,0.034490975424207815,NA,NA,detected_only
YLR388W,RPS29A,0.034148062369003945,NA,NA,detected_only
YMR125W,STO1,0.03386777607814787,NA,NA,detected_only
YPL160W,CDC60,0.033126061803868664,NA,NA,detected_only
YBL050W,SEC17,-0.03276652195840617,NA,NA,detected_only
YNL096C,RPS7B,-0.032607127175112535,NA,NA,detected_only
YJL052W,TDH1,-0.03229623854107205,NA,NA,detected_only
YJR007W,SUI2,0.03122752949956028,NA,NA,detected_only
YLR370C,ARC18,-0.030828249575229262,NA,NA,detected_only
YHR025W,THR1,0.029992659005878195,NA,NA,detected_only
YLR432W,IMD3,0.029662978209621632,NA,NA,detected_only
YKL152C,GPM1,-0.029586913228704874,NA,NA,detected_only
YER133W,GLC7,0.02957558996726513,NA,NA,detected_only
YFL037W,TUB2,0.02920202646050047,NA,NA,detected_only
YBR249C,ARO4,0.027818666775579988,NA,NA,detected_only
YIL075C,RPN2,0.02774405940353533,NA,NA,detected_only
YML074C,FPR3,0.02728549825240629,NA,NA,detected_only
YDL075W,RPL31A,-0.02697322895125439,NA,NA,detected_only
YMR142C,RPL13B,-0.02644459121939568,NA,NA,detected_only
YDR328C,SKP1,-0.02612903873957388,NA,NA,detected_only
YBL092W,RPL32,0.025989563683233935,NA,NA,detected_only
YDR091C,RLI1,0.02553497022608775,NA,NA,detected_only
YLL024C,SSA2,0.025108857862543122,NA,NA,detected_only
YGR054W,YGR054W,0.0248606707092704,NA,NA,detected_only
YOL058W,ARG1,0.02481815488120409,NA,NA,detected_only
YPL225W,YPL225W,-0.024784506509743103,NA,NA,detected_only
YDR158W,HOM2,0.02439482342032731,NA,NA,detected_only
YOR251C,TUM1,-0.024348622112584872,NA,NA,detected_only
YOR168W,GLN4,0.023703415555398247,NA,NA,detected_only
YEL026W,SNU13,0.023670196610917557,NA,NA,detected_only
YOL111C,MDY2,0.023322642443880624,NA,NA,detected_only
YBL091C,MAP2,0.0226786493699134,NA,NA,detected_only
YOL040C,RPS15,-0.02252115670923117,NA,NA,detected_only
YDL100C,GET3,-0.02232452699758821,NA,NA,detected_only
YBR109C,CMD1,-0.02172932730690441,NA,NA,detected_only
YOL027C,MDM38,0.021656564723802472,NA,NA,detected_only
YKL024C,URA6,0.021459756933746826,NA,NA,detected_only
YDR127W,ARO1,-0.021366099193297433,NA,NA,detected_only
YDR394W,RPT3,0.021302074124529745,NA,NA,detected_only
YCL017C,NFS1,0.021090365594642634,NA,NA,detected_only
YBR079C,RPG1,0.02056519498116539,NA,NA,detected_only
YOR198C,BFR1,-0.02015478896330286,NA,NA,detected_only
YNL134C,NA,-0.02015098792741743,NA,NA,detected_only
YGR211W,ZPR1,0.019951832816970952,NA,NA,detected_only
YBL032W,HEK2,0.019865413452129416,NA,NA,detected_only
YKR018C,YKR018C,-0.019286513929940685,NA,NA,detected_only
YMR309C,NIP1,0.018693042519652585,NA,NA,detected_only
YLR351C,NIT3,0.018628795652675986,NA,NA,detected_only
YDR272W,GLO2,0.01841838125602968,NA,NA,detected_only
YHR019C,DED81,0.01830668051498332,NA,NA,detected_only
YOR217W,RFC1,0.01829369266367624,NA,NA,detected_only
YER055C,HIS1,0.018221330495750424,NA,NA,detected_only
YGR123C,PPT1,-0.018154213336187847,NA,NA,detected_only
YGR264C,MES1,-0.017708308154998395,NA,NA,detected_only
YGR001C,EFM5,-0.017571008283621445,NA,NA,detected_only
YGL207W,SPT16,-0.016710338338675274,NA,NA,detected_only
YDL143W,CCT4,0.016525973160571174,NA,NA,detected_only
YGR204W,ADE3,0.016165416729171864,NA,NA,detected_only
YCR084C,TUP1,0.016030480124816966,NA,NA,detected_only
YDR304C,CPR5,0.015137506659728833,NA,NA,detected_only
YPR060C,ARO7,0.01477128645151976,NA,NA,detected_only
YNL044W,YIP3,0.01442293426063921,NA,NA,detected_only
YBR025C,OLA1,-0.014109890116371942,NA,NA,detected_only
YDR453C,TSA2,0.013900704243132278,NA,NA,detected_only
YGL202W,ARO8,-0.013756689641072864,NA,NA,detected_only
YMR208W,ERG12,-0.01305373440095648,NA,NA,detected_only
YMR217W,GUA1,-0.01275660814160142,NA,NA,detected_only
YCR088W,ABP1,0.010908295771209817,NA,NA,detected_only
YBR191W,RPL21A,-0.01071680931583325,NA,NA,detected_only
YGR094W,VAS1,-0.01068396030838769,NA,NA,detected_only
YGR181W,TIM13,-0.010561407462994034,NA,NA,detected_only
YGL105W,ARC1,0.009927076126370345,NA,NA,detected_only
YHR108W,GGA2,0.009736271727067546,NA,NA,detected_only
YER120W,SCS2,-0.009586305515253954,NA,NA,detected_only
YFR006W,YFR006W,0.009435995713217307,NA,NA,detected_only
YCL050C,APA1,0.009280149113317584,NA,NA,detected_only
YDR092W,UBC13,0.008713040393159677,NA,NA,detected_only
YLR335W,NUP2,-0.008442531504957017,NA,NA,detected_only
YFR009W,GCN20,-0.008368330215617538,NA,NA,detected_only
YGL122C,NAB2,-0.007980155348359302,NA,NA,detected_only
YLR447C,VMA6,-0.006323613238545522,NA,NA,detected_only
YBR078W,ECM33,-0.005988414754396008,NA,NA,detected_only
YNL244C,SUI1,0.005336622090119496,NA,NA,detected_only
YHR047C,AAP1,0.005078574583717577,NA,NA,detected_only
YER023W,PRO3,-0.004847263356489925,NA,NA,detected_only
YOR361C,PRT1,0.004810045005932295,NA,NA,detected_only
YKL212W,SAC1,-0.004275994105799969,NA,NA,detected_only
YJR060W,CBF1,0.003986708678666101,NA,NA,detected_only
YMR146C,TIF34,0.003598938579642906,NA,NA,detected_only
YLR420W,URA4,0.003008281248701998,NA,NA,detected_only
YKL127W,PGM1,0.002978377900906534,NA,NA,detected_only
YNL307C,MCK1,-0.002935250397307382,NA,NA,detected_only
YML001W,YPT7,0.0028788543270610173,NA,NA,detected_only
YBL076C,ILS1,-0.0025648451403278705,NA,NA,detected_only
YJR009C,TDH2,0.002482574364892704,NA,NA,detected_only
YER003C,PMI40,-0.0023626144179701297,NA,NA,detected_only
YNL281W,HCH1,0.001954093344024391,NA,NA,detected_only
YOR117W,RPT5,-0.0018671697323256464,NA,NA,detected_only
YOR265W,RBL2,-0.0015610126613278819,NA,NA,detected_only
YIL138C,TPM2,-0.0013483199361225412,NA,NA,detected_only
YHR001W,OSH7,-0.0012591296448477007,NA,NA,detected_only
YDR300C,PRO1,-8.518016153381616e-4,NA,NA,detected_only
YER043C,SAH1,-3.545911251184586e-4,NA,NA,detected_only
YGR175C,ERG1,-3.6317781744516955,0,2.69,log_enriched
YOR099W,KTR1,-2.338980847136725,0.001,1.605,log_enriched
YGR157W,CHO2,-1.3987202249874717,0,3.646,log_enriched
YCL037C,SRO9,-1.3624047033836093,0,1.437,log_enriched
YGL009C,LEU1,1.3362407099185742,0,2.984,log_enriched
YLR100W,ERG27,-1.1921724631700594,0.001,1.908,log_enriched
YOR204W,DED1,-1.1222325276175675,0,1.411,log_enriched
YAL036C,RBG1,-1.0009114791416815,0.001,1.083,log_enriched
YPL184C,MRN1,-0.8824519251521535,0.002,1.051,log_enriched
YKL033W-A,YKL033W-A,-0.8646694049429775,0,2.101,log_enriched
YDL213C,NOP6,-0.8357366332894727,0.001,1.438,log_enriched
YGL008C,PMA1,-0.812030259027267,0,2.742,log_enriched
YMR128W,ECM16,-0.7539119650833138,0,3.791,log_enriched
YDR120C,TRM1,-0.6258540230631451,0.003,3.005,log_enriched
YLR274W,MCM5,0.6224600581627452,0.001,2.674,log_enriched
YHR170W,NMD3,-0.46267405763135133,0,2.384,log_enriched
YLL013C,PUF3,-0.45896943670572204,0.001,2.338,log_enriched
YJL034W,KAR2,-0.44394262847060206,0.011,1.562,log_enriched
YEL031W,SPF1,-0.4323775276838521,0,2.787,log_enriched
YLL048C,YBT1,-0.4035415447835507,0,1.894,log_enriched
