orf,gene,log2FC_thisStudy,paulo_pvalue,log2FC_Paulo,paulo_category
YLR410W,VIP1,-0.3802311958874418,0,1.366,log_enriched
YLR180W,SAM1,0.3685499162225614,0,1.856,log_enriched
YJL200C,ACO2,0.36289951799213915,0.013,1.36,log_enriched
YJR070C,LIA1,-0.3531858347472653,0,1.007,log_enriched
YML010W,SPT5,-0.343278204408645,0.001,1.192,log_enriched
YPL237W,SUI3,-0.3270762403335315,0.008,1.572,log_enriched
YKR057W,RPS21A,-0.32374858831692277,0,2.727,log_enriched
YPL061W,ALD6,-0.32063669228238606,0,1.079,log_enriched
YJL136C,RPS21B,-0.3193706318912961,0.001,3.205,log_enriched
YDR062W,LCB2,-0.31135116688305864,0,2.768,log_enriched
YLR075W,RPL10,-0.30628294714467047,0,2.588,log_enriched
YPR035W,GLN1,0.3054957905977979,0.001,1.351,log_enriched
YOR224C,RPB8,0.2997914624733669,0.01,2.193,log_enriched
YMR049C,ERB1,-0.29550685602772486,0.002,4.994,log_enriched
YGL123W,RPS2,-0.2605488139501218,0.001,2.851,log_enriched
YPL226W,NEW1,-0.254140622692335,0,1.509,log_enriched
YPL231W,FAS2,-0.23401151580094237,0,2.792,log_enriched
YKL172W,EBP2,-0.23090776342542152,0.002,2.657,log_enriched
YHL030W,ECM29,-0.2100391493258163,0,4.267,log_enriched
YGL195W,GCN1,-0.2005289886363568,0,2.354,log_enriched
YDL095W,PMT1,-0.19584326139711455,0,1.203,log_enriched
YDR502C,SAM2,0.18780788975590107,0,1.608,log_enriched
YML073C,RPL6A,-0.1875539895877858,0,2.267,log_enriched
YLR106C,MDN1,-0.17085569109259272,0,6.147,log_enriched
YMR229C,RRP5,-0.16798767116050836,0,3.691,log_enriched
YDL074C,BRE1,-0.1665666819702098,0.001,1.575,log_enriched
YOR341W,RPA190,0.15754829203814905,0,4.356,log_enriched
YLR401C,DUS3,0.14830057311552047,0.003,1.321,log_enriched
YGL099W,LSG1,-0.1448450518243981,0,3.025,log_enriched
YJL008C,CCT8,-0.1312342229266766,0,1.445,log_enriched
YGR155W,CYS4,-0.13019877941743047,0,1.346,log_enriched
YNL313C,EMW1,-0.12827460645508182,0.012,1.426,log_enriched
YLR340W,RPP0,-0.12791522168960906,0.001,2.085,log_enriched
YOL039W,RPP2A,-0.12211303194350416,0.001,3.231,log_enriched
YKL006W,RPL14A,-0.11931737883065478,0,2.741,log_enriched
YIL142W,CCT2,-0.11895921507721095,0.001,1.382,log_enriched
YGL030W,RPL30,-0.11324570785200791,0,2.249,log_enriched
YBR127C,VMA2,0.10454528756443535,0,1.117,log_enriched
YMR116C,ASC1,0.10185141663762128,0,2.56,log_enriched
YDR429C,TIF35,-0.0931466380293891,0.001,2.545,log_enriched
YFL045C,SEC53,0.08249102094076087,0,1.734,log_enriched
YFL004W,VTC2,-0.07639302465160192,0.001,2.065,log_enriched
YDL229W,SSB1,-0.07400363033674806,0,1.124,log_enriched
YDL225W,SHS1,-0.06792824492209563,0.018,3.748,log_enriched
YKL009W,MRT4,0.06390970327434187,0.001,3.336,log_enriched
YNL209W,SSB2,-0.06336766241687854,0,1.111,log_enriched
YPR010C,RPA135,0.06261235474394355,0,4.023,log_enriched
YGR103W,NOP7,0.06166782988283772,0,2.644,log_enriched
YJL080C,SCP160,-0.061126270340188374,0,1.069,log_enriched
YDR321W,ASP1,0.05733208540427328,0.011,1.602,log_enriched
YPL019C,VTC3,0.05729251805062363,0.005,1.731,log_enriched
YJL177W,RPL17B,-0.05509874503724181,0.002,2.939,log_enriched
YDR212W,TCP1,-0.05242447815710946,0.001,2.015,log_enriched
YML056C,IMD4,-0.04863098639563524,0.001,1.141,log_enriched
YBR031W,RPL4A,-0.04716173491005178,0,2.964,log_enriched
YOL061W,PRS5,-0.041780272582832005,0,3.208,log_enriched
YDR170C,SEC7,0.04095327614355401,0,1.148,log_enriched
YGR162W,TIF4631,-0.03812552263094046,0.006,1.09,log_enriched
YNL178W,RPS3,-0.02668194012477365,0.001,2.838,log_enriched
YBR084W,MIS1,-0.023783434697363097,0,1.801,log_enriched
YER110C,KAP123,0.019336457336096208,0,1.542,log_enriched
YDR382W,RPP2B,0.017084419928310907,0.001,3.617,log_enriched
YML063W,RPS1B,-0.016705683546913742,0,2.263,log_enriched
YOR051C,ETT1,-0.014760252623834347,0,2.716,log_enriched
YKL180W,RPL17A,-0.011815008306422113,0.002,2.933,log_enriched
YAL003W,EFB1,0.011011492194409674,0,1.256,log_enriched
YGR285C,ZUO1,0.009991959481528867,0,2.181,log_enriched
YLR441C,RPS1A,0.007859548755788842,0,2.24,log_enriched
YHR064C,SSZ1,-0.007561657013188679,0,1.752,log_enriched
YLR384C,IKI3,0.004831289442793096,0.001,2.245,log_enriched
YBR072W,HSP26,4.03856120857792,0,-1.991,quiescent_enriched
YML128C,MSC1,3.3610709583963794,0,-4.26,quiescent_enriched
YIL136W,OM45,3.2759077969378976,0,-3.944,quiescent_enriched
YIL155C,GUT2,2.632836947707598,0,-2.592,quiescent_enriched
YBL015W,ACH1,2.486067194369479,0,-3.058,quiescent_enriched
YHR087W,RTC3,2.1032247063288225,0,-3.018,quiescent_enriched
YDL215C,GDH2,1.904051757749209,0,-0.974,quiescent_enriched
YDR148C,KGD2,1.6174062822923176,0,0.131,quiescent_enriched
YMR110C,HFD1,1.4541119465414398,0.002,0.2,quiescent_enriched
YMR031C,EIS1,1.4332954894684748,0.001,1.064,quiescent_enriched
YNL160W,YGP1,1.3725379065372065,0,-1.565,quiescent_enriched
YPL004C,LSP1,1.310306530281101,0.001,0.356,quiescent_enriched
YLR300W,EXG1,-1.1215771695545913,0,0.4,quiescent_enriched
YLL026W,HSP104,1.077132990891207,0,-0.071,quiescent_enriched
YHR008C,SOD2,1.0445944909719131,0,-2.221,quiescent_enriched
YDR533C,HSP31,1.0441406535866662,0.001,-2.09,quiescent_enriched
YGR086C,PIL1,0.9233769340981819,0,0.855,quiescent_enriched
YGL156W,AMS1,0.9112692793264893,0,-2.467,quiescent_enriched
YML100W,TSL1,0.8819373014397105,0,0.021,quiescent_enriched
YGR130C,YGR130C,0.8743878777428901,0,0.963,quiescent_enriched
YDL174C,DLD1,0.8591852433433492,0,-1.473,quiescent_enriched
YBR126C,TPS1,0.816037639267904,0,0.001,quiescent_enriched
YKL103C,APE1,0.7698918758246749,0,-0.9890000000000002,quiescent_enriched
YMR304W,UBP15,0.729120737794926,0,-0.603,quiescent_enriched
YBL064C,PRX1,0.6644808607323469,0.001,-1.663,quiescent_enriched
YMR302C,YME2,0.5958331393813877,0,-0.234,quiescent_enriched
YIL125W,KGD1,0.5078594629309123,0,-0.25,quiescent_enriched
YKR067W,GPT2,0.5055403506649998,0.002,-0.388,quiescent_enriched
YDR032C,PST2,0.4532839832235775,0,-0.232,quiescent_enriched
YDR074W,TPS2,0.3974455186454253,0,-0.342,quiescent_enriched
YDL019C,OSH2,0.39594517668283336,0,0.274,quiescent_enriched
YJL076W,NET1,-0.3479016469012807,0.002,-0.028,quiescent_enriched
YER012W,PRE1,0.26513349455199914,0.002,0.019,quiescent_enriched
YHR030C,SLT2,-0.060230979428281275,0.001,-0.343,quiescent_enriched
YAR002C-A,ERP1,-0.05981625984268171,0,1.07,quiescent_enriched
